scen_number,iteration,primal_residual,dual_residual
1,1,316.64751632924185,0.0
1,1,298.4089912531975,14.769573718128196
1,2,298.40585221544956,0.0023211937776192026
1,3,298.40094435396867,0.0038395229935108874
1,4,298.39554559021127,0.004646036403722946
1,5,298.3896071737152,0.0056215218671147515
1,6,298.38307515367035,0.006801742992622444
1,7,298.3758902990284,0.008229708534831981
1,8,298.3679874133535,0.009957323896272423
1,9,298.3592945800344,0.012047880251530259
1,10,298.3497329482806,0.014577147995155425
1,11,298.33921589344953,0.01763709552355928
1,12,298.3276479426734,0.021339357957655968
1,13,298.28915611989976,0.7176979986841836
1,14,297.7134243928487,5.609330515389612
1,15,295.70150704119186,14.675347895031702
1,16,291.3928326541614,27.45209833568899
1,17,284.2789832834135,43.21110241671445
1,18,274.1497545965177,61.21467383269361
1,19,261.22547746519024,80.63234137622388
1,20,246.59382187602782,97.37310703970603
1,21,231.91206972788578,109.3762023757478
1,22,218.38830488994628,116.20399025536865
1,23,207.13448560420218,105.99257190162876
1,24,198.39523321830814,93.30633712781811
1,25,191.80137795320732,89.61352843290912
1,26,187.08396796068402,84.35025172571831
1,27,184.06458071040228,74.71002785858319
1,28,182.49995779254868,58.43832364668337
1,29,181.7730167505618,44.9918092485348
1,30,181.33834868133064,38.51865986221292
1,31,181.05616816094062,28.347878914553824
1,32,180.5214693775158,27.167707522761138
1,33,179.32655508462932,45.789834565443286
1,34,177.10942405939667,74.60278046469244
1,35,173.66414573483073,111.17081641171703
1,36,169.61979999189404,125.62386187260532
1,37,164.9872651742988,139.0166237351855
1,38,159.79230182601572,151.45371081792567
1,39,154.17883016302304,160.41038011671267
1,40,148.34206041898366,163.93437235032488
1,41,142.57040274026,162.8580874215066
1,42,136.91675485933973,160.49386684266082
1,43,131.39205288203345,157.56326971483318
1,44,125.99869592490046,155.81151197291285
1,45,120.97057462564904,147.10231966558914
1,46,116.15812717335947,143.88650160778363
1,47,111.54153658212418,139.99225742319632
1,48,107.19333954392728,134.9975301096723
1,49,103.16026172756288,129.46325667076442
1,50,99.44924140258348,123.76885066958162
1,51,96.019800333789,119.68854690346328
1,52,92.87518148788878,115.2192338515224
1,53,90.04610441775849,109.30149355377964
1,54,87.53693940444226,103.61518316616286
1,55,85.31632495725546,98.10305028445173
1,56,83.31676835724966,95.05147527264867
1,57,81.57004966580223,89.55225663345458
1,58,80.0854640418252,83.07930650442768
1,59,78.80533866278621,78.83052728677367
1,60,77.72301020440747,73.21075355451975
1,61,76.81127515700682,68.86568723476586
1,62,76.04422078178199,64.57818603046957
1,63,75.42198829235691,58.983354270049816
1,64,74.91971674795064,53.57989392012271
1,65,74.51557709389739,49.28493191614385
1,66,74.18857219717671,45.037122638759044
1,67,73.92706802488077,40.722729532809225
1,68,73.71670594854723,37.209913030257475
1,69,73.54796215773685,34.05639037774133
1,70,73.40320316596458,32.46418914308129
1,71,73.28274502130104,31.17210097854491
1,72,73.18143419894096,30.738561625563285
1,73,73.09518633104476,30.150754922581868
1,74,73.0198651296453,29.474841862429376
1,75,72.95278138943621,29.036247282682194
1,76,72.89077674272707,28.66900796825072
1,77,72.83248415029313,28.375013561913974
1,78,72.77703745635665,28.15514432621155
1,79,72.72196418640809,28.063694365079392
1,80,72.66678113858981,28.152788022665572
1,81,72.61113581604336,28.409812789133788
1,82,72.55465582198255,28.8241516968447
1,83,72.46917552945722,32.59628612338302
1,84,72.32274166636944,46.19320293851407
1,85,72.12408978971331,56.90887260927175
1,86,71.82659571685801,71.68967570305803
1,87,71.42663237071835,88.70555613796745
1,88,70.91217361174589,106.10022558902881
1,89,70.27325286189874,123.82932719958471
1,90,69.51371768369948,141.2753060511598
1,91,68.79265859201809,129.78996744968566
1,92,67.9550160614663,143.4725460721886
1,93,67.1610771096339,131.43156693549926
1,94,66.26238843496122,141.7294876762345
1,95,65.41367242275463,129.55354585396864
1,96,64.47705367960961,136.32472428966162
1,97,63.624000789105054,119.83405103981536
1,98,62.70533027538391,124.75493031408824
1,99,61.76021395227152,128.68917547204654
