scen_number;iteration;primal_residual;dual_residual
1;657;0.09176418628915346;0.09470922138830774
1;658;0.09176418628915346;0.09470922138830774
1;659;0.09176418628915346;0.09470922138830774
1;660;0.09176418628915346;0.09470922138830774
1;661;0.09176418628915346;0.09470922138830774
1;662;0.09176418628915346;0.09470922138830774
1;663;0.09176418628915346;0.09470922138830774
1;664;0.09176418628915346;0.09470922138830774
1;665;0.09176418628915346;0.09470922138830774
1;666;0.09176418628915346;0.09470922138830774
1;667;0.09176418628915346;0.09470922138830774
1;668;0.09176418628915346;0.09470922138830774
1;669;0.09176418628915346;0.09470922138830774
1;670;0.09176418628915346;0.09470922138830774
1;671;0.09176418628915346;0.09470922138830774
1;672;0.09176418628915346;0.09470922138830774
1;673;0.09176418628915346;0.09470922138830774
1;674;0.09176418628915346;0.09470922138830774
1;675;0.09176418628915346;0.09470922138830774
1;676;0.09176418628915346;0.09470922138830774
1;677;0.09176418628915346;0.09470922138830774
1;678;0.09176418628915346;0.09470922138830774
1;679;0.09176418628915346;0.09470922138830774
1;680;0.09176418628915346;0.09470922138830774
1;681;0.09176418628915346;0.09470922138830774
1;682;0.09176418628915346;0.09470922138830774
1;683;0.09176418628915346;0.09470922138830774
1;684;0.09176418628915346;0.09470922138830774
1;685;0.09176418628915346;0.09470922138830774
1;686;0.09176418628915346;0.09470922138830774
1;687;0.09176418628915346;0.09470922138830774
1;688;0.09176418628915346;0.09470922138830774
1;689;0.09176418628915346;0.09470922138830774
1;690;0.09176418628915346;0.09470922138830774
1;691;0.09176418628915346;0.09470922138830774
1;692;0.09176418628915346;0.09470922138830774
1;693;0.09176418628915346;0.09470922138830774
1;694;0.09176418628915346;0.09470922138830774
1;695;0.09176418628915346;0.09470922138830774
1;696;0.09176418628915346;0.09470922138830774
1;697;0.09176418628915346;0.09470922138830774
1;698;0.09176418628915346;0.09470922138830774
1;699;0.09176418628915346;0.09470922138830774
1;700;0.09176418628915346;0.09470922138830774
1;701;0.09176418628915346;0.09470922138830774
1;702;0.09176418628915346;0.09470922138830774
1;703;0.09176418628915346;0.09470922138830774
1;704;0.09176418628915346;0.09470922138830774
1;705;0.09176418628915346;0.09470922138830774
1;706;0.09176418628915346;0.09470922138830774
1;707;0.09176418628915346;0.09470922138830774
1;708;0.09176418628915346;0.09470922138830774
1;709;0.09176418628915346;0.09470922138830774
1;710;0.09176418628915346;0.09470922138830774
1;711;0.09176418628915346;0.09470922138830774
1;712;0.09176418628915346;0.09470922138830774
1;713;0.09176418628915346;0.09470922138830774
1;714;0.09176418628915346;0.09470922138830774
1;715;0.09176418628915346;0.09470922138830774
1;716;0.09176418628915346;0.09470922138830774
1;717;0.09176418628915346;0.09470922138830774
1;718;0.09176418628915346;0.09470922138830774
1;719;0.09176418628915346;0.09470922138830774
1;720;0.09176418628915346;0.09470922138830774
1;721;0.09176418628915346;0.09470922138830774
1;722;0.09176418628915346;0.09470922138830774
1;723;0.09176418628915346;0.09470922138830774
1;724;0.09176418628915346;0.09470922138830774
1;725;0.09176418628915346;0.09470922138830774
1;726;0.09176418628915346;0.09470922138830774
1;727;0.09176418628915346;0.09470922138830774
1;728;0.09176418628915346;0.09470922138830774
1;729;0.09176418628915346;0.09470922138830774
1;730;0.09176418628915346;0.09470922138830774
1;731;0.09176418628915346;0.09470922138830774
1;732;0.09176418628915346;0.09470922138830774
1;733;0.09176418628915346;0.09470922138830774
1;734;0.09176418628915346;0.09470922138830774
1;735;0.09176418628915346;0.09470922138830774
1;736;0.09176418628915346;0.09470922138830774
1;737;0.09176418628915346;0.09470922138830774
1;738;0.09176418628915346;0.09470922138830774
1;739;0.09176418628915346;0.09470922138830774
1;740;0.09176418628915346;0.09470922138830774
1;741;0.09176418628915346;0.09470922138830774
1;742;0.09176418628915346;0.09470922138830774
1;743;0.09176418628915346;0.09470922138830774
1;744;0.09176418628915346;0.09470922138830774
1;745;0.09176418628915346;0.09470922138830774
1;746;0.09176418628915346;0.09470922138830774
1;747;0.09176418628915346;0.09470922138830774
1;748;0.09176418628915346;0.09470922138830774
1;749;0.09176418628915346;0.09470922138830774
1;750;0.09176418628915346;0.09470922138830774
1;751;0.09176418628915346;0.09470922138830774
1;752;0.09176418628915346;0.09470922138830774
1;753;0.09176418628915346;0.09470922138830774
1;754;0.09176418628915346;0.09470922138830774
1;755;0.09176418628915346;0.09470922138830774
1;756;0.09176418628915346;0.09470922138830774
1;757;0.09176418628915346;0.09470922138830774
1;758;0.09176418628915346;0.09470922138830774
1;759;0.09176418628915346;0.09470922138830774
1;760;0.09176418628915346;0.09470922138830774
1;761;0.09176418628915346;0.09470922138830774
1;762;0.09176418628915346;0.09470922138830774
1;763;0.09176418628915346;0.09470922138830774
1;764;0.09176418628915346;0.09470922138830774
1;765;0.09176418628915346;0.09470922138830774
1;766;0.09176418628915346;0.09470922138830774
1;767;0.09176418628915346;0.09470922138830774
1;768;0.09176418628915346;0.09470922138830774
1;769;0.09176418628915346;0.09470922138830774
1;770;0.09176418628915346;0.09470922138830774
1;771;0.09176418628915346;0.09470922138830774
1;772;0.09176418628915346;0.09470922138830774
1;773;0.09176418628915346;0.09470922138830774
1;774;0.09176418628915346;0.09470922138830774
1;775;0.09176418628915346;0.09470922138830774
1;776;0.09176418628915346;0.09470922138830774
1;777;0.09176418628915346;0.09470922138830774
1;778;0.09176418628915346;0.09470922138830774
1;779;0.09176418628915346;0.09470922138830774
1;780;0.09176418628915346;0.09470922138830774
1;781;0.09176418628915346;0.09470922138830774
1;782;0.09176418628915346;0.09470922138830774
1;783;0.09176418628915346;0.09470922138830774
1;784;0.09176418628915346;0.09470922138830774
1;785;0.09176418628915346;0.09470922138830774
1;786;0.09176418628915346;0.09470922138830774
1;787;0.09176418628915346;0.09470922138830774
1;788;0.09176418628915346;0.09470922138830774
1;789;0.09176418628915346;0.09470922138830774
1;790;0.09176418628915346;0.09470922138830774
1;791;0.09176418628915346;0.09470922138830774
1;792;0.09176418628915346;0.09470922138830774
1;793;0.09176418628915346;0.09470922138830774
1;794;0.09176418628915346;0.09470922138830774
1;795;0.09176418628915346;0.09470922138830774
1;796;0.09176418628915346;0.09470922138830774
1;797;0.09176418628915346;0.09470922138830774
1;798;0.09176418628915346;0.09470922138830774
1;799;0.09176418628915346;0.09470922138830774
1;800;0.09176418628915346;0.09470922138830774
1;801;0.09176418628915346;0.09470922138830774
1;802;0.09176418628915346;0.09470922138830774
1;803;0.09176418628915346;0.09470922138830774
1;804;0.09176418628915346;0.09470922138830774
1;805;0.09176418628915346;0.09470922138830774
1;806;0.09176418628915346;0.09470922138830774
1;807;0.09176418628915346;0.09470922138830774
1;808;0.09176418628915346;0.09470922138830774
1;809;0.09176418628915346;0.09470922138830774
1;810;0.09176418628915346;0.09470922138830774
1;811;0.09176418628915346;0.09470922138830774
1;812;0.09176418628915346;0.09470922138830774
1;813;0.09176418628915346;0.09470922138830774
1;814;0.09176418628915346;0.09470922138830774
1;815;0.09176418628915346;0.09470922138830774
1;816;0.09176418628915346;0.09470922138830774
1;817;0.09176418628915346;0.09470922138830774
1;818;0.09176418628915346;0.09470922138830774
1;819;0.09176418628915346;0.09470922138830774
1;820;0.09176418628915346;0.09470922138830774
1;821;0.09176418628915346;0.09470922138830774
1;822;0.09176418628915346;0.09470922138830774
1;823;0.09176418628915346;0.09470922138830774
1;824;0.09176418628915346;0.09470922138830774
1;825;0.09176418628915346;0.09470922138830774
1;826;0.09176418628915346;0.09470922138830774
1;827;0.09176418628915346;0.09470922138830774
1;828;0.09176418628915346;0.09470922138830774
1;829;0.09176418628915346;0.09470922138830774
1;830;0.09176418628915346;0.09470922138830774
1;831;0.09176418628915346;0.09470922138830774
1;832;0.09176418628915346;0.09470922138830774
1;833;0.09176418628915346;0.09470922138830774
1;834;0.09176418628915346;0.09470922138830774
1;835;0.09176418628915346;0.09470922138830774
1;836;0.09176418628915346;0.09470922138830774
1;837;0.09176418628915346;0.09470922138830774
1;838;0.09176418628915346;0.09470922138830774
1;839;0.09176418628915346;0.09470922138830774
1;840;0.09176418628915346;0.09470922138830774
1;841;0.09176418628915346;0.09470922138830774
1;842;0.09176418628915346;0.09470922138830774
1;843;0.09176418628915346;0.09470922138830774
1;844;0.09176418628915346;0.09470922138830774
1;845;0.09176418628915346;0.09470922138830774
1;846;0.09176418628915346;0.09470922138830774
1;847;0.09176418628915346;0.09470922138830774
1;848;0.09176418628915346;0.09470922138830774
1;849;0.09176418628915346;0.09470922138830774
1;850;0.09176418628915346;0.09470922138830774
1;851;0.09176418628915346;0.09470922138830774
1;852;0.09176418628915346;0.09470922138830774
1;853;0.09176418628915346;0.09470922138830774
1;854;0.09176418628915346;0.09470922138830774
1;855;0.09176418628915346;0.09470922138830774
1;856;0.09176418628915346;0.09470922138830774
1;857;0.09176418628915346;0.09470922138830774
1;858;0.09176418628915346;0.09470922138830774
1;859;0.09176418628915346;0.09470922138830774
1;860;0.09176418628915346;0.09470922138830774
1;861;0.09176418628915346;0.09470922138830774
1;862;0.09176418628915346;0.09470922138830774
1;863;0.09176418628915346;0.09470922138830774
1;864;0.09176418628915346;0.09470922138830774
1;865;0.09176418628915346;0.09470922138830774
1;866;0.09176418628915346;0.09470922138830774
1;867;0.09176418628915346;0.09470922138830774
1;868;0.09176418628915346;0.09470922138830774
1;869;0.09176418628915346;0.09470922138830774
1;870;0.09176418628915346;0.09470922138830774
1;871;0.09176418628915346;0.09470922138830774
1;872;0.09176418628915346;0.09470922138830774
1;873;0.09176418628915346;0.09470922138830774
1;874;0.09176418628915346;0.09470922138830774
1;875;0.09176418628915346;0.09470922138830774
1;876;0.09176418628915346;0.09470922138830774
1;877;0.09176418628915346;0.09470922138830774
1;878;0.09176418628915346;0.09470922138830774
1;879;0.09176418628915346;0.09470922138830774
1;880;0.09176418628915346;0.09470922138830774
1;881;0.09176418628915346;0.09470922138830774
1;882;0.09176418628915346;0.09470922138830774
1;883;0.09176418628915346;0.09470922138830774
1;884;0.09176418628915346;0.09470922138830774
1;885;0.09176418628915346;0.09470922138830774
1;886;0.09176418628915346;0.09470922138830774
1;887;0.09176418628915346;0.09470922138830774
1;888;0.09176418628915346;0.09470922138830774
1;889;0.09176418628915346;0.09470922138830774
1;890;0.09176418628915346;0.09470922138830774
1;891;0.09176418628915346;0.09470922138830774
1;892;0.09176418628915346;0.09470922138830774
1;893;0.09176418628915346;0.09470922138830774
1;894;0.09176418628915346;0.09470922138830774
1;895;0.09176418628915346;0.09470922138830774
1;896;0.09176418628915346;0.09470922138830774
1;897;0.09176418628915346;0.09470922138830774
1;898;0.09176418628915346;0.09470922138830774
1;899;0.09176418628915346;0.09470922138830774
1;900;0.09176418628915346;0.09470922138830774
1;901;0.09176418628915346;0.09470922138830774
1;902;0.09176418628915346;0.09470922138830774
1;903;0.09176418628915346;0.09470922138830774
1;904;0.09176418628915346;0.09470922138830774
1;905;0.09176418628915346;0.09470922138830774
1;906;0.09176418628915346;0.09470922138830774
1;907;0.09176418628915346;0.09470922138830774
1;908;0.09176418628915346;0.09470922138830774
1;909;0.09176418628915346;0.09470922138830774
1;910;0.09176418628915346;0.09470922138830774
1;911;0.09176418628915346;0.09470922138830774
1;912;0.09176418628915346;0.09470922138830774
1;913;0.09176418628915346;0.09470922138830774
1;914;0.09176418628915346;0.09470922138830774
1;915;0.09176418628915346;0.09470922138830774
1;916;0.09176418628915346;0.09470922138830774
1;917;0.09176418628915346;0.09470922138830774
1;918;0.09176418628915346;0.09470922138830774
1;919;0.09176418628915346;0.09470922138830774
1;920;0.09176418628915346;0.09470922138830774
1;921;0.09176418628915346;0.09470922138830774
1;922;0.09176418628915346;0.09470922138830774
1;923;0.09176418628915346;0.09470922138830774
1;924;0.09176418628915346;0.09470922138830774
1;925;0.09176418628915346;0.09470922138830774
1;926;0.09176418628915346;0.09470922138830774
1;927;0.09176418628915346;0.09470922138830774
1;928;0.09176418628915346;0.09470922138830774
1;929;0.09176418628915346;0.09470922138830774
1;930;0.09176418628915346;0.09470922138830774
1;931;0.09176418628915346;0.09470922138830774
1;932;0.09176418628915346;0.09470922138830774
1;933;0.09176418628915346;0.09470922138830774
1;934;0.09176418628915346;0.09470922138830774
1;935;0.09176418628915346;0.09470922138830774
1;936;0.09176418628915346;0.09470922138830774
1;937;0.09176418628915346;0.09470922138830774
1;938;0.09176418628915346;0.09470922138830774
1;939;0.09176418628915346;0.09470922138830774
1;940;0.09176418628915346;0.09470922138830774
1;941;0.09176418628915346;0.09470922138830774
1;942;0.09176418628915346;0.09470922138830774
1;943;0.09176418628915346;0.09470922138830774
1;944;0.09176418628915346;0.09470922138830774
1;945;0.09176418628915346;0.09470922138830774
1;946;0.09176418628915346;0.09470922138830774
1;947;0.09176418628915346;0.09470922138830774
1;948;0.09176418628915346;0.09470922138830774
1;949;0.09176418628915346;0.09470922138830774
1;950;0.09176418628915346;0.09470922138830774
1;951;0.09176418628915346;0.09470922138830774
1;952;0.09176418628915346;0.09470922138830774
1;953;0.09176418628915346;0.09470922138830774
1;954;0.09176418628915346;0.09470922138830774
1;955;0.09176418628915346;0.09470922138830774
1;956;0.09176418628915346;0.09470922138830774
1;957;0.09176418628915346;0.09470922138830774
1;958;0.09176418628915346;0.09470922138830774
1;959;0.09176418628915346;0.09470922138830774
1;960;0.09176418628915346;0.09470922138830774
1;961;0.09176418628915346;0.09470922138830774
1;962;0.09176418628915346;0.09470922138830774
1;963;0.09176418628915346;0.09470922138830774
1;964;0.09176418628915346;0.09470922138830774
1;965;0.09176418628915346;0.09470922138830774
1;966;0.09176418628915346;0.09470922138830774
1;967;0.09176418628915346;0.09470922138830774
1;968;0.09176418628915346;0.09470922138830774
1;969;0.09176418628915346;0.09470922138830774
1;970;0.09176418628915346;0.09470922138830774
1;971;0.09176418628915346;0.09470922138830774
1;972;0.09176418628915346;0.09470922138830774
1;973;0.09176418628915346;0.09470922138830774
1;974;0.09176418628915346;0.09470922138830774
1;975;0.09176418628915346;0.09470922138830774
1;976;0.09176418628915346;0.09470922138830774
1;977;0.09176418628915346;0.09470922138830774
1;978;0.09176418628915346;0.09470922138830774
1;979;0.09176418628915346;0.09470922138830774
1;980;0.09176418628915346;0.09470922138830774
1;981;0.09176418628915346;0.09470922138830774
1;982;0.09176418628915346;0.09470922138830774
1;983;0.09176418628915346;0.09470922138830774
1;984;0.09176418628915346;0.09470922138830774
1;985;0.09176418628915346;0.09470922138830774
1;986;0.09176418628915346;0.09470922138830774
1;987;0.09176418628915346;0.09470922138830774
1;988;0.09176418628915346;0.09470922138830774
1;989;0.09176418628915346;0.09470922138830774
1;990;0.09176418628915346;0.09470922138830774
1;991;0.09176418628915346;0.09470922138830774
1;992;0.09176418628915346;0.09470922138830774
1;993;0.09176418628915346;0.09470922138830774
1;994;0.09176418628915346;0.09470922138830774
1;995;0.09176418628915346;0.09470922138830774
1;996;0.09176418628915346;0.09470922138830774
1;997;0.09176418628915346;0.09470922138830774
1;998;0.09176418628915346;0.09470922138830774
1;999;0.09176418628915346;0.09470922138830774
