scen_number;iteration;primal_residual;dual_residual
1;140;6.337783736314543;4.780491804449281
1;141;6.272081506042074;4.642216465115249
1;142;6.202916305233727;4.536468170888228
1;143;6.130556878366982;4.464282653955714
1;144;6.0551559970943245;4.41568385380777
1;145;5.977300061846367;4.38697937689926
1;146;5.898547085184282;4.367007405662269
1;147;5.81957241576672;4.346925945703885
1;148;5.740489821845941;4.3273746144127525
1;149;5.659814673164228;4.309063837214972
1;150;5.5777920716688145;4.297258731812686
1;151;5.4957580883385635;4.284468660906747
1;152;5.413345817897319;4.269709464556376
1;153;5.331200767127196;4.250679070674791
1;154;5.247545821482194;4.233341838310733
1;155;5.162378602565684;4.219385046956999
1;156;5.076701969491703;4.207288293167908
1;157;4.992088955403617;4.189503242142386
1;158;4.909969327074592;4.160398265714685
1;159;4.831591911693889;4.116376333935018
1;160;4.757996639041902;4.0554500922878916
1;161;4.689997796504287;3.9768702654187424
1;162;4.626217270078724;3.8851336801689995
1;163;4.56704733821827;3.785256061304161
1;164;4.512776711997776;3.6767161484782434
1;165;4.461645480430465;3.56190586605858
1;166;4.411822411028442;3.4555363727202946
1;167;4.3637812620541325;3.356700654362071
1;168;4.31633191775656;3.2652846576635253
1;169;4.269588532482621;3.1844993411755897
1;170;4.22411728785736;3.109915496116828
1;171;4.180438012098881;3.0376952247650624
1;172;4.139003935163886;2.964872423086763
1;173;4.100189312416276;2.8892936344614086
1;174;4.064280022457927;2.8095136629199113
1;175;4.031470775388726;2.724688398576893
1;176;4.001866210690479;2.6344658072672043
1;177;3.9754865337628558;2.5388836290705807
1;178;3.9522754678116083;2.4382870647199004
1;179;3.932110926743113;2.3332476292063524
1;180;3.914816932679079;2.224505317690402
1;181;3.9001763050131113;2.1129047833625285
1;182;3.8879430210260773;1.999377256532741
1;183;3.8777425531921166;1.8849075962021853
1;184;3.862198490561325;1.9033722814556384
1;185;3.8395413254799706;2.091220071087698
1;186;3.8149512876978324;2.1301340677927456
1;187;3.789147650721052;2.174718204155019
1;188;3.7628142803842306;2.216540765536789
1;189;3.7365806067880776;2.2499106297586584
1;190;3.711002060381462;2.2712719954629863
1;191;3.6865437084956945;2.278663420625161
1;192;3.6635140508249426;2.271570081692006
1;193;3.641050584466487;2.254112553630144
1;194;3.6189642584702693;2.2361796681653203
1;195;3.5976152997779307;2.2152572255743648
1;196;3.5772974486650537;2.1889305468377374
1;197;3.5575540362636286;2.15724063667626
1;198;3.5377470371199133;2.1299828803362337
1;199;3.518218642103321;2.1056115447932653
1;200;3.499278630368633;2.0805866020219965
1;201;3.481194683201195;2.0523120990688244
1;202;3.464187097820641;2.0190327312374916
1;203;3.4484251780877155;1.9796695177297503
1;204;3.4340275167624217;1.93370175531455
1;205;3.4210636029347135;1.8810333345000183
1;206;3.4095576514315122;1.8218935111337562
1;207;3.3994936749912608;1.7567524345812218
1;208;3.3908214516049164;1.686253124707232
1;209;3.382143350124752;1.715029726096054
1;210;3.371946440156052;1.6748641234778319
1;211;3.3560998511057094;1.879335219993436
1;212;3.3385671082604422;1.9400308681638196
1;213;3.3199202316305985;2.005306868317854
1;214;3.300699826694696;2.066008537415115
1;215;3.2796022866277825;2.1249635101978317
1;216;3.256386287306056;2.1974168915438326
1;217;3.2317892687285066;2.272600566827412
1;218;3.2065134331035163;2.340890140904347
1;219;3.181204329532119;2.396205606833825
1;220;3.15643464353041;2.435034028634561
1;221;3.132692875855722;2.455650355229954
1;222;3.1099381539988413;2.458382832396173
1;223;3.0871055753043852;2.454303784994012
1;224;3.0639471338966193;2.4528328359671763
1;225;3.039747897151331;2.4572026981651285
1;226;3.0150722878562557;2.4662962193158164
1;227;2.9904200360967463;2.4736815018443647
1;228;2.96624101795172;2.475198278042648
1;229;2.942960859182613;2.4677250085977387
1;230;2.920850745181202;2.4493398916811255
1;231;2.8990932183845484;2.425880637209295
1;232;2.878036511877471;2.3999235590344394
1;233;2.856876090940809;2.3741071422421367
1;234;2.8341782469024905;2.35807267695629
1;235;2.8098855822282025;2.3607970456065868
1;236;2.7846070764023083;2.3733113287528416
1;237;2.758932929791065;2.3876539491591524
1;238;2.7334120181389165;2.3979835926303728
1;239;2.7085030971185042;2.400308808702741
1;240;2.6835247290086732;2.3978836905669927
1;241;2.6589562442181425;2.3921727314867427
1;242;2.635222223526634;2.3797690979197887
1;243;2.6126830397007628;2.3584969649902985
1;244;2.591628460232501;2.327147408550927
1;245;2.5722752843508925;2.285251482863563
1;246;2.5547681840497165;2.2328943518364657
1;247;2.539183401483736;2.170567175602648
1;248;2.525534775718538;2.099051405180888
1;249;2.5137815510059323;2.0193291519350356
1;250;2.50383735985243;1.9325138954117684
1;251;2.495579859578271;1.8397995511436551
1;252;2.488860345892031;1.7424092188818876
1;253;2.4834741047812234;1.6417484559553628
1;254;2.479234059473503;1.5395194149482996
1;255;2.4759720206583613;1.4368463265892968
1;256;2.4735250779631746;1.3347737530576835
1;257;2.471739966144948;1.234299821082395
1;258;2.4700137127872432;1.168764381536178
1;259;2.466780975114571;1.1679416781798806
1;260;2.461634399149646;1.2659687824477557
1;261;2.4553888659649026;1.3039618732706155
1;262;2.447716023145067;1.3638068363580635
1;263;2.43861389479775;1.4476944593451693
1;264;2.428458078618934;1.5396634612365667
1;265;2.417615039113315;1.627855825933165
1;266;2.4064290881447414;1.7051791980646327
1;267;2.3952125506029653;1.767702767552926
1;268;2.3842385277513043;1.8135420253814039
1;269;2.3737365476115335;1.842083025864869
1;270;2.3638903845387693;1.85353617971818
1;271;2.3548380299797818;1.848641144701319
1;272;2.3466736891108715;1.8284757163781766
1;273;2.339449818378611;1.7943318647190036
1;274;2.333183275878291;1.7476319486474938
1;275;2.3278590529290946;1.6898655651079422
1;276;2.3234362611177204;1.622544513636452
1;277;2.3198536843848;1.5471732371109206
1;278;2.317035283714117;1.4652223344966089
1;279;2.314895361713016;1.378111561557737
1;280;2.3126829633924832;1.2911333404149212
1;281;2.3095347913256243;1.2357927627041636
1;282;2.3055783379124284;1.2130716356247393
1;283;2.3003512725387623;1.2215264400727708
1;284;2.2934424019638464;1.2668130169022551
1;285;2.2849798870671827;1.3439460935684493
1;286;2.2753345148604778;1.433977223981663
1;287;2.2642656073971885;1.5291726288585952
1;288;2.2520910537695693;1.6272411089695114
1;289;2.2392309368996153;1.7179422805725373
1;290;2.226076578095444;1.7952307950107809
1;291;2.2129801072911914;1.8559182133458263
1;292;2.200247049404998;1.8986157309306972
1;293;2.1881317327149885;1.9230714178887078
1;294;2.176835237266526;1.929757979833077
1;295;2.1665057391977034;1.9196146557927878
1;296;2.1572406615217026;1.8938781611591617
1;297;2.1490907667070265;1.853969543217255
1;298;2.142065228024789;1.8014160540440833
1;299;2.136138303273724;1.7377992134575315
1;300;2.131253429671737;1.6646974621839867
1;301;2.1273335706736503;1.583682701912422
1;302;2.124135495713891;1.4966553274465926
1;303;2.1208464385231047;1.4155798569143287
1;304;2.117094972506145;1.3546038587079188
1;305;2.1129581802569395;1.3129143590567736
1;306;2.1085284069401395;1.2860039504504626
1;307;2.1039047489974148;1.2693798192340187
1;308;2.099187054609632;1.258942162619739
1;309;2.094470937531118;1.2512448222552013
1;310;2.0898439647163096;1.2435810394564357
1;311;2.085382849289273;1.2339549932010476
1;312;2.081151847932029;1.2209926549775763
1;313;2.0772017697362997;1.2038334003736564
1;314;2.073569853217749;1.1820253515278556
1;315;2.0702802221534933;1.155429910260544
1;316;2.0673448194797346;1.1241469708878706
1;317;2.064764692653647;1.08845134221483
1;318;2.062531510687853;1.048743416841373
1;319;2.0606292110136857;1.0055102625790164
1;320;2.059023217461619;1.0168002170565238
1;321;2.0576760482664667;1.027732242801689
1;322;2.0565538099656195;1.0376822891199546
1;323;2.055626297952874;0.9886795929497908
1;324;2.0548748089168023;0.9864849528682272
1;325;2.054227230465883;0.9855181307417936
1;326;2.0533766582070667;0.9981733122669219
1;327;2.0517503641238055;1.1360688868232547
1;328;2.0494555525416525;1.2194732554606857
1;329;2.0466230524142013;1.334060781521952
1;330;2.043386994395863;1.4560183549822387
1;331;2.0396072745798026;1.5777004240580506
1;332;2.035290379307845;1.70823364478505
1;333;2.030509019871778;1.8344380441430723
1;334;2.0251294202604897;1.9626016821113306
1;335;2.0193543712997757;2.085936980968677
1;336;2.013374563243665;2.194679758391956
1;337;2.007362793773327;2.283504621637699
1;338;2.0014698864069405;2.349863711829146
1;339;1.9958225437168327;2.392953902535604
1;340;1.990522075390789;2.4130658260902753
1;341;1.9856445495662134;2.4111988244868425
1;342;1.981233852598155;2.3888572406688393
1;343;1.977310333761992;2.348376581504782
1;344;1.9738862897821912;2.2915922049344126
1;345;1.9709571778423765;2.220304302342222
1;346;1.9685044900293514;2.136383517264432
1;347;1.9664986362222325;2.0417158999249287
1;348;1.9649018026625935;1.9381670442315355
1;349;1.9636706386371499;1.8275553902942387
1;350;1.9627586599860254;1.7116270546578696
1;351;1.962118425204346;1.5920478774931675
1;352;1.9617032299463253;1.4703927213003134
1;353;1.9614687290947161;1.3481319353651926
1;354;1.9613736075847779;1.2266481969331409
1;355;1.9613809297387392;1.107225129953825
1;356;1.9614586191433374;0.9910563844558875
1;357;1.961578366521582;0.8792971735227472
1;358;1.961678020686893;0.7585012073435876
1;359;1.9447209779833075;2.348191458274716
1;360;1.9205437114197048;3.300437384515042
1;361;1.8904393602143297;4.1429621671581165
1;362;1.8604480378382129;3.828812016836802
1;363;1.8306690928619203;3.5331761892678517
1;364;1.7972712297399425;4.050267693855878
1;365;1.764552241877342;3.7171512003165477
1;366;1.7326363528893356;3.4070463348232143
1;367;1.699311390339996;3.6858879839194723
1;368;1.6672551581853676;3.3662883742798413
1;369;1.636607091265355;3.0707236457499683
1;370;1.60646864591826;3.18419272696389
1;371;1.5775048977040804;3.2551034539370516
1;372;1.5505701405273091;2.9577433603047765
1;373;1.525728943131573;2.9568570699201446
1;374;1.5033010156061524;2.926938063289917
1;375;1.483489352469979;2.871164068607213
1;376;1.4663861683011832;2.7926672387141753
1;377;1.4519829780166222;2.6945019122405935
1;378;1.4401841569903835;2.579618451755612
1;379;1.4308229912812689;2.4508420675731277
1;380;1.4236790295813935;2.310855823172923
1;381;1.4184955289776364;2.1621874000174626
1;382;1.4149958998786092;2.0071991751827585
1;383;1.4128983043889163;1.848081353116524
1;384;1.4119278560047446;1.6868478969044836
1;385;1.4118261689238716;1.5253351138795093
1;386;1.4123582581797822;1.3652028112454135
1;387;1.413013661966715;1.2117741935580315
1;388;1.4136508070622416;1.0708352002694033
1;389;1.41417135750035;0.9440757997239887
1;390;1.4145083431387986;0.8332223989804061
1;391;1.4146217748185583;0.7399331756537117
1;392;1.4144941635080865;0.6655647065715132
1;393;1.4138179792088401;0.6414828588796113
1;394;1.4127011136449004;0.6870610921564512
1;395;1.3982343808523023;1.263737008022003
1;396;1.3756579359840495;1.7988622866754032
1;397;1.3461888996815305;2.3003369359042756
1;398;1.311049956876013;2.7422401618036147
1;399;1.275991648661343;2.5240862468588445
1;400;1.2370004341801806;2.8379663956054166
1;401;1.1985098158319878;2.5999114881583187
1;402;1.1606657781015552;2.3788018464275043
1;403;1.1236225650037308;2.173766886584566
1;404;1.0854986609020278;2.297318928478496
1;405;1.0486583069015358;2.092960706474841
1;406;1.012214805511346;2.1526676862932255
1;407;0.9775621503280292;1.9562182934366406
1;408;0.9449319402731935;1.7755631753126089
1;409;0.9145041075340481;1.7671754258031633
1;410;0.8867259883233148;1.7425996945911248
1;411;0.861926052148991;1.7036419782850525
1;412;0.8403080078147067;1.6520931134517676
1;413;0.8219502455571972;1.5897050432666855
1;414;0.8068117378588666;1.5181725324660986
1;415;0.7947446246938072;1.4391189963789819
1;416;0.7855126434044302;1.3540856159849575
1;417;0.7788135773055103;1.2645231909090826
1;418;0.774083527943529;1.1721396044076187
1;419;0.7707412518959195;1.0806000144956687
1;420;0.7684923488296321;0.9913032383415673
1;421;0.7670689760045876;0.9050867077216878
1;422;0.7662355285459286;0.822735150361822
1;423;0.7657914331351442;0.7449843698324645
1;424;0.7655715999327267;0.6725246243111845
1;425;0.7654451075393813;0.6060009017853747
1;426;0.7653126559707942;0.5460057344082189
1;427;0.7651032425933518;0.4930582845383111
1;428;0.7647704248074753;0.44756270164485323
1;429;0.7642884450307297;0.40974206518805745
1;430;0.7636484194502436;0.37955535133105206
1;431;0.7625832675641354;0.37937103523248356
1;432;0.761190569410625;0.4047517442901307
1;433;0.7597394316190988;0.4043901754929173
1;434;0.7582645862844032;0.40508018404014184
1;435;0.7567981794366482;0.40571085999817813
1;436;0.7553687496968305;0.4054818628150329
1;437;0.7540006166344922;0.40386248905294053
1;438;0.7527132679642435;0.4005152595066494
1;439;0.7515216664990426;0.39528316008677766
1;440;0.750436094907947;0.38812484681123655
1;441;0.7494625102496406;0.37908827054838107
1;442;0.7486029718075854;0.3682855153175115
1;443;0.7478497550490836;0.38171411900953284
1;444;0.7472011092417429;0.36841292251424895
1;445;0.7466523327430584;0.376791799266535
1;446;0.7461919072879206;0.36104293919629316
1;447;0.7458154160908396;0.364065842649939
1;448;0.7455105240729208;0.3659240765518253
1;449;0.7452659716452764;0.3665233124710077
1;450;0.7450716542547332;0.36580767217055343
1;451;0.7449186488974422;0.363759183508629
1;452;0.7447992003050571;0.36039720436158057
1;453;0.7447066943001202;0.35577813498031424
1;454;0.7446354861247059;0.34999327230081256
1;455;0.7445810000903614;0.3431713213906976
1;456;0.7445394329311621;0.33547447787187934
1;457;0.744507740371651;0.3270987362782872
1;458;0.7444835109429813;0.31827118603747484
1;459;0.7444648676311449;0.3092479024987158
1;460;0.7444503870796215;0.30030902480044236
1;461;0.7444389460792402;0.29174632930922
1;462;0.7444297369651282;0.28385719572955126
1;463;0.7444222107310358;0.27693312602679704
1;464;0.7444159265360514;0.27122972116100025
1;465;0.7444105879928963;0.26695447159783275
1;466;0.7444059896809713;0.26425392499158634
1;467;0.7444019910933477;0.2632052503937495
1;468;0.744398486103682;0.2636899066284158
1;469;0.7443954114309381;0.2656181807733953
1;470;0.7443927174231995;0.2687914781795201
1;471;0.7441494501969352;0.3105960645467767
1;472;0.7347231313732562;6.402918891031593
1;473;0.7249562360309677;6.068914733551408
1;474;0.7148727801892463;5.734851703079154
1;475;0.704497779971561;5.4040750338564
1;476;0.6938576863789626;5.079290235921687
1;477;0.6829797464137191;4.762651687671692
1;478;0.6718926040562669;4.4558402836019075
1;479;0.660624918551781;4.1601363666891125
1;480;0.6492074955562138;3.876474164529699
1;481;0.6376719178316261;3.605498947593355
1;482;0.6260509140544916;3.347612030913194
1;483;0.6143783800048022;3.1030112813378503
1;484;0.6026893917445929;2.8717258652864244
1;485;0.5910202089154941;2.6536468326295495
1;486;0.5794082665843188;2.4485531494344412
1;487;0.5678921499250266;2.2561343268165017
1;488;0.556511545734959;2.0760097784766307
1;489;0.5453071688726662;1.9077453586024276
1;490;0.53432065444555;1.7508674188380937
1;491;0.52359440062649;1.604874758047401
1;492;0.5131714713784492;1.469248738439207
1;493;0.5030948895367224;1.3434610010883672
1;494;0.4934084871629324;1.2269819002576199
1;495;0.4841545506154574;1.1192843130810195
1;496;0.4753754187090551;1.0198496964034482
1;497;0.46711178780623036;0.9281714446125457
1;498;0.45929441157126294;0.9413431668233607
1;499;0.45208465938510334;0.8547416335075037
1;500;0.44554611228993335;0.8484337055037702
1;501;0.43974382263481643;0.8343179891153483
1;502;0.43471061466101135;0.8133240162097602
1;503;0.4304498130365195;0.7863566550926315
1;504;0.42693898992818746;0.7542893113573775
1;505;0.42413446302876545;0.7179582194011866
1;506;0.42197623048939725;0.6781577653509451
1;507;0.42039288813441816;0.6356367240837297
1;508;0.4193064843323604;0.5910953661129431
1;509;0.41863707493397273;0.5451834042014514
1;510;0.41830507996904703;0.4984986160549571
1;511;0.41823600171332165;0.4515862356438271
1;512;0.4183613309165493;0.4049388720952164
1;513;0.41862024923409774;0.35899717362426437
1;514;0.41896041247443355;0.31415082685492834
1;515;0.41933820608583844;0.2707404181795428
1;516;0.4197185844240173;0.22905978494943602
1;517;0.420074596499244;0.18935946164614567
1;518;0.42032106386462426;0.13365381493710485
1;519;0.4204542315545074;0.07797872928990845
1;520;0.42048334879490906;0.027375429757588273
1;521;0.4204250625247947;0.04313035935409957
1;522;0.4202990582487721;0.0957016859229009
1;523;0.42012517125482524;0.14885662578582254
1;524;0.4199219989058299;0.2004064831021729
1;525;0.4197052510955841;0.24959255346273887
1;526;0.4194947038266274;0.2601530069129324
1;527;0.41929493981384897;0.2670650674977255
1;528;0.4191094837309609;0.2706233177601025
1;529;0.4189408474234365;0.27112743593728506
1;530;0.41879060705915333;0.2688782514472377
1;531;0.4186595029531048;0.2641742700668974
1;532;0.4185475541671224;0.25730882441000824
1;533;0.41845418039601295;0.24856752965010112
1;534;0.4183783249271272;0.23822613643701043
1;535;0.418318573805897;0.22654880575309122
1;536;0.4182732670792526;0.21378650678126898
1;537;0.4182405992948236;0.20017587877775259
1;538;0.41821981449531453;0.19186924141928247
1;539;0.41820764384045767;0.18177125224283255
1;540;0.4182014643124954;0.1699997277541225
1;541;0.41819923140721454;0.15668886880309732
1;542;0.4181981612381857;0.1419925480581581
1;543;0.417885620718925;0.30454552257403666
1;544;0.41744606886567964;0.41390760347236666
1;545;0.4169067612730248;0.513192219861597
1;546;0.41629482918009664;0.5994492338706918
1;547;0.4156361919937076;0.6720925671509302
1;548;0.4149547225707765;0.7313190112962452
1;549;0.41427164611562706;0.7776625418687227
1;550;0.4136051517238159;0.8118310382598217
1;551;0.4129701913633672;0.8346319170132251
1;552;0.4123865590346684;0.7597410814064156
1;553;0.41185239073097396;0.7632250871698915
1;554;0.4113747047957912;0.7588197868676083
1;555;0.41095428907848647;0.7473423014702071
1;556;0.4105929699662057;0.7296046491676345
1;557;0.4102893224021052;0.706403895211711
1;558;0.4100407470183701;0.6785128525942689
1;559;0.40984320682163233;0.6466760306782879
1;560;0.4096917895361183;0.6116046794060118
1;561;0.40958102994664125;0.5739726927432698
1;562;0.40950519123972845;0.5344081581798202
1;563;0.4094582668667922;0.49350259369240984
1;564;0.40929405307684547;0.46841640240256915
1;565;0.4090265853449227;0.4716466089415979
1;566;0.4086725187717447;0.4942423452681168
1;567;0.408249839960522;0.5269747289684559
1;568;0.40777686930518253;0.5628066720034748
1;569;0.4072714200970983;0.5971757056121051
1;570;0.4067501074753585;0.6273834412796714
1;571;0.4062278728951861;0.6519548800789217
1;572;0.4056657144828669;0.671821223821154
1;573;0.40500197030117113;0.7004065349511792
1;574;0.4042635454693056;0.7347644958253685
1;575;0.40347676730383747;0.7693278848176046
1;576;0.40266637098502206;0.8004952615391636
1;577;0.40185474016851275;0.8261103343602474
1;578;0.40110182634553665;0.7524327156941107
1;579;0.4003760875924063;0.7622465985874987
1;580;0.39969047836703764;0.7662791063323604
1;581;0.39905495502820715;0.7644954779176415
1;582;0.3984765535191209;0.7570793365025887
1;583;0.3979595859461638;0.7443624266915805
1;584;0.3975059116924139;0.7267765494254542
1;585;0.39711525009598647;0.7048162223221193
1;586;0.396785528532235;0.6790122541759631
1;587;0.3965132429080802;0.6499128041319326
1;588;0.39629381157596677;0.618069319855826
1;589;0.39612190965517685;0.5840260574208913
1;590;0.3959917756170077;0.5483131152614328
1;591;0.3958974684646349;0.5114364379579214
1;592;0.39583311188706827;0.4738799428399385
1;593;0.39579307176095607;0.43610137771552676
1;594;0.392794306633215;0.6012547289893786
1;595;0.38638169487789176;1.0343327251459842
1;596;0.3796914815870982;0.9777848661816847
1;597;0.3727354104765848;0.9219359165350731
1;598;0.36552563495886814;0.8671623221463449
1;599;0.3580747276615038;0.8137736683262515
1;600;0.3503956968265297;0.7620185229293489
1;601;0.3425020038695842;0.7120909412960472
1;602;0.33440758579286584;0.6641368347037643
1;603;0.32405076591646476;0.8329232067789191
1;604;0.3135530189082452;0.7697296910844535
1;605;0.3029334767071253;0.7102653043104314
1;606;0.2922122213487122;0.6544426164495795
1;607;0.28141045578152357;0.6021549856832852
1;608;0.2705504439107386;0.5532796866554865
1;609;0.2596558633584768;0.5076830277005453
1;610;0.24765641588917778;0.5577193304375982
1;611;0.23569585619045258;0.5097559084350833
1;612;0.22380776695427548;0.46532779564803434
1;613;0.21202932128402682;0.4242365629915588
1;614;0.20040207891841774;0.3862867298513056
1;615;0.1885442947702494;0.39772484339513386
1;616;0.17694470412959956;0.3612290447421818
1;617;0.16566864957097022;0.32766819761383786
1;618;0.15470125537124316;0.32662787735209486
1;619;0.14420992865787227;0.29564030710069117
1;620;0.13430094452860022;0.2672455797285427
1;621;0.12523269696310013;0.2587873393913898
1;622;0.11695836087048238;0.23346023531309604
1;623;0.10981890768509389;0.22217497063171712
1;624;0.10368936526520071;0.20002926150201977
1;625;0.09887497427557572;0.18710552999447091
1;626;0.09531497821532865;0.17379918292146132
1;627;0.09289329375233457;0.16028323568588687
1;628;0.09145020824287864;0.1467162864597355
1;629;0.09080060351033493;0.13324627998360322
1;630;0.09075321496423769;0.12000793344313077
1;631;0.09112737713611264;0.1071244470612135
1;632;0.09176418628915346;0.09470922138830774
1;633;0.09176418628915346;0.09470922138830774
1;634;0.09176418628915346;0.09470922138830774
1;635;0.09176418628915346;0.09470922138830774
1;636;0.09176418628915346;0.09470922138830774
1;637;0.09176418628915346;0.09470922138830774
1;638;0.09176418628915346;0.09470922138830774
1;639;0.09176418628915346;0.09470922138830774
1;640;0.09176418628915346;0.09470922138830774
1;641;0.09176418628915346;0.09470922138830774
1;642;0.09176418628915346;0.09470922138830774
1;643;0.09176418628915346;0.09470922138830774
1;644;0.09176418628915346;0.09470922138830774
1;645;0.09176418628915346;0.09470922138830774
1;646;0.09176418628915346;0.09470922138830774
1;647;0.09176418628915346;0.09470922138830774
1;648;0.09176418628915346;0.09470922138830774
1;649;0.09176418628915346;0.09470922138830774
1;650;0.09176418628915346;0.09470922138830774
1;651;0.09176418628915346;0.09470922138830774
1;652;0.09176418628915346;0.09470922138830774
1;653;0.09176418628915346;0.09470922138830774
1;654;0.09176418628915346;0.09470922138830774
1;655;0.09176418628915346;0.09470922138830774
1;656;0.09176418628915346;0.09470922138830774
