1;ref;100;0.3098376916666667;61.76021395227152;128.68917547204654
1;ref;100;0.3107794166666667;61.76021395227152;128.68917547204654
1;ref;100;0.31970177666666666;61.76021395227152;128.68917547204654
1;ref;100;0.305352145;61.76021395227152;128.68917547204654
1;ref;100;0.31036470833333335;61.76021395227152;128.68917547204654
1;ref;10;0.04868530333333333;298.3592945800344;0.012047880251530259
1;ref;10;0.047880200000000005;298.3592945800344;0.012047880251530259
1;ref;10;0.048503555000000004;298.3592945800344;0.012047880251530259
1;ref;10;0.05604297166666667;298.3592945800344;0.012047880251530259
1;ref;10;0.05024338;298.3592945800344;0.012047880251530259
1;ref;10;0.04780672833333333;298.3592945800344;0.012047880251530259
1;ref;10;0.046899623333333335;298.3592945800344;0.012047880251530259
1;ref;10;0.04836258500000001;298.3592945800344;0.012047880251530259
1;ref;10;0.05872034666666667;298.3592945800344;0.012047880251530259
1;ref;100;0.3175885216666667;61.76021395227152;128.68917547204654
1;ref;100;0.32385136666666664;61.76021395227152;128.68917547204654
1;ref;100;0.3284701833333334;61.76021395227152;128.68917547204654
1;ref;100;0.3293010983333334;61.76021395227152;128.68917547204654
1;ref;100;0.31928165000000003;61.76021395227152;128.68917547204654
1;ref;100;0.3120972233333334;61.76021395227152;128.68917547204654
1;ref;100;0.31006697666666666;61.76021395227152;128.68917547204654
1;ref;100;0.3088973033333334;61.76021395227152;128.68917547204654
1;ref;100;0.3297411166666667;61.76021395227152;128.68917547204654
1;ref;100;0.3133459766666667;61.76021395227152;128.68917547204654
1;ref;100;0.3298697466666667;61.76021395227152;128.68917547204654
1;ref;100;0.3347588616666667;61.76021395227152;128.68917547204654
1;ref;100;0.39481167666666667;61.76021395227152;128.68917547204654
1;ref;100;0.31530722000000005;61.76021395227152;128.68917547204654
1;ref;100;0.34453890500000006;61.76021395227152;128.68917547204654
