agent;weigthed_obj
TypeB;-168.1649506677635
TypeC;51.60469025032836
WindOffshore;-1001.1967920258176
GasTurbine;-2404.143539096054
TypeA;-537.3805401279556
Baseload;-3488.5156328164157
Peak;-0.0026464823895366862
WindOnshore;-558.1228461860592
TypeD;51.60372530537637
SolarPanels;-338.06629526260076
