Timestep;Price;G_WindOffshore;G_GasTurbine;G_Baseload;G_Peak;G_WindOnshore;G_SolarPanels;G_TypeC;G_TypeA;G_TypeD;G_TypeB;Demand;Total_PV
1.0;0.03996398856028766;4.07821928513087;0.7411795734114409;4.999999728161306;0.0;2.8142917840761092;0.0;-0.08543931625264556;-0.22792155121773444;-0.08543442743219264;-0.2279141814417181;-12.007;0.0
2.0;0.03998166484541777;3.9257936297264076;0.3099044187994049;4.999999728287903;0.0;2.871784587151553;0.0;-0.08213733665888522;-0.21711421695216004;-0.08213389788869335;-0.2171076600787076;-11.509;0.0
3.0;0.009989459548855328;4.082821581493682;0.0;4.939094891068986;0.0;2.7411661573593373;0.0;-0.081510709255276;-0.20753945457460024;-0.08150009306540679;-0.20754115139001897;-11.185;0.0
4.0;0.009997789446322757;4.07821847414205;0.0;4.654755515701136;0.0;2.8219673280324136;0.0;-0.08252426355903314;-0.19795212068667695;-0.08251375025238387;-0.19795538170806865;-10.994;0.0
5.0;0.04000218206655951;4.073615259217765;0.1495865847475623;4.999999728447516;0.0;2.409608771301874;0.0;-0.08727620290328572;-0.19113277202940696;-0.08727435520181898;-0.19112889970898056;-11.076;0.0
6.0;0.03996922943292706;4.041361276986119;0.5769083851299803;4.999999728199698;0.0;2.6366575268490604;0.0;-0.09977228791626103;-0.1917025914297711;-0.0997696103035599;-0.19169840670017582;-11.672;0.0
7.0;0.03996616146298832;3.8886856627120205;2.255568476133374;4.9999997281926145;0.0;2.764296619773455;0.0;-0.12195774499849081;-0.20583162114358122;-0.12195373645609416;-0.20582625056324075;-13.253;0.0
8.0;0.1999119584665436;3.7536385764321714;4.999999783093291;4.999999973413312;0.06319821882517353;2.4843870547381703;0.0;-0.1396478997232915;-0.22547994026958032;-0.13965039172028107;-0.2254817190841356;-15.571;0.0
9.0;0.20001015351812645;3.88404288216635;4.999999783185535;4.999999973420794;1.363763222844274;2.468677687946915;0.006288123336722011;-0.14769277198035657;-0.23168129976013718;-0.14769557227453858;-0.23168332169897177;-16.964;1.6883102129464367e-6
10.0;0.19991133617642923;3.16106862799102;4.999999783034637;4.999999973408576;2.5565600482856135;2.214815236619873;0.14770242516175447;-0.14038835716806078;-0.22466633166543507;-0.14041036627372747;-0.22468757309804543;-17.35;4.027355926284606e-5
11.0;0.1999865714497278;4.092025975887415;4.999999783149547;4.9999999734178795;1.4936399706830896;1.9802360275505835;0.5009473674357322;-0.12982274630435578;-0.21552323963422024;-0.12989552497036175;-0.21559505910172866;-17.376;0.0001404941935087457
12.0;0.2001362272900992;3.902608547309271;4.999999783383501;4.999999973436829;0.4459192052584455;2.6016592149915145;0.8515278524485435;-0.12145382269519975;-0.20675215780921752;-0.12158168541860137;-0.20687903850521588;-17.145;0.00024961335109288364
13.0;0.03997889790999535;3.962839804615715;4.70504642803789;4.9999997283341004;0.0;2.6754489466607008;1.0510701569147327;-0.12346645214437446;-0.20208674631297155;-0.12362409375434502;-0.20224371190708518;-16.743;0.0003268410955429054
14.0;0.03997849292078689;4.069010314707442;4.53337857228123;4.999999728332399;0.0;2.550958052882324;1.2330506735748759;-0.12568892145908797;-0.2038190220124794;-0.12588783280670865;-0.20401750356472884;-16.727;0.00040968915388609243
15.0;0.03997792645184111;4.073615259169968;4.367961358463527;4.999999728319129;0.0;2.679322613747108;1.2671849263884771;-0.13204077977409623;-0.2092912465978517;-0.13225893088611626;-0.20950872441940768;-16.705;0.0004475501019817361
16.0;0.039976379521017125;4.073615259156534;4.831728744761477;4.999999728282957;0.0;2.7681480328686496;0.9223873194484092;-0.14468119255000958;-0.220601924031205;-0.1448456213719956;-0.22076529594738614;-16.865;0.00034007617728472946
17.0;0.20008012343263964;4.045971870211949;4.999999783307191;4.999999973430644;0.7885128308435738;2.7681482944951954;0.4372613568827973;-0.15574847582749465;-0.2356002607371637;-0.15583283500737585;-0.23568385909244682;-17.257;0.00016372472808358617
18.0;0.19995256134715236;4.027524354443563;4.999999783082363;4.999999973412442;2.483508112201005;2.37800130533176;0.14155534034617046;-0.18363379272148633;-0.2626269059394637;-0.18366178691234794;-0.2626542072123067;-18.138;5.2190221263720684e-5
19.0;0.19999010626249075;4.018295006145111;4.999999783146874;4.999999973417665;1.946069554975731;2.492235167308108;0.0;-0.1965268870222894;-0.26926242532477146;-0.1965287655686596;-0.26926360543134004;-17.525;0.0
20.0;0.20000585731768006;4.022910147369925;4.9999997831763965;4.999999973420054;1.739158357713078;2.0535368979763065;0.0;-0.20281521297554703;-0.27397578249672017;-0.2028177554977002;-0.27397750964747714;-16.862;0.0
21.0;0.2000467678301158;4.018295006150832;4.999999783257468;4.9999999734266165;1.1454605344492355;1.6945497566624663;0.0;-0.1963276741792253;-0.27181238348072684;-0.19633080584889265;-0.2718147101944158;-15.922;0.0
22.0;0.039977873325543097;4.0736152591502846;4.432695733077008;4.999999728266101;0.0;2.3898626001704733;0.0;-0.19044123956732978;-0.26915640622428644;-0.19043756703891845;-0.2691505708773978;-14.977;0.0
23.0;0.03997303115401587;4.0505813197138405;3.192904834628764;4.9999997282166735;0.0;2.3502834204213205;0.0;-0.16310075608909808;-0.25479379113331896;-0.1630989554022466;-0.25478983717939285;-13.758;0.0
24.0;0.03996865887637292;3.9905843485810917;2.5590351749989355;4.999999728186539;0.0;1.8982238946483903;0.0;-0.13591037251092747;-0.23952124284435736;-0.13591019297019802;-0.23951844379514697;-12.697;0.0
25.0;0.03996671893156206;3.1417971745305255;2.4804474494205886;4.999999735845527;0.0;0.5331685414453138;0.0;-0.07568142590501833;-0.200042801867348;-0.07567529297259003;-0.20003569617150632;-10.604;0.0
26.0;0.03996977360188973;2.6973586021041958;2.8122531981100347;4.999999735871141;0.0;0.3520374772122224;0.0;-0.07452930272109352;-0.19131213363904587;-0.07452350836621334;-0.19130531305769782;-10.33;0.0
27.0;0.039970587563071404;2.4879097760874473;2.903013867565191;4.99999973587684;0.0;0.3409235825620649;0.0;-0.0758965804821777;-0.18354264043923785;-0.07589180703004529;-0.18353699807849927;-10.213;0.0
28.0;0.03997260208347728;2.2599795741979416;3.142000439651906;4.999999735890146;0.0;0.346488390580899;0.0;-0.08064444539650165;-0.17660464814655813;-0.08063994105010104;-0.17659932644440765;-10.234;0.0
29.0;0.03997766472095896;1.9232740700844213;3.818501234293979;4.999999735924842;0.0;0.5073067223143043;0.0;-0.09158519674266725;-0.17596986950062446;-0.09158030360335391;-0.17596421529694703;-10.714;0.0
30.0;0.20008586447000337;1.5812016761427192;4.999999790151139;4.9999999741222;0.7336543844252964;0.27856117927476004;0.0;-0.10458249119651905;-0.18460263925133075;-0.10458388212865981;-0.18460400973392627;-12.015;0.0
31.0;0.1998431325176286;0.4816429537116539;4.999999789826412;4.999999974095679;3.618097238154575;0.22564815659631943;0.0034885447306729368;-0.12275593266417593;-0.19819992433666048;-0.12275683744366321;-0.19820076191173372;-13.687;9.297911002349149e-7
32.0;0.1998221787131527;0.43423971788074944;4.999999789797471;4.999999974093315;4.57273027865775;0.1829377387472493;0.16438279530621894;-0.12794262612892346;-0.20070208534540557;-0.12796496632402513;-0.20072405173908897;-14.697;4.4135409989954364e-5
33.0;0.19981485852379938;0.2102149055817886;4.999999789795296;4.999999974093137;4.526889759418639;0.21360301321882147;0.5740935110617252;-0.12049104130248987;-0.19285626701606393;-0.1205694945306594;-0.1929342606664204;-14.898;0.00015653628021504933
34.0;0.19984344807393842;0.5806125307690357;4.999999789837595;4.999999974096588;3.215360963427984;0.2843257578863293;1.0791603955407538;-0.10884638864420523;-0.18075363619255888;-0.10899784438083893;-0.18090454737836065;-14.58;0.00030265807907275196
35.0;0.199873544370972;0.7018752337296432;4.999999789877307;4.999999974099831;2.54043035919792;0.3184999441827205;1.537917995851047;-0.10290516859160746;-0.17524765042577184;-0.10313066657167039;-0.17547256169266334;-14.542;0.00045081891600011475
36.0;0.19996337544525203;0.975896326833084;4.999999789988095;4.99999997410888;1.5062423193544088;0.5536992993902923;1.8808825460491672;-0.10009827723817749;-0.17146850216161372;-0.100390782393117;-0.17176039971006699;-14.373;0.0005848797764905001
37.0;0.1999013964834245;0.5216250404445414;4.999999789910783;4.999999974102565;2.147947832257853;0.2494086055146825;2.089973153724429;-0.10256504969249601;-0.17407590943404716;-0.10291230229315791;-0.17442254322168751;-14.455;0.0006944072183943126
38.0;0.19993692626115703;0.39981724123542245;4.9999997899526365;4.999999974105984;1.8002294946762525;0.563914155132019;2.1864662585773735;-0.10730656247552872;-0.1780242739992663;-0.10769271987164518;-0.17840980842441012;-14.379;0.000772225999303309
39.0;0.19994065717974432;0.40674231242681586;4.999999789954445;4.9999999741061325;1.8330879729096963;0.49167803226515916;2.1798031891048484;-0.1158516693375237;-0.1849041124221058;-0.11625355243754269;-0.18530537597449243;-14.309;0.000803674415417201
40.0;0.1999103799341807;0.32930609054198773;4.999999789907643;4.9999999741023124;2.3785431066772027;0.4707018111767296;1.9786521083740891;-0.1305734548307937;-0.19766289106896448;-0.13094394253699898;-0.19803268864238688;-14.5;0.0007408710347632515
41.0;0.19988959747991594;0.21021490558354572;4.999999789868528;4.999999974099121;3.13914594197818;0.6544698420405425;1.586891309791372;-0.1501793425162274;-0.21489460471624242;-0.15047192738966408;-0.2151865589353238;-14.86;0.0005850729797184313
42.0;0.19992366841410292;0.21021490558459865;4.9999997899123345;4.999999974102699;2.6428254772450046;1.2376288316603956;1.1839194423573527;-0.16244492692302323;-0.22263961638853833;-0.16265406042517747;-0.22284818290944453;-14.504;0.00041814200079693433
43.0;0.19990713390473336;0.3076464970754627;4.999999789884203;4.999999974100403;3.164983356034307;0.6195341157050224;0.8250426264548217;-0.16969313942987269;-0.22927333811058986;-0.16983027774002904;-0.22941002182677836;-14.119;0.0002741257976165245
44.0;0.1998946465986237;0.3436063050202295;4.999999789863842;4.999999974098741;3.6176518205988035;0.37408311981588155;0.4761532191461929;-0.17243057759024827;-0.23874368850623914;-0.17250470096403964;-0.23881756549348251;-13.989;0.00014806474344978776
45.0;0.19989638477078922;0.587099846968802;4.9999997898704835;4.999999974099283;3.3890296051302347;0.3409236737532152;0.18371974951531142;-0.1645833754217654;-0.2432776142599016;-0.16461039481960058;-0.2433048512774257;-13.685;5.3854848789974175e-5
46.0;0.19992221817209954;0.5806125307714757;4.999999789918363;4.999999974103189;2.418623692979176;0.454861050734861;0.022581452399413088;-0.14269952514820808;-0.2331365865191458;-0.14270339482314962;-0.23314129639855533;-12.725;6.3331279617789955e-6
47.0;0.20001192499961482;0.7703797109369493;4.999999790050471;4.999999974113976;1.242414363397793;0.5639141551362812;0.0;-0.12040883655337714;-0.221931638367054;-0.12041324620746552;-0.22193465650226699;-11.892;0.0
48.0;0.039977389912694526;0.940229565064729;4.83140170711166;4.999999735910615;0.0;0.8151116010443331;0.0;-0.07835142676374893;-0.20902889717123016;-0.07835407833868546;-0.2090271876263725;-11.012;0.0
49.0;0.039967203274453945;3.352670320460465;0.5248232920825276;4.99999972363835;0.0;1.3258592695219942;0.0;-0.0692214464230921;-0.1829703052319186;-0.0692165120397684;-0.1829634886743504;-9.699;0.0
50.0;0.009995522545607465;3.4097702188594017;0.0;4.896173187488439;0.0;1.6482431584485981;0.0;-0.06897647207341222;-0.17562711481915713;-0.06896461971151563;-0.1756248036012729;-9.465;0.0
51.0;0.009997531341577581;3.2714814902447924;0.0;4.832645941419766;0.0;1.6903479216798765;0.0;-0.06995141050670751;-0.16779465767103977;-0.06993981642448954;-0.16779429534182985;-9.319;0.0
52.0;0.0400066901026845;3.016016258926211;0.11542053393835328;4.999999723910467;0.0;1.5762251234328584;0.0;-0.07283181483569846;-0.1595012538610436;-0.07283048341785583;-0.15949811901413288;-9.243;0.0
53.0;0.04002109880876484;3.0063028386641926;0.0580406175289408;4.999999724036192;0.0;1.512193409095541;0.0;-0.07796406280457609;-0.14980345438438655;-0.07796264632084988;-0.14980069847288555;-9.121;0.0
54.0;0.04002414481366674;2.9088597581348785;0.03918962483642407;4.999999724076296;0.0;1.6144237353450186;0.0076013851633439265;-0.08391120088949768;-0.14162382885818636;-0.08391074621987199;-0.14162232713374875;-9.119;2.0197761901423472e-6
55.0;0.039961134812088225;2.442628830217826;0.9966121142341586;4.999999723596273;0.0;1.3214728530765285;0.1733547153412393;-0.08982758670477556;-0.13869662804877342;-0.08984929594236965;-0.1387173517163459;-9.477;4.620363745932411e-5
56.0;0.039963268636640424;2.141920485559455;1.9417100635505187;4.99999972363304;0.0;0.7428585305374085;0.5456525370026675;-0.09119254127966117;-0.13681829328965225;-0.09126459101874179;-0.13688930087682916;-9.916;0.00014650316883166504
57.0;0.03996394166844293;1.9861726133451878;2.062403342623859;4.999999723639925;0.0;0.7233845484229198;1.0737684921065334;-0.08879060892537334;-0.1359405636933196;-0.08893620261759631;-0.1360848742539402;-10.396;0.0002927811064384187
58.0;0.03996268873239799;1.5975109661860547;1.9296559152163073;4.999999723630259;0.0;0.6939981653157754;1.8033962900788811;-0.08345064792988026;-0.13259005126324566;-0.08370367312759064;-0.13284120604640795;-10.592;0.000505775124269209
59.0;0.03996829572728821;1.844135378361699;0.4966928614832803;4.999999723634895;0.0;1.0622327481525262;2.5315714655545825;-0.07850127273872287;-0.1279535740129391;-0.0788732256531512;-0.12832331230773275;-10.521;0.0007420944109604854
60.0;0.009995859971866545;2.0902333099884376;0.0;4.291902457424072;0.0;1.3126911589829806;3.1505280809765055;-0.07736018552163366;-0.12583091682846828;-0.07784036979739846;-0.1263260175693499;-10.438;0.0009796893722004531
61.0;0.009999506224903152;2.0902333101239767;0.0;3.506065818719526;0.0;1.4173985259243707;3.590511642620549;-0.07695291860280913;-0.12405744870910293;-0.07753992331576548;-0.12465958136277484;-10.201;0.0011929712056698073
62.0;0.010000228370621598;2.1882505587105534;0.0;3.1584452785781227;0.0;1.434715012513053;3.813809831825151;-0.08072306004150914;-0.1272155393279444;-0.08138819959738275;-0.12789450948226477;-10.178;0.0013469788355859695
63.0;0.009999893119669834;2.8844088938423034;0.0;2.826990384983865;0.0;1.3170827252360224;3.818122517644494;-0.08947546601723108;-0.13562528281927327;-0.09017185687431588;-0.13633378287244124;-10.395;0.0014077087746066047
64.0;0.009999045771158637;3.2379479570721967;0.0;3.202748941255035;0.0;1.2862868510719252;3.6205685604389837;-0.10384946676211437;-0.14925255744062058;-0.10452062288552405;-0.14993357655975284;-10.84;0.001355657720577609
65.0;0.009995120493955682;3.21875842123051;0.0;4.745775923874065;0.0;1.0531047164840237;3.207983225407237;-0.12519944088304316;-0.17002648805811116;-0.1257847163133845;-0.17061910116487772;-11.634;0.0011827557283143394
66.0;0.039969061130463626;3.2810520137901555;0.8510118639134469;4.9999997235789735;0.0;0.9517461605117691;2.574627326812141;-0.14182674814814583;-0.18594520988175514;-0.1422820073425043;-0.18639749787017118;-12.002;0.000909318510054777
67.0;0.03996697437495563;3.3669614588668946;1.5905438445590676;4.999999723577772;0.0;0.9424394394209893;1.8495648383868735;-0.15288743775438493;-0.19756905875389086;-0.15319428162277043;-0.1978737643266777;-12.048;0.0006145300171538898
68.0;0.039969996392275636;3.424019640832761;2.553751894789353;4.999999723619079;0.0;0.7282616249774299;1.190278847644374;-0.15832766158510964;-0.20965264020250046;-0.15851198030793742;-0.20983481683211183;-12.16;0.00037012947190278255
69.0;0.03997119219783657;3.5281944289568;2.8670312191439864;4.999999723636793;0.0;0.8626531526032798;0.6397200836254717;-0.15442340018265963;-0.21829176954275825;-0.15451643567785475;-0.2183826748605116;-12.152;0.00018752491662653328
70.0;0.039971270513571605;3.5092943639910694;2.98009073909064;4.999999723644412;0.0;1.0531056320047076;0.22990212442755886;-0.14271140445602973;-0.22296202873646642;-0.1427440978514605;-0.22299196028733262;-12.041;6.447767409074599e-5
