VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
883.272386596546,2120.7149282846412,3335.319602951088,0.005573287899482801,513.1033535333429,322.4200119577156
