agent,1,2,3,4,5,6,7,8,9
Baseload,43540.8657197426,43249.9642717673,43734.67627804982,43663.68125224026,43347.91088965832,43797.15879776153,42672.710724371704,42313.66259501508,43029.71808859415
GasTurbine,33256.79930266763,31029.018225815606,35476.294438839,31854.34628477112,28922.04569026664,34724.32559714228,29700.639014851156,26591.079034051752,32669.94083037426
Peak,9882.900984152233,7842.138297084346,12249.915972666638,7932.547330508723,6547.997646704085,9657.749354786429,4066.5509058496627,2997.5667736725372,5432.816835810189
SolarPanels,5994.828617496551,6919.7459782118,5042.909425093553,6039.708628452185,6997.635591760374,5053.934544987488,5257.532030865308,6267.46737059632,4214.101227383333
WindOffshore,18205.1030988556,19947.379728174907,16304.01654637959,15061.393577100012,16887.97420368544,13134.785920907596,15886.860067866683,17616.545819176485,14051.014885619232
WindOnshore,9881.391318519894,11785.595560010937,7945.826645881992,8434.517128319683,10288.448934487378,6603.288926374906,9828.79826347667,11637.807092251012,8007.258709212907
