agent,1,2,3,4,5,6,7,8,9
Baseload,43540.43395721271,43249.03519469031,43734.43632943001,43663.11691208827,43347.12910743344,43797.052121505716,42673.17590421123,42312.527282068324,43030.000030288254
GasTurbine,33251.70993495491,31023.372507564956,35471.727670051216,31847.64140502237,28917.477291593736,34719.36681438591,29702.405214738734,26584.926241181944,32670.84091492229
Peak,9881.189994667238,7840.478072354741,12248.206132109277,7931.13788906098,6547.08632583759,9656.363902458685,4066.1930074807406,2996.359543371412,5432.523592201608
SolarPanels,5994.831360119514,6919.749689480221,5042.911527258966,6039.709443352379,6997.636533123121,5053.935080885556,5257.532676651404,6267.469529626083,4214.101956958797
WindOffshore,18205.10512249225,19947.383281384824,16304.017794978063,15061.392121456756,16887.972009176934,13134.78557662901,15886.861495645284,17616.542912313358,14051.01628049793
WindOnshore,9881.394393991724,11785.600647756499,7945.828581135824,8434.517585450314,10288.451789607308,6603.2893723464385,9828.799925762987,11637.808216903875,8007.260233263317
