agent,1,2,3,4,5,6,7,8,9
Baseload,43541.039655697954,43250.32656678153,43734.76853741776,43663.92443199248,43349.088388317265,43797.21549685922,42673.939938477495,42315.19365772875,43030.57597120142
GasTurbine,33257.73869824967,31030.021468649447,35477.17191055611,31855.654601316113,28925.797361899407,34725.391033373984,29704.375481961168,26595.000664996056,32671.825305995106
Peak,9882.71831027838,7841.850767862688,12249.856575863274,7932.247167623922,6548.081502902207,9657.640318280952,4066.4189167295413,2997.223506638394,5432.727881328314
SolarPanels,5994.831143249924,6919.749398738375,5042.911366464503,6039.70901232102,6997.6361201611635,5053.9347936403265,5257.532409615461,6267.469123467363,4214.101571929681
WindOffshore,18205.106129291984,19947.38471836965,16304.018530500665,15061.393450480478,16887.974159109268,13134.786364018217,15886.859979890716,17616.545713035797,14051.014800666047
WindOnshore,9881.393323830209,11785.59894943642,7945.827829884071,8434.516085662706,10288.449255498399,6603.288307091263,9828.79679629239,11637.805345562305,8007.25738739525
