Consumer;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
TypeC;-0.0034190726746531606;-0.0032867180040807168;-0.0032284941337183282;-0.00326801072287513;-0.0034920500040890043;-0.0039924325794083336;-0.004880616761204518;-0.02792283798998225;-0.029544840212988307
TypeA;-0.00912081222250014;-0.008687641589956616;-0.00828741102512681;-0.00790306157169059;-0.007647292701238001;-0.007670977403920638;-0.008237122978624398;-0.045085484937265434;-0.0463469178736133
TypeD;-0.00341847515993583;-0.0032861406859778226;-0.003227940831270791;-0.0032674659879576937;-0.0034915194125485815;-0.003991915048763687;-0.004880098324465794;-0.02792302607262629;-0.029544881227543028
TypeB;-0.009118418380738173;-0.008685262181221225;-0.008285085546247488;-0.00790075375926101;-0.007645396509882713;-0.007668660409732943;-0.008234779962633793;-0.04508323643456689;-0.04634456563946062
