CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
1035.9586067655862,2388.621823187173,3606.9750308611096,-0.01540484667011583,576.0118909729957,368.96016860784255
