VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
1274.3914389427637,3144.547997162896,4370.627455779361,-0.004091213735674698,694.3747206048241,438.781964919648
