iteration;primal_EOM;dual_EOM;rho_EOM
1;551.0468202813616;0.0;0.011000000000000001
2;447.00540229449524;0.6195689297532342;0.012100000000000001
3;401.9783890539369;0.4191457747466833;0.013310000000000002
4;371.4317901182099;0.3595293956549719;0.014641000000000003
5;345.39355690567754;0.3529808744843105;0.016105100000000004
6;320.4928548195057;0.3838929415834747;0.017715610000000007
7;296.3609001365457;0.42099554337114004;0.019487171000000008
8;275.41823050738077;0.4260496674286544;0.021435888100000012
9;259.1219435478606;0.40267850844629216;0.023579476910000015
10;247.28819734716757;0.3755399187899505;0.025937424601000018
11;238.73771897157604;0.3515080562019058;0.02853116706110002
12;232.22860333064017;0.3284235114149322;0.031384283767210024
13;226.559143542355;0.31633541510136637;0.03452271214393103
14;220.66410426220742;0.3243342677211612;0.03797498335832414
15;213.84665260320384;0.3607913756678537;0.04177248169415655
16;205.79492662338814;0.42262892990774775;0.04594972986357221
17;196.37438017133698;0.5069210720833631;0.050544702849929436
18;185.57150248427234;0.6085864847456481;0.05559917313492239
19;173.87579667860732;0.6989795974807002;0.06115909044841463
20;161.6177416581266;0.7835191422141846;0.0672749994932561
21;149.47732183146118;0.8441707351860065;0.07400249944258172
22;138.19768528609467;0.8754592957700915;0.0814027493868399
23;127.84278789144065;0.9044869067777969;0.0895430243255239
24;118.5531402153147;0.9301009153633472;0.09849732675807629
25;110.27204359941088;0.9596134744857896;0.10834705943388392
26;103.03822895338217;0.9809390471797274;0.11918176537727232
27;96.80819810173357;1.001076894905199;0.13109994191499957
28;91.67631625635008;0.9824177553299106;0.14420993610649954
29;87.54946418079925;0.9625962157878689;0.1586309297171495
30;84.20607237454982;0.9491771231681104;0.17449402268886446
31;81.50603320797474;0.9450326908335219;0.19194342495775094
32;79.27737658692958;0.9429446069706301;0.21113776745352605
33;77.3281666999173;0.9478245937441367;0.23225154419887867
34;75.45643801820172;0.9618843858374367;0.25547669861876654
35;73.46155754518327;1.0048537327028457;0.2810243684806432
36;71.22878110996609;1.0960986966192334;0.30912680532870757
37;68.6534991387784;1.2214847164947982;0.34003948586157834
38;65.62597296575285;1.39877587997603;0.3740434344477362
39;62.10278132123021;1.6269317375490697;0.41144777789250986
40;58.40432064586729;1.78890788844311;0.4525925556817609
41;54.60020772944194;1.9387807639241725;0.497851811249937
42;50.76017401166449;2.088018152231644;0.5476369923749307
43;46.89756465609571;2.236980397625355;0.6024006916124238
44;43.06619911966228;2.3875290736713124;0.6626407607736663
45;39.35529771619047;2.5200143427720567;0.728904836851033
46;35.794154512470826;2.648267934126125;0.8017953205361363
47;32.39966404268226;2.7772694277621266;0.8819748525897501
48;29.191050281007794;2.9008564322898414;0.9701723378487251
49;26.177067161011447;3.013963333629726;1.0671895716335977
50;23.36247260247551;3.114260730877599;1.1739085287969575
51;20.75979848736648;3.1999124391652947;1.2912993816766534
52;18.36648555875121;3.267301260578147;1.4204293198443187
53;16.186012887382976;3.3136459919795707;1.5624722518287508
54;14.234625744881615;3.34027254686824;1.718719477011626
55;12.483244386576947;3.3446476832147525;1.8905914247127888
56;10.92828422060772;3.3298559479250502;2.0796505671840677
57;9.560852133609949;3.297760272208041;2.2876156239024747
58;8.364617790834469;3.250557493945426;2.5163771862927224
59;7.323649671560612;3.191070582234393;2.768014904921995
60;6.42357845500321;3.1213441039242147;3.0448163954141947
61;5.652211289261704;3.0458210207185434;3.0448163954141947
62;5.020435629431757;2.883439766564825;3.0448163954141947
63;4.496153537596399;2.692184051103202;3.0448163954141947
64;4.079588273556523;2.505573727894447;3.0448163954141947
65;3.76651908109503;2.324669490605847;3.0448163954141947
66;3.5588958328100846;2.151144642557241;3.0448163954141947
67;3.4331484582801215;1.9858009590854657;3.0448163954141947
68;3.387845688262491;1.8296720817552385;3.0448163954141947
69;3.3864869277713088;1.6836119893751833;3.3492980349556145
70;3.3782293349925006;1.5527964153645692;3.6842278384511764
71;3.3519106444472904;1.4429967699800361;4.052650622296294
72;3.3025357706338663;1.3700736687996005;4.457915684525924
73;3.235068363265741;1.3870575272465684;4.903707252978516
74;3.1364993885926284;1.3568406726624442;5.394077978276369
75;3.003828309118692;1.3887997617334293;5.933485776104006
76;2.863554373211196;1.4456091644522002;5.933485776104006
77;2.74687353254806;1.4580814751700213;5.933485776104006
78;2.630838150602291;1.4438238396658114;5.933485776104006
79;2.5250776523240197;1.4132862795449876;5.933485776104006
80;2.4335834598325685;1.3698212602642184;5.933485776104006
81;2.348452636996998;1.3069663276239745;5.933485776104006
82;2.2725240380366216;1.2304195497279058;5.933485776104006
83;2.207038173539376;1.1433677259231805;5.933485776104006
84;2.1446471326053347;1.0552162106771408;6.526834353714407
85;2.059900908988702;0.9993984856153486;7.179517789085849
86;1.9637841593015029;0.9752336492679154;7.897469567994435
87;1.854070776200643;0.9733329170497976;7.897469567994435
88;1.7600418720021929;0.9190384664953497;7.897469567994435
89;1.6663759157651914;0.8849609621049479;7.897469567994435
90;1.5727220120879613;0.870071568793799;7.897469567994435
91;1.4797955241638663;0.8570290286143598;7.897469567994435
92;1.3838597717351846;0.8531045522771779;7.897469567994435
93;1.288976543346772;0.8506711907079146;7.897469567994435
94;1.2146647153275052;0.8798318307154337;7.897469567994435
95;1.141104592729829;0.8927718341987937;7.897469567994435
96;1.085295924223473;0.9532191047049673;7.897469567994435
97;1.0284784429958103;0.8957337359616883;7.897469567994435
