CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
919.9763162705485,1901.645527128995,3096.797443607337,-0.003456327231452749,514.5811383361169,317.9819478507001
