VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
955.7999527951523,2123.962972206253,3338.247044180787,-0.0004587359296810676,555.7139619060474,331.07535019421636
