agent;weigthed_obj
TypeB;-1279.6789461969988
TypeC;-55.88327520780639
WindOffshore;-1081.7811919245214
GasTurbine;-2353.7596622751153
TypeA;-1279.752680560859
Baseload;-3571.395702615351
Peak;-0.023866732795795542
WindOnshore;-606.3972359748132
TypeD;-55.7956872888135
SolarPanels;-372.95566763320494
