Consumer;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
TypeC;2.2771857016934405e-5;1.670202254544506e-5;2.923779345920252e-5;0.0002380135041235576;1.7823721158549688e-5;2.8416706317813123e-5;1.1928476578049185e-5;1.0041704452845579e-5;1.3762787402171739e-5
TypeA;2.4016215841804467e-5;1.773293416240662e-5;3.095134904418373e-5;0.00024780854765005245;1.9013305271542436e-5;3.0280559089490566e-5;1.2709587450920878e-5;1.0711665017648642e-5;1.466939700867087e-5
TypeB;2.309856066062821e-5;1.6965017543668637e-5;2.9685455537276084e-5;0.00024072696167820595;1.8137193833922538e-5;2.8904386383032943e-5;1.2128293811031199e-5;1.021368935028022e-5;1.3993918308585762e-5
