Consumer;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
TypeC;0.019013071429417147;0.018111537742420462;0.01727995050676636;0.016482101985833296;0.015944327203337647;0.015991850576170696;0.017170601624921632;0.019013660801835038;0.01953670087535281
TypeA;0.036076981928072474;0.034683418613866826;0.03407449780848082;0.03449831267797262;0.03685421962783917;0.042130234207719275;0.05149778758363525;0.06233864978499388;0.06593126336286016
TypeB;0.09519408199427788;0.09068049820394507;0.08651695971061776;0.08252125419556083;0.07982986679518726;0.08006765075214721;0.08596864193361994;0.095195682816576;0.09781428589632106
