Consumer;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
TypeC;-0.007542254880924001;-0.007176426039817482;-0.006841442655182527;-0.006548702784610845;-0.006315349082812474;-0.006341365010734471;-0.006833326411624534;-0.0075886386299000635;-0.0078013905199081504
TypeA;-0.0028763455921452805;-0.002762082106530192;-0.002711413313195271;-0.0027548315497788367;-0.0029338685209510844;-0.0033576766946553727;-0.004118993142857288;-0.005000431674614573;-0.0052913070055334984
TypeB;-0.015157738079430416;-0.014422546631685408;-0.013749327111709817;-0.013160704099939958;-0.012692081402915124;-0.012744325348627196;-0.0137328003610629;-0.015250540918391514;-0.015678066722022637
