Consumer;2018;2021;2022
TypeC;-0.007556534832188013;-0.00719828538747254;-0.006867780994197069
TypeA;-0.002881736369559351;-0.002770429462328251;-0.0027217825780241067
TypeB;-0.015186222649956654;-0.01446620574425037;-0.013801997937227129
