iteration;primal_EOM;dual_EOM;rho_EOM;primal_cfd;dual_cfd;rho_cfd;zeta_cfd;imbalance_cfd
1;550.3868861089892;0.0;0.011000000000000001;34.99999999999084;0.0;0.011000000000000001;-0.003499999999999084;34.99999999999084
2;441.88615000681835;0.642896432168047;0.012100000000000001;34.99999988816356;0.011067971775223671;0.012100000000000001;-0.007349999987697076;34.99999988816356
3;391.0500917471641;0.46581471701476695;0.013310000000000002;34.999995951717565;0.012174767583492216;0.013310000000000002;-0.011584999497854902;34.999995951717565
4;359.8807911449877;0.365105398492514;0.014641000000000003;34.99999982763575;0.01339224582490076;0.014641000000000003;-0.01624349947491322;34.99999982763575
5;336.7651652064595;0.3209650574932377;0.016105100000000004;35.00000028322095;0.014731470599104332;0.016105100000000004;-0.0213678495163796;35.00000028322095
6;314.6242063704019;0.3462122158139801;0.017715610000000007;34.999999616244686;0.01620461735021172;0.017715610000000007;-0.027004634454575425;34.999999616244686
7;291.4318137807145;0.3969003305199434;0.019487171000000008;34.99999965327188;0.01782507910408809;0.019487171000000008;-0.033205097893150425;34.99999965327188
8;269.32725946884966;0.42442344559651785;0.021435888100000012;34.99999996308574;0.01960758718806067;0.021435888100000012;-0.040025607735956883;34.99999996308574
9;251.06983372706205;0.4167785041366451;0.023579476910000015;34.99999980644739;0.02156834581033972;0.023579476910000015;-0.04752816852946717;34.99999980644739
10;236.74368680430624;0.40136315886248963;0.025937424601000018;34.999964979709134;0.02372515679649297;0.025937424601000018;-0.055780977190365774;34.999964979709134
11;225.61342783687152;0.38916457458184867;0.02853116706110002;35.00000015434807;0.026097698704142656;0.02853116706110002;-0.0648590758407497;35.00000015434807
12;216.65754278197832;0.368068511225102;0.031384283767210024;34.999999339692096;0.028707467890728203;0.031384283767210024;-0.07484498412374115;34.999999339692096
13;209.57436274140468;0.3386647094131521;0.03452271214393103;34.999979924326844;0.03157819716786623;0.03452271214393103;-0.08582947714165842;34.999979924326844
