Generator;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
WindOffshore;7.711089438089402e-7;1.0509939443181793e-6;1.758989245814746e-6;4.29700151016732e-6;1.7469557079152764e-5;3.494937672599008e-8;9.614386726752855e-7;5.10139443576918e-7;5.526897098206973e-6
GasTurbine;1.4710536788697937e-7;3.444222258508489e-7;1.7419881714886287e-6;3.610593466873979e-6;2.2998136500973487e-5;1.7120783013524488e-8;1.1416352663218277e-7;1.2761818823037174e-5;5.052107326264377e-6
Baseload;7.604551228723722e-7;1.7092424968723208e-6;1.7591510186321102e-6;4.277260131857474e-6;2.1113250568305375e-5;3.3991909731412306e-8;8.80870516084542e-7;9.274939429815277e-6;5.527294888452161e-6
Peak;6.820803193363645e-7;1.036389107866853e-6;1.7607339763969776e-6;4.2582896071508e-6;6.785434607081697e-6;1.7055538137356052e-7;9.377665435295057e-7;7.564704276319389e-7;5.376789570021856e-6
WindOnshore;7.769424428261118e-7;1.0627932169882115e-6;1.75954522774191e-6;4.296612942766842e-6;1.7488984425995113e-5;3.542910143039535e-8;9.619445791031467e-7;5.106467142468318e-7;5.528426413548004e-6
SolarPanels;7.979365408248987e-7;1.13116623859876e-6;1.761073503706755e-6;4.338163755189528e-6;1.7560399757754475e-5;3.674382821183125e-8;9.668865972901897e-7;6.858000227531746e-7;5.5391934717778125e-6
