VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
900.6295791379262,1959.8728990922905,2950.66272118259,-0.006973429758268757,513.8720950240696,278.28740491067026
