agent_type;agent;Q_cfd;Q_cfd_total;share_cfd;Q_cfd_bar;cfd_penalty;ζ_cfd;cfd_premium
Gen;WindOffshore;7.294728581162726e-10;5.504176238027896;NaN;0.0006870125438523805;1.6943131886030275e-6;6.464750887701231;4.715488293922324e-9
Gen;GasTurbine;0.0;5.504176238027896;NaN;0.0006870119838273459;1.69431402438987e-6;6.464750887701231;0.0
Gen;Baseload;0.0;5.504176238027896;NaN;0.0006870119838273459;1.69431402438987e-6;6.464750887701231;0.0
Gen;Peak;0.0;5.504176238027896;NaN;0.0006870119838273459;1.69431402438987e-6;6.464750887701231;0.0
Gen;WindOnshore;0.504176244075962;5.504176238027896;NaN;0.5047280688754376;1.0931196684493827e-6;6.464750887701231;3.2591167040172135
Gen;SolarPanels;4.9999999932224615;5.504176238027896;NaN;5.000687004587712;1.694310952871092e-6;6.464750887701231;32.32120451820038
Cons;TypeC;-0.9614096921844779;5.504176238027896;0.17467342329773866;-0.9605683409809477;2.5410892621202663e-6;6.464750887701231;-6.214783865799104
Cons;TypeA;-1.793377708587384;5.504176238027896;0.3258292756681555;-1.7926041171960327;2.1482683827400706e-6;6.464750887701231;-11.592825555241046
Cons;TypeD;-0.9625958524197007;5.504176238027896;0.17488893045410533;-0.9618042317032165;2.2495703664304756e-6;6.464750887701231;-6.222451491320296
Cons;TypeB;-1.7938961819285137;5.504176238027896;0.3259234743371724;-1.7931864320782867;1.8083225548082282e-6;6.464750887701231;-11.596177091824766
