Timestep;total_gen;total_demand;total_cons;PV_cons;tot_SOC;tot_charging;tot_discharging
1.0;12.366047512217758;-11.664;-0.7020475694665125;0.0;0.0;6.377645097651593e-7;0.0
2.0;11.877002534640507;-11.206;-0.6710025481941271;0.0;5.739880587886434e-7;5.181402458450434e-7;0.0
3.0;11.596933529923778;-10.951;-0.6459335372286491;0.0;1.0402568815465954e-6;3.6835466842759206e-7;2.31932904028853e-8
4.0;11.473380729266012;-10.848;-0.6253807147476508;0.0;1.3459017352722552e-6;2.710331129824555e-7;2.4402170680327827e-8
5.0;11.548120959326797;-10.935;-0.6131209620129787;0.0;1.5625834238862791e-6;2.1672635324594643e-7;2.611868759127237e-8
6.0;12.028245492515024;-11.408;-0.6202454672590374;0.0;1.7284601195564224e-6;1.8512104112647946e-7;2.3973228303287855e-8
7.0;13.207629007836404;-12.549;-0.6586290048228527;0.0;1.8682592903027943e-6;1.6603010126264293e-7;2.3839466148816518e-8
8.0;14.83989460526092;-14.13;-0.7098946009897518;0.0;1.991011259870719e-6;1.5036836240480062e-7;2.442411000887538e-8
9.0;16.07175955127953;-15.341;-0.7307595468246579;2.770533019759216e-7;2.099005784987395e-6;1.4284789666519848e-7;2.5604045213272937e-8
10.0;16.522534455330046;-15.811;-0.7115344509330505;6.6282735095589325e-6;2.198910052369922e-6;1.3816613109572745e-7;2.652671377158898e-8
11.0;16.428813533903387;-15.754;-0.6748135288117822;2.1142855225494103e-5;2.2935655530261693e-6;1.3437576930237747e-7;2.7239980676357375e-8
12.0;16.34803797835055;-15.697;-0.6510379747102781;3.4903965867035055e-5;2.384007743735257e-6;1.3766245618992333e-7;2.7815542918197276e-8
13.0;16.196430297385227;-15.558;-0.6384302940039066;4.5596543912566484e-5;2.4767593948152993e-6;1.3860139170060374e-7;2.781876620495442e-8
14.0;15.913110636691536;-15.279;-0.6341106333112043;5.220780065560656e-5;2.570343231260116e-6;1.4068276893493008e-7;2.746911944535446e-8
15.0;15.634352727103542;-14.992;-0.6423527241818343;5.2482165281934044e-5;2.6661794452317404e-6;1.4621045840241355e-7;2.690424179907111e-8
16.0;15.756995835291685;-15.078;-0.6789958315708264;4.352376639692422e-5;2.7676086379319042e-6;1.5012308637942449e-7;2.6052982481241044e-8
17.0;16.10296471221155;-15.366;-0.7369647097284264;2.7875244559831018e-5;2.8734948965853063e-6;1.6322580254886663e-7;2.592259590117385e-8
18.0;17.024458240374123;-16.192;-0.8324582394048003;1.0192645158902843e-5;2.9913078851431953e-6;1.8419708852832245e-7;2.5755438943521093e-8
19.0;16.90679891826901;-16.025;-0.8817989189285342;1.1323013005811012e-7;3.128168979736685e-6;2.1845694103746417e-7;2.467079382637235e-8
20.0;16.30513263184978;-15.406;-0.899132633506164;0.0;3.2970554167202188e-6;2.8498575879256013e-7;2.3109710855209125e-8
21.0;15.491802869800484;-14.601;-0.8908028804115375;0.0;3.527535437674267e-6;5.361090276465437e-7;2.1431755485479138e-8
22.0;14.635678086530428;-13.772;-0.8636781201452142;0.0;3.98586774745006e-6;4.8570403000255946e-8;4.278013309274568e-8
23.0;13.721438020856699;-12.903;-0.8184370626237223;0.0;3.9816490422495875e-6;7.79558711863135e-9;3.5786596629302185e-6
24.0;12.944580525922067;-12.174;-0.7705763088862139;0.0;1.1978391473425791e-8;5.0601127510126575e-9;3.5783315594703857e-6
25.0;11.06407568335837;-10.439;-0.625075636535147;0.0;0.0;6.379125711046346e-7;0.0
26.0;10.778340240365957;-10.178;-0.6003391248219908;0.0;5.741213139941711e-7;5.263229502309554e-7;0.0
27.0;10.675913010766987;-10.094;-0.5819131816431019;0.0;1.04775455725806e-6;3.735573041761646e-7;2.2092078652429485e-8
28.0;10.682143825131996;-10.115;-0.5671439718876001;0.0;1.3593046019930067e-6;2.783660366222663e-7;2.259687901230016e-8
29.0;10.973876184434793;-10.408;-0.5658761769110375;0.0;1.5845904612273295e-6;2.247778919550542e-7;2.4489819388962964e-8
30.0;11.906758105965991;-11.313;-0.5937581042392491;0.0;1.7595211945900595e-6;1.92260937998942e-7;2.2354874802235132e-8
31.0;12.804525061546562;-12.192;-0.6125250581783717;3.996740330652364e-6;1.9075413369708696e-6;1.7197224127842095e-7;2.1177049603700926e-8
32.0;13.024138758179461;-12.432;-0.5921387543975318;5.2547776274766456e-5;2.038595544954011e-6;1.599541720113625e-7;2.123063841260337e-8
33.0;12.282763962747161;-11.754;-0.5287639589365426;0.00020034190072554183;2.1587608420549996e-6;1.5281585860263527e-7;2.1708147733793214e-8
34.0;11.034868088052503;-10.582;-0.4528680878614503;0.00042004758095514293;2.2719590746459876e-6;1.4900355702474446e-7;2.2201919955170556e-8
35.0;10.035016581121997;-9.636;-0.39901663388886943;0.0006609631282849103;2.3811662801920866e-6;1.481284630758347e-7;2.2505138552459253e-8
36.0;9.545468946600852;-9.17;-0.37546796100668006;0.0008544730712263726;2.4892380709110683e-6;1.494923289752361e-7;2.2593601334686777e-8
37.0;9.287162319766242;-8.918;-0.369161795447311;0.00098444367854636;2.598428241780186e-6;1.5358795723216515e-7;2.260210577986e-8
38.0;9.125895584488616;-8.752;-0.37390240608629993;0.0011195062958845347;2.711284109679928e-6;1.6115386146266452e-7;2.2826594882316488e-8
39.0;9.394769039687613;-8.991;-0.40377014507421793;0.0011404632678085028;2.830688573464268e-6;1.7512366590096616e-7;2.3305038626086648e-8
40.0;10.111797961391732;-9.65;-0.461798015092708;0.001040695566577351;2.962122316636956e-6;1.9624138158941994e-7;2.3747716342966652e-8
41.0;11.283898666943983;-10.733;-0.5508986679413465;0.0009099571833241194;3.112056996425067e-6;2.2969892880818256e-7;2.3433747952651595e-8
42.0;12.076147379625848;-11.447;-0.629147380278311;0.0007406382807100983;3.292437329009104e-6;2.857338292814862e-7;2.158078945665418e-8
43.0;12.92629278650921;-12.214;-0.7122927887868671;0.0005470751231057512;3.5252898767659063e-6;5.509897250074926e-7;1.9940397225230404e-8
44.0;13.608951056931904;-12.839;-0.7699510562706505;0.00030613355271027175;3.998672103456255e-6;6.962752076450595e-9;1.4311632139422538e-8
45.0;13.700604130966113;-12.905;-0.795604131746689;0.00011400323499387931;3.988636899714671e-6;1.747100284417018e-8;5.604865855104522e-9
46.0;13.020187709764082;-12.256;-0.76418770973588;8.904761097223868e-6;3.9977343099447625e-6;9.05870941664426e-9;7.80816288025065e-9
47.0;12.375782491534917;-11.651;-0.7247824919029587;0.0;3.99681163854334e-6;1.5946776128850761e-9;3.595931532624096e-6
48.0;11.653447917523284;-11.003;-0.6504479178597864;0.0;2.3676866191228287e-9;1.0219280935179908e-9;3.5957994394772037e-6
49.0;11.535722064699597;-10.884;-0.6517220603921174;0.0;0.0;1.0031108614666994e-6;0.0
50.0;11.288769689315698;-10.66;-0.628769687316835;0.0;9.027997753200294e-7;8.178685635998463e-7;0.0
51.0;11.160316919194173;-10.552;-0.6083169182841895;0.0;1.6387912025608817e-6;6.721046898331803e-7;1.1173203270111184e-8
52.0;11.066553586508915;-10.479;-0.5875535837169414;0.0;2.231106874469548e-6;5.420028876709717e-7;1.1338824165547431e-8
53.0;11.153119342625047;-10.578;-0.5751193417727143;0.0;2.7060876692501837e-6;5.852499096337918e-7;1.1508703200334779e-8
54.0;11.489974313992185;-10.917;-0.5729743223514225;5.959410597028394e-7;3.2197545312347827e-6;8.7838888986624e-7;9.645657612907279e-9
55.0;12.231637875043283;-11.656;-0.5756378821098318;2.6966512345895838e-5;3.999265159395084e-6;2.5486758213716846e-9;1.6178501043353982e-6
56.0;12.283383788620965;-11.734;-0.54938378177117;0.00010620376575743661;2.2035478141605307e-6;2.4979232567841605e-9;1.9831551299296658e-6
57.0;11.651538541651197;-11.15;-0.5015385320034402;0.00024501272994137207;2.0698904698523367e-9;1.135088487275308e-6;9.720576453091392e-9
58.0;10.65732694371841;-10.22;-0.43732693360588426;0.0004550475777811298;1.0128486816066303e-6;5.117576630142993e-7;9.572196066620634e-10
59.0;9.948558937149395;-9.553;-0.3955589361276495;0.0006763012090602834;1.4722657161920865e-6;4.150076634758085e-7;1.1779259868226627e-8
60.0;9.582918989071285;-9.206;-0.37691898771587984;0.0008810710551753697;1.832537320309927e-6;3.510582728902963e-7;1.3001337235157363e-8
61.0;9.557888261513371;-9.178;-0.3798882393368332;0.0010496629372764247;2.1338605819832715e-6;3.1688754865256316e-7;1.2231258653939657e-8
62.0;9.953858586465415;-9.546;-0.40785858404876385;0.001186481917813907;2.405255702400598e-6;3.2167055678106523e-7;1.2927529264687973e-8
63.0;10.34250434436073;-9.898;-0.44450434895552915;0.0012534024624427824;2.6801547566095914e-6;3.465350649496747e-7;1.2331734548763155e-8
64.0;10.929023580655521;-10.43;-0.49902358271472;0.0012261549064466947;2.9780663723937173e-6;4.147879263507835e-7;1.063760252415733e-8
65.0;12.082801864809074;-11.493;-0.5898018686356525;0.0010806547005255155;3.3392581411934916e-6;7.455812351792943e-7;9.55710603462985e-9
66.0;12.687468985861791;-12.037;-0.6504689852121921;0.0008672295661150654;3.999328320417076e-6;3.067868196992464e-9;1.0692043646361648e-8
67.0;13.374349367730039;-12.649;-0.7253493676120368;0.0006206087575348474;3.9898094205478535e-6;3.984459893490867e-9;4.628464913021527e-9
