agent,1,0.8,0.6,0.4,0.2
TypeA,-1764.1942257228673,-1764.18637780607,-1764.0329399165498,-1763.9981073323715,-1763.3001418939805
TypeB,-1765.1549728381444,-1764.5907725551601,-1764.6237673297187,-1764.4285448301578,-1763.1544100440713
TypeC,-1052.1154908717845,-1052.116307013467,-1049.9367745118766,-1051.7240848922434,-1051.319802986545
TypeD,-1053.0717496491063,-1052.9237937146222,-1052.3890296559578,-1051.4873427520067,-1049.1387264969253
