agent_type;agent;Q_cfd;Q_cfd_total;share_cfd;Q_cfd_bar;cfd_penalty;ζ_cfd;cfd_premium
Gen;WindOffshore;1.3972638856327357;2.839707033637934;NaN;1.3962059173788244;2.7443519821090945e-6;-1.4574663732814173;-2.0357958624174457
Gen;GasTurbine;0.0;2.839707033637934;NaN;-0.0009709970439299665;2.3116940497474877e-6;-1.4574663732814173;0.0
Gen;Baseload;0.0;2.839707033637934;NaN;-0.0009709970439299665;2.3116940497474877e-6;-1.4574663732814173;0.0
Gen;Peak;0.0;2.839707033637934;NaN;-0.0009709970439299665;2.3116940497474877e-6;-1.4574663732814173;0.0
Gen;WindOnshore;0.9893606442441283;2.839707033637934;NaN;0.9882752700308662;2.8883747384966796e-6;-1.4574663732814173;-1.4414859832140978
Gen;SolarPanels;0.45308250376107007;2.839707033637934;NaN;0.4527492737594955;2.7225930399055187e-7;-1.4574663732814173;-0.6601354947872513
Cons;TypeC;-0.5005957760001167;2.839707033637934;0.17625721531585073;-0.5016490512308771;2.720058736027653e-6;-1.4574663732814173;0.7293617333158188
Cons;TypeA;-0.9141382525106578;2.839707033637934;0.32186340861411694;-0.9157325387793324;6.23199578431155e-6;-1.4574663732814173;1.3318879069832814
Cons;TypeD;-0.5015629824427839;2.839707033637934;0.17659776376310735;-0.5018792152770675;2.451932218372477e-7;-1.4574663732814173;0.730770940906691
Cons;TypeB;-0.9136422518039745;2.839707033637934;0.3216887692992325;-0.9150566647501196;4.905090055018491e-6;-1.4574663732814173;1.331165240208018
