iteration,WindOffshore,GasTurbine,Baseload,Peak,WindOnshore,SolarPanels,TypeC,TypeA,TypeD,TypeB
1,5.000000000003444,5.000000000002326,5.000000000002326,10.000000000001101,5.000000000000878,4.999999999985898,0.0,0.0,0.0,0.0
2,5.000000000076762,5.000000000001855,5.000000000306654,10.000000000003286,5.000000000015522,5.000000000006845,9.806092560471679e-9,3.8082132295289025e-8,-5.078393516196018e-6,-9.705122940258286e-6
3,4.999999999998038,5.000000000007873,5.000000000279381,10.000000000007127,5.000000000012881,5.000000000010604,4.8277381904929e-9,7.092279179163733e-10,-1.3588092731728607e-7,-8.412901194640488e-5
4,4.999999999985499,5.000000000003058,5.000000000016501,10.000000000003425,5.000000000007814,5.00000000000038,7.793733561750135e-8,1.2817412310175782e-7,-2.3566413998988372e-7,-5.80395519407046e-6
5,4.999999999992388,5.00000000002932,5.000000000020099,10.00000000000657,5.000000000007361,5.000000000000081,1.1882632510785707e-7,-9.737306591669867e-10,-9.430150782768054e-7,-1.1792352019005438e-6
6,4.9999999999984075,5.000000000096676,5.000000000005647,9.999999999994566,4.999999999996787,4.999999999982571,9.607313112778303e-9,1.4235940281360984e-8,-1.6525431877956252e-6,-1.92907988152219e-8
7,4.9999999999983125,5.000000000011925,4.999999999998432,9.999999999993342,4.999999999995024,4.999999999996521,2.433448597253757e-9,2.028249462665074e-8,-5.114460567376611e-7,-7.008820218191244e-7
8,4.999999999998334,5.000000000232087,4.999999999996065,9.999999999986574,4.999999999993959,4.9999999999965175,5.0115084083258484e-8,3.171628574352141e-7,-1.1117128394337516e-6,-8.57754591930056e-9
9,4.999999999998141,5.000000000073276,4.999999999995505,9.999999999991141,4.99999999999226,4.999999999996287,3.5213389742765144e-8,2.8742203887504485e-8,-3.0559467769256485e-8,-1.2763673852051053e-9
10,4.999999999997772,5.0000000000657,4.9999999999951195,9.99999999998457,4.999999999997795,4.999999999995538,3.153872077029413e-7,3.163057421662163e-8,-1.0543465158958116e-7,-7.834962096414319e-9
11,4.999999999997612,5.000000000121673,4.9999999999986215,9.999999999984807,4.999999999991238,4.99999999998422,3.277934138017894e-8,7.56044226599457e-9,-1.9531743750511147e-7,-1.294475626103448e-7
12,4.9999999999975,5.000000000036819,4.999999999993191,9.999999999986478,4.999999999991725,4.999999999983822,-1.2515738408476717e-7,3.5360216232426947e-6,7.307822942737473e-7,4.391258185922374e-8
13,4.99999999999741,5.00000000002422,4.999999999996627,10.000000000000224,4.9999999999972236,4.999999999982928,8.55478117872993e-8,3.557011382144596e-7,-1.4393534995274784e-7,2.1539706926349058e-8
14,4.999999999997283,5.000000000015617,4.9999999999810685,9.999999999999554,4.999999999991147,4.999999999981576,7.744604878140441e-9,7.589206425066743e-8,-2.7926274191132335e-7,8.138783612455952e-9
15,4.999999999997,5.000000000015155,4.999999999989254,9.999999999999389,4.999999999995699,4.999999999962152,1.4248431392471655e-8,8.704301025992477e-7,-1.0563020451222421e-7,-2.090091708898251e-7
16,4.999999999996159,5.000000000049765,4.99999999998429,9.999999999999373,4.999999999989139,4.999999999958693,1.5146824328658502e-7,1.4916624451413897e-8,-7.623364171891105e-7,-7.015909544672039e-8
17,4.999999999994518,5.000000000007398,4.999999999997664,9.99999999999909,4.999999999978477,4.99999999993853,1.9824630205443542e-8,2.847289574719168e-8,-2.6043969593157405e-8,2.669154889971893e-8
18,4.99999999998218,5.000000000027949,4.999999999997526,9.999999999998659,4.9999999999821965,4.999999999968316,-8.979203992346445e-9,1.397954738653233e-7,-6.865456492570372e-7,-3.9394264831217617e-10
19,4.999999999978061,5.000000000020294,4.999999999995746,9.999999999997327,4.999999999995555,4.999999999956325,-1.98586230582742e-8,4.320164546807446e-8,-1.1104096069904048e-6,-3.442845162851097e-7
20,4.999999999975941,5.000000000022175,4.999999999956045,9.999999999993952,4.999999999992077,4.9999999999658185,-7.425996613699865e-9,1.0120248374971368e-8,-2.6351449210306707e-7,5.10972825758634e-8
21,4.999999999992238,4.999999999999834,4.999999999947427,9.999999999986384,4.99999999998887,4.999999999941887,7.609429702254563e-7,5.009066660337947e-7,2.8178841137522453e-6,-1.1763500700016061e-7
22,4.999999999990183,4.99999999999627,4.999999999952153,9.999999999985908,4.999999999979926,4.999999999960712,7.174683376380753e-8,4.057003805835422e-8,1.3796858107070843e-7,-6.384580821948241e-7
23,4.999999999993562,4.999999999998679,4.9999999999882245,9.999999999973122,4.999999999993487,4.999999999982184,6.165853483148693e-7,9.056006645601575e-7,-1.411586403726518e-6,-1.155128114935334e-6
24,4.999999999937264,4.999999999998599,4.999999999976202,9.999999999985523,4.999999999986893,4.999999999986736,9.025472261851023e-7,8.47513809715594e-7,5.573858586908444e-7,-7.127537662411128e-7
25,4.999999999929512,4.999999999997877,4.999999999949161,9.999999999992275,4.999999999979443,4.9999999999705755,-3.4839707349979274e-7,1.1189138804576578e-6,2.0154478784310204e-6,3.2178095325845703e-9
26,4.999999999950331,4.999999999997768,4.999999999975457,9.99999999999969,4.999999999941241,4.999999999980036,-1.7234522019228686e-7,4.511097680757838e-8,-1.4453124210700323e-6,-5.194151787373181e-9
27,4.999999999954884,4.999999999996723,4.999999999877507,9.99999999999952,4.99999999994013,4.9999999998710525,3.5001553117969066e-6,5.333399646441063e-8,-5.253974957944461e-7,4.988069953292154e-7
28,4.9999999999857,4.999999999984004,4.99999999998623,10.000000000001913,4.999999999965023,4.999999999950606,6.957369505848275e-7,2.167650455252866e-9,6.783959808942573e-7,-7.040288676234049e-8
29,4.999999999982948,4.9999999999867715,4.999999999897837,10.000000000013541,4.999999999980069,4.9999999999517355,5.1378137116017945e-6,2.029881453118783e-7,2.9734181469432277e-6,-1.1952922233451533e-7
30,4.999999999979947,4.999999999994684,4.999999999940723,10.000000000002277,4.999999999975201,4.999999999831581,2.716618701491401e-6,-2.3284930669599163e-8,1.0487022007801433e-6,-5.79671739023272e-7
31,4.999999999980372,4.999999999947782,4.99999999991482,10.000000000034609,4.999999999953148,4.999999999811744,5.0318798248676876e-6,-1.8529519883709788e-7,1.0290224132313612e-6,2.4099997413879558e-8
32,4.999999999808522,4.999999999974515,4.999999999779388,10.000000000000702,4.999999999871963,4.999999999672542,7.224303779143657e-6,-1.8903932809504038e-7,8.272120226501905e-7,-2.3304268980404483e-8
33,4.999999999969715,4.999999999959288,4.999999999963896,10.000000000015236,4.999999999765917,4.999999999697283,3.140951671097258e-6,-3.592807326422101e-8,4.450271843156272e-7,-2.984268145063201e-6
34,4.999999999919899,4.99999999991554,4.999999999759433,9.999999999977408,4.999999999972879,4.9999999999232205,-4.044687328872994e-6,-3.140017868353776e-6,-5.0729786513696495e-6,-4.2815112910244166e-6
35,4.999999999930157,4.999999999676121,4.999999999945665,9.999999999910225,4.999999999928363,4.999999999752256,-1.3539596543227888e-5,-9.491806345590068e-7,-1.755682396551473e-5,-9.708550843717163e-6
36,4.999999999917289,4.960015815557556,4.999999999897151,0.3081468445901176,4.999999999937093,4.999999999828123,-0.18576297853978738,-0.3018601448406675,-0.18490727374683272,-0.30189834915272323
37,4.999999999934108,4.924487432701165,4.99999999864629,0.08869188832307243,4.999999999880401,4.999999999240744,-0.23592122176023497,-0.3795210874711472,-0.23620964538211855,-0.379134142745143
38,4.999999999949034,4.893197482833996,4.999714145777704,4.299741239618582e-11,4.999999999803382,4.9999999996290985,-0.24740297232938419,-0.4306631765478406,-0.2473958749109961,-0.4308602515228829
39,4.99999999992837,4.8105343431101835,4.990248407995236,8.210489932392742e-12,4.999999999792185,4.999999998637141,-0.2741600587737704,-0.43862308922469706,-0.27386232498055785,-0.43906733603073445
40,4.999999999915019,5.665118298000335e-10,3.4982031236781107e-9,5.1737964032036894e-11,4.999999991531643,4.999999940308733,-0.2942307983059815,-0.5680939628011097,-0.29562080225450504,-0.5679161457117179
41,4.999999999882236,5.877324349829589e-11,6.669119045379897e-11,7.621482306976224e-11,4.923942381587167,4.970138424222397,-0.5561251909977398,-1.0070740937381908,-0.5569532103537299,-1.007408596352592
42,4.999999999835567,2.073228488648958e-11,2.8333268121613943e-10,2.134385217778539e-11,4.929539271242349,4.972653641277547,-0.5832267865011442,-1.017037247015321,-0.583469784035487,-1.0174289814233641
43,4.999999998078393,5.1138226052245795e-11,2.9716896383897623e-10,2.906314913664949e-11,4.934476449314971,4.820556288799339,-0.7015743083778381,-1.0888430246027414,-0.7014873073471216,-1.088643301714466
44,2.2585011615791566,2.4495465213320117e-11,3.0959382320715e-11,7.148579634084583e-11,4.321960721493948,1.4141174287886284,-0.8243907900090381,-1.46735074606666,-0.8240828389913963,-1.4671747306336507
45,2.476499455255127,2.4442632757774927e-11,1.181578039975013e-10,5.3983146861969545e-11,1.125968875641854,1.1108715084711177e-9,-0.779707068199717,-1.2037451875556244,-0.7789272348081978,-1.1986869853363107
46,2.680584064645032,3.318439834351783e-11,1.7358499809572642e-10,5.2928376972543263e-11,0.18195385928772784,1.356862279996015e-9,-0.526870500346694,-0.8983122527547751,-0.526799446951612,-0.8980456897146522
47,2.8664823269189297,4.649513678074601e-12,8.019469721662161e-11,4.63101040940696e-12,0.5326040249385058,8.760556292410279e-10,-0.4740512950897165,-0.7845997270078989,-0.46984298081845016,-0.7844106280408014
48,1.9147521227748614,0.0,0.0,0.0,0.8536293504122597,2.4052544069912897e-10,-0.5018681549991996,-0.8104112556776544,-0.5048848591493377,-0.8092998850010789
49,1.0472259705186566,0.0,0.0,0.0,1.1421515395336816,4.687338766525304e-10,-0.5571430352237164,-0.9231217664508878,-0.5641954541922589,-0.9234142786503943
50,1.417700731083585,0.0,0.0,0.0,1.112711051515558,1.7691431958495675e-10,-0.6115483252127433,-0.9930228627328198,-0.6129689484645315,-0.9930915436915403
51,1.7317984828716613,0.0,0.0,0.0,0.30713043587750594,1.042235391189971e-10,-0.5959149174526147,-0.9582146308163325,-0.5964896233890077,-0.9582220853265502
52,1.9860473247303507,0.0,0.0,0.0,0.4902642207091645,1.0480671644702858e-10,-0.5379688605048247,-0.8596701217293539,-0.5380172855993745,-0.8597311864694444
53,2.19396009808943,0.0,0.0,0.0,0.7640147928086145,8.408585386483287e-11,-0.5481269309536567,-0.8749069673425245,-0.5482241379108362,-0.8749240169384246
54,2.366437335936529,0.0,0.0,0.0,0.9895697994709121,7.465237985491638e-11,-0.5634432350775064,-0.8984291485614146,-0.5634316319002421,-0.8985131557260163
55,2.5086716956439683,0.0,0.0,0.0,1.1746473992307505,7.733791142176603e-11,-0.5768144561291169,-0.9186589372686665,-0.5769115881869651,-0.9188280185043844
56,2.625034799427156,0.0,0.0,0.0,1.326160693331668,1.0719652027944622e-10,-0.5904994970285755,-0.9388367594586104,-0.5907124591884444,-0.939345758224296
57,2.5572006749816696,0.0,0.0,0.0,1.4459925512970313,4.237717506147297e-10,-0.605761265859892,-0.9612157875230767,-0.605788090998527,-0.961722540559115
58,0.8244513345714937,0.0,0.0,0.0,1.538111692901588,6.239567395726184e-10,-0.6264046465495307,-0.9914624355017982,-0.6266172048627292,-0.9934029581659237
59,1.3759971516672813e-8,0.0,0.0,0.0,1.6203297348704786,4.948794156534404e-10,-0.720537849405505,-1.1475985427189692,-0.72064563007741,-1.1555653827003634
60,3.2916988000585753e-9,0.0,0.0,0.0,1.687287705185863,1.8864944267240004e-10,-0.8989728994010044,-1.4426542025825715,-0.899152502299343,-1.4097135105692342
61,2.277383253503024e-9,0.0,0.0,0.0,1.7378969744047092,5.2787895048839e-10,-0.943921227546442,-1.511759006481395,-0.9440801398279234,-1.5110623141816988
62,2.230011850119601e-9,7.570768573064252e-12,4.664884427535274e-11,3.6170652542527065e-12,1.7658113693972795,8.089057473159308e-10,-0.9961619999567067,-1.5923775105858364,-0.9970522175189871,-1.5723581566282727
63,1.7627315371264658e-9,2.732704465811725e-11,4.8365753691038524e-11,1.7667306093791423e-11,1.768149703232573,5.493771770093224e-10,-1.0522932406100602,-1.677004782201547,-1.0525742630571735,-1.6774603751191977
64,1.4159477034025586e-9,1.2953444160758375e-11,2.1991318167652457e-11,3.978628778598381e-12,1.7426053639803434,3.0134890511980686e-10,-1.1122831443816492,-1.768733918655524,-1.1126724728497648,-1.7695366490492268
65,1.5037373661967219e-9,1.3525026495430314e-11,2.1817887960704686e-11,3.7810112383547795e-12,1.690240611975143,4.4782550970396643e-10,-1.1763249350478948,-1.8668324390342472,-1.1764574257959135,-1.867665055855956
