VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
1240.094759412183,3124.560376797379,4341.764639022102,0.012172172375775475,689.6748434046357,434.3628065618706
