agent;weigthed_obj
TypeB;-1290.9693702112695
TypeC;-62.29215749784092
WindOffshore;-1116.6264614315733
GasTurbine;-2494.7345295466657
TypeA;-1291.041537704808
Baseload;-3714.8192446767353
Peak;-0.13047141712740995
WindOnshore;-623.5670926230778
TypeD;-62.20984620219107
SolarPanels;-379.49618173868294
