agent;weigthed_obj
TypeB;-1264.4502307173532
TypeC;-47.448179608180865
WindOffshore;-1081.7320739076895
GasTurbine;-2353.995588190606
TypeA;-1264.541135056714
Baseload;-3571.7364837055793
Peak;-0.010501137063329224
WindOnshore;-600.5369400324635
TypeD;-47.35044855474379
SolarPanels;-368.61073805135675
