agent;weigthed_obj
TypeB;-210.33736529009036
TypeC;10.5872924093255
WindOffshore;-1171.7788543471179
GasTurbine;-2636.4595045360766
TypeA;-580.6470260559453
Baseload;-3867.1442463864223
Peak;0.012665168185776565
WindOnshore;-642.7392398783559
TypeD;10.588403012736393
SolarPanels;-389.9338806111464
