risk,TypeC,TypeA,TypeD,TypeB
0.2,-39.99287770570669,549.8868340145476,-39.991946752694176,180.34848077995042
0.4,-19.538512733255924,567.8675678826842,-19.55177618770543,199.9116367519491
0.6,-3.992307770638967,589.6175024769964,-4.006229971722904,217.81301768135614
0.8,12.40539452529025,606.3463608337405,12.400191284023009,234.50367364621187
1,50.44501107516099,798.3585732822652,80.98836184721046,406.21994669767963
