risk,TypeC,TypeA,TypeD,TypeB
0.2,-16.899426384634125,573.7844991137637,-16.931890586160375,203.7622507492104
0.4,-11.097724654034566,581.180106291481,-11.094648192280431,210.1994175602437
0.6,4.055323979714816,596.1004028886166,4.050343469898205,225.3809068363661
0.8,12.967422869981725,606.9187840768166,12.952537586661553,235.05677872965634
1,110.65615298833104,998.8372973123867,123.621842834213,424.7005377464166
