iteration;primal_EOM;dual_EOM;rho_EOM
1;550.4343001562916;0.0;0.011000000000000001
2;441.14597668587135;0.6468861003186605;0.012100000000000001
3;389.35373698572073;0.4778430606237696;0.013310000000000002
4;358.21009400314836;0.37120067481442576;0.014641000000000003
5;335.96538633509005;0.31433729541796335;0.016105100000000004
6;314.45729384910464;0.3384733583095347;0.017715610000000007
7;292.27533246725534;0.3822080757942794;0.019487171000000008
8;271.5870275651342;0.404560473547718;0.021435888100000012
9;254.75033436501062;0.3989922335165871;0.023579476910000015
10;241.7179944272752;0.38718569364813693;0.025937424601000018
11;231.78650559664294;0.3720851718943439;0.02853116706110002
12;224.07172201198918;0.35231089103013813;0.031384283767210024
13;217.74408778533098;0.32817057428795865;0.03452271214393103
14;211.6724366724017;0.32479862106714363;0.03797498335832414
15;205.05245498287675;0.3482172156627975;0.04177248169415655
16;197.48524371045846;0.4002462608018803;0.04594972986357221
17;188.91628147934048;0.46646603351745064;0.050544702849929436
18;179.38690912784548;0.5442372879244025;0.05559917313492239
19;169.08872073099562;0.6248762038328903;0.06115909044841463
20;158.2924996145833;0.7038247575487678;0.0672749994932561
21;147.36516489671908;0.7756340652841807;0.07400249944258172
22;136.6384675903568;0.8386483373372693;0.0814027493868399
23;126.39683716186865;0.892317154368251;0.0895430243255239
24;116.83176533832044;0.9385385475747154;0.09849732675807629
25;108.16631310306452;0.9685143869971157;0.10834705943388392
26;100.44241817878027;0.9953185290249082;0.11918176537727232
27;93.61763274428633;1.0209063662869635;0.13109994191499957
28;87.7900342483138;1.0285979790490765;0.14420993610649954
29;82.83000493960115;1.042347499374854;0.1586309297171495
30;78.69805589671127;1.0434161792754848;0.17449402268886446
31;75.26873283743613;1.0418733069254775;0.19194342495775094
32;72.37127015786936;1.045763326500191;0.21113776745352605
33;69.84193553673524;1.0493310471938158;0.23225154419887867
34;67.50533390421865;1.063477564906973;0.25547669861876654
35;65.23476721085478;1.0894219418300488;0.2810243684806432
36;62.93088299093898;1.132588914181444;0.30912680532870757
37;60.51919278106354;1.199766595933003;0.34003948586157834
38;57.952749729889995;1.2883657282242764;0.3740434344477362
39;55.22038466372759;1.4001556536501318;0.41144777789250986
40;52.341156367451646;1.5313495855850536;0.4525925556817609
41;49.33617088014644;1.677437992568701;0.497851811249937
42;46.2315545337688;1.8360995617305929;0.5476369923749307
43;43.06882525372195;2.0005489285597187;0.6024006916124238
44;39.888555290035534;2.167260812072029;0.6626407607736663
45;36.72550275308048;2.3323046222657955;0.728904836851033
46;33.61587386750461;2.4923032263940383;0.8017953205361363
47;30.587968645720835;2.64444581735735;0.8819748525897501
48;27.671376060288477;2.78608570145828;0.9701723378487251
49;24.891227042132034;2.9145642567842165;1.0671895716335977
50;22.265014818148043;3.027970370205493;1.1739085287969575
51;19.807425292619275;3.124767463739362;1.2912993816766534
52;17.530613949335603;3.2035109012718443;1.4204293198443187
53;15.44206320162477;3.2631017413660333;1.5624722518287508
54;13.545134059346143;3.3029783028695965;1.718719477011626
55;11.841236708733199;3.3228367780479844;1.8905914247127888
56;10.328210806540604;3.322786800063345;2.0796505671840677
57;9.001173271989815;3.3033136424760565;2.2876156239024747
58;7.8521709651296066;3.2652052142521635;2.5163771862927224
59;6.870633746393334;3.2095638406852602;2.768014904921995
60;6.044896873480263;3.1379380166082314;2.768014904921995
61;5.373677285654673;2.9594423855754672;2.768014904921995
62;4.854235321954153;2.773496886945608;2.768014904921995
63;4.4924924247883276;2.5827019416927763;2.768014904921995
64;4.283286494611366;2.389600021976738;2.768014904921995
65;4.206454830471138;2.1965580427278355;2.768014904921995
66;4.230410157216178;2.0055408333865175;3.0448163954141947
67;4.2603617133553;1.8135511337332963;3.3492980349556145
68;4.271000518330626;1.6320653082325158;3.6842278384511764
69;4.245296712419706;1.4721778054276369;4.052650622296294
70;4.176708633550549;1.3481365204518885;4.457915684525924
71;4.0654931870640265;1.2745077355391718;4.903707252978516
72;3.9154550858090342;1.2606723335264194;5.394077978276369
73;3.732465489749142;1.3069598199073262;5.933485776104006
74;3.523261260537484;1.4036401953551203;6.526834353714407
75;3.2946169449803318;1.5358071930799648;7.179517789085849
76;3.052953308659456;1.689141687053147;7.179517789085849
77;2.8296936076838453;1.7009516821598616;7.179517789085849
78;2.6095973935465433;1.7056778525594858;7.179517789085849
79;2.392407700213261;1.7000345456514583;7.179517789085849
80;2.1798170415277784;1.683814556484018;7.179517789085849
81;1.973791630778306;1.6574327598044594;7.179517789085849
82;1.7763685898584958;1.621532107256172;7.179517789085849
83;1.5894550630204858;1.5769792303057901;7.179517789085849
84;1.4150706381338363;1.5246777734714785;7.179517789085849
85;1.255232177336974;1.465628055115912;7.179517789085849
86;1.1120677320649968;1.4008128419766652;7.179517789085849
87;0.987778763813107;1.3312455143989075;7.179517789085849
88;0.8844141311024984;1.257935323291252;7.179517789085849
89;0.803710816373681;1.1818498166585787;7.179517789085849
90;0.7461946433186375;1.1039233409219038;7.179517789085849
91;0.7109095234087318;1.0250644212536635;7.179517789085849
92;0.6949644480092941;0.94612678354936;7.179517789085849
93;0.6940808607279306;0.8679502777538316;7.179517789085849
94;0.7034416381756704;0.7913048628091583;7.179517789085849
95;0.7186230381685864;0.7169304127863879;7.179517789085849
96;0.735977472951929;0.6455518369571424;7.179517789085849
97;0.7528443728114804;0.5778975333539332;7.179517789085849
98;0.7672601357207464;0.51466570302733;7.179517789085849
99;0.7780079324335626;0.45658481087095665;7.179517789085849
100;0.7843216851273505;0.4043818258437433;7.179517789085849
101;0.7859369054382443;0.3589576915170826;7.897469567994435
102;0.7707497861291495;0.3225131590305789;8.687216524793879
103;0.7448050591225562;0.31342896564376294;9.555938177273267
104;0.7106149063169681;0.3332265039207904;10.511531995000595
105;0.670111479907312;0.3751228025061998;10.511531995000595
106;0.6334073366911457;0.3840128641103219;10.511531995000595
107;0.5963323188342265;0.39531990263285144;10.511531995000595
108;0.5584055755980357;0.40538176810044796;10.511531995000595
109;0.5199085537231314;0.413162831558508;10.511531995000595
110;0.48123169184330095;0.4183424268329958;10.511531995000595
111;0.44268801825523013;0.42066283986264047;10.511531995000595
112;0.4046901637464406;0.42014622756850195;10.511531995000595
113;0.3675400030015032;0.4168717129544191;10.511531995000595
114;0.33163627853556915;0.4109762548874972;10.511531995000595
115;0.2972835838001617;0.40262275049891294;10.511531995000595
116;0.26472284127071943;0.39211500802934846;10.511531995000595
