VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
20562.31513899582,11015.935210149426,20216.79059848686,467.2033098070639,14626.804026205216,20342.457017795074
