CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
1161.971654828974,3141.4720889351593,4330.506335383829,2.9127337953127608e-5,653.2160370323809,399.7791290343266
