VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
981.0859885141609,2122.8565784691855,3337.179961937254,-6.40517670758463e-5,513.5746104570783,322.16735862510484
