Timestep;Price;G_WindOffshore;G_MidMerit;G_Baseload;G_Peak;G_WindOnshore;G_SolarPanels;G_TypeC;G_TypeA;G_TypeB;Demand
1.0;67.76571354173802;0.909349593;5.0;5.0;0.0;0.60052531;0.0;-0.17231207119934505;-0.07484319579177483;-0.3805258372404091;-11.925
2.0;58.532331219453525;0.912195122;5.0;5.0;0.0;0.582378223;0.0;-0.1702859975008995;-0.07303066271087917;-0.36975769001898606;-11.547
3.0;55.777371146549044;0.789430894;5.0;5.0;0.0;0.555993314;0.0;-0.16491345883141187;-0.07236250434026012;-0.35632722427282015;-11.302
4.0;55.15613957977219;0.788617886;5.0;5.0;0.0;0.526265521;0.0;-0.1597150409756055;-0.07428408649363609;-0.34471349683696056;-11.26
5.0;59.268851285317446;0.749186992;5.0;5.0;0.0;0.473615091;0.0;-0.15285630153492277;-0.07926452552614299;-0.33235529321364793;-11.355
6.0;73.32736738603806;0.751219512;5.0;5.0;0.0;0.388371538;0.0;-0.145697868709314;-0.08905320701485302;-0.32512293332107345;-11.845
7.0;104.9680765355766;0.749593496;5.0;5.0;0.0;0.301277459;0.0;-0.14375839296474396;-0.10313712560049462;-0.3249851061367444;-12.951
8.0;158.35692498145255;0.654878049;5.0;5.0;0.0;0.2288085;0.000107143;-0.15342148878252396;-0.11705252667858441;-0.3269662629525616;-14.665
9.0;192.68869213447604;0.704471545;5.0;5.0;1.9099747584054072;0.18845511;0.0075;-0.15864698301172225;-0.12280332197626408;-0.3275921229754831;-16.079
10.0;195.10901279378095;0.739837398;5.0;5.0;2.298352907325479;0.181172397;0.03375;-0.1526526215347443;-0.11575388990263116;-0.31484832945909086;-16.317
11.0;188.200330823183;0.65203252;5.0;5.0;1.2610019071058556;0.218421681;0.083035714;-0.1428661260095026;-0.10458210877259183;-0.29565682115953934;-15.94
12.0;166.2097495879862;0.68495935;5.0;5.0;0.0;0.273579274;0.152392857;-0.13295743987764205;-0.09577844732300939;-0.2807572647012389;-15.256
13.0;145.52649151654776;0.699186992;5.0;5.0;0.0;0.334288443;0.210821429;-0.12675344846231537;-0.09175499359624725;-0.27394950358997006;-14.688
14.0;138.18694994065007;0.742276423;5.0;5.0;0.0;0.355062082;0.211214286;-0.1262670179445199;-0.09262524499615644;-0.2751332517975798;-14.491
15.0;144.80344376059034;0.700406504;5.0;5.0;0.0;0.347361509;0.145607143;-0.13075780867522213;-0.0978400639918989;-0.2828572998937075;-14.592
16.0;163.85270536171072;0.686585366;5.0;5.0;0.0;0.324021012;0.065;-0.141235459201927;-0.10880455161188275;-0.29907903430180305;-15.098
17.0;185.16747839597033;0.712195122;5.0;5.0;0.8770874801769851;0.320260267;0.019321429;-0.15605728412003084;-0.12552254407800714;-0.3235726098192951;-15.817
18.0;203.30086461307073;0.719512195;5.0;5.0;3.804503540424722;0.314529608;0.0;-0.17687580854663443;-0.14989319342020604;-0.36368665563306773;-16.907
19.0;196.00513938688596;0.726829268;5.0;5.0;2.4405414169499626;0.326707259;0.0;-0.18132137424899578;-0.16059043170027557;-0.37385114292146737;-16.335
20.0;183.38851011235286;0.685772358;5.0;5.0;0.6712579086752533;0.341571156;0.0;-0.18287576601068378;-0.1647820934942984;-0.3796415608762514;-15.579
21.0;167.3717786927068;0.646341463;5.0;5.0;0.0;0.344675263;0.0;-0.1842515613776325;-0.16318093500497471;-0.38868125862667824;-14.939
22.0;145.3529551447266;0.561788618;5.0;5.0;0.0;0.33697469;0.0;-0.181041839289022;-0.1519092926726024;-0.39152818823470986;-14.095
23.0;122.74336081601318;0.457317073;5.0;5.0;0.0;0.315305635;0.0;-0.1746534317244446;-0.13414183496766188;-0.38727806371637674;-13.195
24.0;104.00982543790317;0.496341463;5.0;5.0;0.0;0.305754537;0.0;-0.16942430830991023;-0.11646290697610732;-0.3834121784828414;-12.566
25.0;90.84083222453346;0.236585366;5.0;5.0;0.0;0.188156638;0.0;-0.15961315537358026;-0.07297401942270505;-0.3663515641400982;-11.765
26.0;78.47365643457118;0.244308943;5.0;5.0;0.0;0.212094078;0.0;-0.1577627939093574;-0.07098169403135218;-0.35551144911988947;-11.338
27.0;70.28057973121399;0.250406504;5.0;5.0;0.0;0.239434097;0.0;-0.1548511871317404;-0.07032134449098583;-0.34357131469154506;-11.065
28.0;65.93667324039494;0.273170732;5.0;5.0;0.0;0.263729704;0.0;-0.15063460153450534;-0.07185890815613757;-0.3315339425377147;-10.953
29.0;64.01516344096639;0.287804878;5.0;5.0;0.0;0.290651862;0.0;-0.14515655004903028;-0.07612169858376769;-0.31835122664791715;-10.931
30.0;64.96113671060967;0.310569106;5.0;5.0;0.0;0.324379179;0.0;-0.13912541447239557;-0.0833413807376809;-0.3056558050679918;-11.038
31.0;74.1118559067124;0.313414634;5.0;5.0;0.0;0.356733524;0.0;-0.13281153160642892;-0.09259361578893431;-0.2968105981718761;-11.445
32.0;92.11518444455334;0.315853659;5.0;5.0;0.0;0.391296562;0.007357143;-0.1274747927458677;-0.10063268555979167;-0.2921776057386427;-12.185
33.0;109.71976439079972;0.317479675;5.0;5.0;0.0;0.423053964;0.024;-0.1272570315775434;-0.10246727968726069;-0.28619337391714494;-12.898
34.0;131.57108903681444;0.397154472;5.0;5.0;0.0;0.452423591;0.040357143;-0.12926217712341864;-0.10087466272770385;-0.2838284399376353;-13.817
35.0;140.4265950751549;0.426422764;5.0;5.0;0.0;0.470749761;0.062892857;-0.12741691013855252;-0.09541718836879878;-0.2770318047103769;-14.216
36.0;141.9407691485037;0.433333333;5.0;5.0;0.0;0.487106017;0.081535714;-0.124857766389798;-0.09112394044440494;-0.27099963454850634;-14.325
37.0;139.44719093002215;0.49796748;5.0;5.0;0.0;0.50752149;0.089785714;-0.12372873969349325;-0.08991369852522059;-0.2692883875898731;-14.334
38.0;134.4420815222646;0.515853659;5.0;5.0;0.0;0.536174785;0.083178571;-0.12371306722823255;-0.09099363567068826;-0.27075425171040385;-14.194
39.0;131.92149598093286;0.565447154;5.0;5.0;0.0;0.562977555;0.061142857;-0.12675862172811844;-0.09552467713701725;-0.2782053371924281;-14.143
40.0;130.33141349528663;0.656910569;5.0;5.0;0.0;0.59354107;0.0325;-0.13239598144287001;-0.10379952391831303;-0.2911052580601335;-14.152
41.0;134.39829132716636;0.759756098;5.0;5.0;0.0;0.63019341;0.0105;-0.14179272864682277;-0.11693446197040251;-0.31038684356589585;-14.371
42.0;158.06299264544066;0.81097561;5.0;5.0;0.0;0.669412607;0.00125;-0.1591541311544074;-0.13711418549097465;-0.33929909365033795;-15.213
43.0;160.92998859568027;0.885365854;5.0;5.0;0.0;0.695737822;0.0;-0.17048668132807504;-0.15308272230712958;-0.36228797745437535;-15.359
44.0;143.6880702974898;0.910162602;5.0;5.0;0.0;0.707020057;0.0;-0.17340271180444583;-0.15934282268667105;-0.3757026223371927;-14.772
45.0;125.44491056232133;0.912195122;5.0;5.0;0.0;0.716571156;0.0;-0.1742367336622686;-0.15770495992859765;-0.3852092491643422;-14.127
46.0;109.36267335265323;0.914634146;5.0;5.0;0.0;0.718600764;0.0;-0.17402879697359866;-0.1487611258909461;-0.3915603653782281;-13.549
47.0;92.86457887150424;0.917073171;5.0;5.0;0.0;0.718600764;0.0;-0.17143699639092858;-0.13370705318893553;-0.39264351762646627;-12.952
48.0;76.49421593996942;0.915853659;5.0;5.0;0.0;0.72086915;0.0;-0.17281989431900574;-0.11605497764392347;-0.3879628344112369;-12.347
49.0;49.59120762757731;0.256910569;5.0;5.0;0.0;0.098436008;0.0;-0.15270096725385665;-0.06414705419453048;-0.32634430761954825;-10.096
50.0;43.79070548373383;0.280081301;5.0;5.0;0.0;0.122492837;0.0;-0.14936451781377988;-0.06375954069959963;-0.31599288046133417;-9.897
51.0;41.05308842099972;0.319512195;5.0;5.0;0.0;0.149414995;0.0;-0.14532940630501165;-0.06544406950418677;-0.3060012823678156;-9.848
52.0;41.925521012555365;0.304471545;5.0;5.0;0.0;0.173650907;0.0;-0.14008500179208924;-0.06979861453243283;-0.29540596813788733;-9.91
53.0;48.65547720826342;0.327235772;5.0;5.0;0.0;0.187798472;0.004821429;-0.1354615579291957;-0.07811441279468458;-0.2890229219137705;-10.26
54.0;65.85340036445244;0.314227642;5.0;5.0;0.0;0.191260745;0.043071429;-0.13085277493666816;-0.08940236701298186;-0.2879378378636776;-11.008
55.0;87.60107750993431;0.359756098;5.0;5.0;0.0;0.189171442;0.136821429;-0.12590951642468798;-0.09916209484701001;-0.2888013066576856;-11.991
56.0;100.0496620128537;0.375609756;5.0;5.0;0.0;0.20910936;0.258392857;-0.12452087192831583;-0.10062718279545485;-0.28289187847097114;-12.626
