Timestep;Price;G_WindOffshore;G_MidMerit;G_Baseload;G_Peak;G_WindOnshore;G_SolarPanels;G_TypeC;G_TypeA;G_TypeB;Demand
1.0;74.14254981516422;0.786833856;5.0;5.0;0.0;0.508571429;0.0;-0.15925852258332462;-0.06979492431391648;-0.3559299036939716;-12.007
2.0;61.8657262639308;0.752351097;5.0;5.0;0.0;0.520816327;0.0;-0.1572269804856741;-0.06752153093389858;-0.34347039518342304;-11.509
3.0;53.53485417944555;0.787878788;5.0;5.0;0.0;0.493061224;0.0;-0.15361095398302488;-0.06661998683566356;-0.3305828619908366;-11.185
4.0;48.37776688901855;0.786833856;5.0;5.0;0.0;0.510204082;0.0;-0.14865929986302992;-0.06762997761028001;-0.31702890349226326;-10.994
5.0;51.94479533925356;0.785788924;5.0;5.0;0.0;0.423673469;0.0;-0.14237475415321196;-0.07211360201039023;-0.3055406918698868;-11.076
6.0;65.27743641500138;0.778474399;5.0;5.0;0.0;0.471020408;0.0;-0.13746461885224656;-0.08187583282474593;-0.302182938251614;-11.672
7.0;107.24027157126984;0.743991641;5.0;5.0;0.0;0.497959184;0.0;-0.13758506848414778;-0.09795557147693625;-0.3102649293518959;-13.253
8.0;176.31477571750045;0.71368861;5.0;5.0;0.13440349467053855;0.439183673;0.0;-0.1523519073623751;-0.11441409833675228;-0.31814401985669083;-15.571
9.0;201.12005440420427;0.742946708;5.0;5.0;3.369782196274726;0.435918367;0.000386997;-0.15654261546471399;-0.1202034649534273;-0.32210723120972634;-16.964
10.0;207.26427095552899;0.5830721;5.0;5.0;4.671789071194879;0.383673469;0.015866873;-0.1518106077466098;-0.11416341376645878;-0.3117813626728588;-17.35
11.0;205.11274543785996;0.789968652;5.0;5.0;4.188838013263193;0.336326531;0.066756966;-0.1456565597220899;-0.10560488134456777;-0.29929095088359836;-17.376
12.0;200.4723805119339;0.747126437;5.0;5.0;3.248083282509686;0.463673469;0.124613003;-0.1397537641420828;-0.09887116337002146;-0.2875675073977282;-17.145
13.0;193.63613238789478;0.760710554;5.0;5.0;2.0610111353797356;0.479183673;0.159636223;-0.1351488722854123;-0.09518731022064415;-0.2788612383144475;-16.743
14.0;193.00157679281395;0.784743992;5.0;5.0;1.9588754018949703;0.453061224;0.192627709;-0.1363219746098598;-0.09692059838710955;-0.2813406611069413;-16.727
15.0;192.34917812498958;0.785788924;5.0;5.0;1.860886225277206;0.48;0.198916409;-0.13998716393454813;-0.10184333554908627;-0.2889911232080377;-16.705
16.0;196.03457261438018;0.785788924;5.0;5.0;2.448733797011909;0.49877551;0.136900155;-0.14752756945259723;-0.11150998338259911;-0.3040771516413692;-16.865
17.0;202.93764622935223;0.779519331;5.0;5.0;3.731229916424655;0.49877551;0.056888545;-0.15922803569143015;-0.12675200020766367;-0.3273966232956887;-17.257
18.0;215.2984770654637;0.775339603;5.0;5.0;5.0;0.417142857;0.015092879;-0.17746253883444543;-0.14882276115250148;-0.3617034354513013;-18.138
19.0;208.14218353729927;0.773249739;5.0;5.0;4.866339012964609;0.440816327;0.0;-0.1819345275378186;-0.15979623516976996;-0.37357321437232416;-17.525
20.0;202.22670613794372;0.774294671;5.0;5.0;3.582162585790734;0.351020408;0.0;-0.1851198011478418;-0.16503785506397245;-0.3807683029237762;-16.862
21.0;189.5023023053138;0.773249739;5.0;5.0;1.4363312484895183;0.28;0.0;-0.18365995154192083;-0.1601616948248914;-0.3798695155288105;-15.922
22.0;161.50535313152662;0.785788924;5.0;5.0;0.0;0.419591837;0.0;-0.17991439118121574;-0.14873264611248085;-0.3820753040056736;-14.977
