agent;weigthed_obj
TypeB;-1300.2753338251177
TypeC;-66.40274407657257
WindOffshore;-1085.2421788401261
GasTurbine;-2354.0523214700806
TypeA;-1300.3635984775283
Baseload;-3571.270677654422
Peak;-0.0013008375244680792
WindOnshore;-600.4941660434542
TypeD;-66.26107330514994
SolarPanels;-368.29806286757594
