agent;weigthed_obj
TypeB;-202.75456477314208
TypeC;17.717659461039375
WindOffshore;-1242.033473041025
GasTurbine;-2768.046771536756
TypeA;-572.4149307443957
Baseload;-4006.908709944808
Peak;-0.04655811460543191
WindOnshore;-681.4808515522163
TypeD;17.719252929309164
SolarPanels;-405.5106737548631
