agent;weigthed_obj
TypeB;-214.64695109873784
TypeC;6.598281857556486
WindOffshore;-1092.5099389716488
GasTurbine;-2392.9670238090184
TypeA;-585.4585498109652
Baseload;-3612.0861375079257
Peak;-0.013180468344216933
WindOnshore;-612.0086710735741
TypeD;6.597147505794169
SolarPanels;-371.1599673280707
