Timestep;total_gen;total_demand;total_cons;PV_cons;tot_SOC;tot_charging;tot_discharging
1.0;12.589872071384606;-11.925;-0.6647491278519043;0.0;0.0;2.3258578667452704e-5;0.0
2.0;12.190035142153143;-11.547;-0.6429087916476828;0.0;2.0932720800707433e-5;2.1069541427792304e-5;0.0
3.0;11.923293805084063;-11.302;-0.6211726958453683;0.0;3.989321481364044e-5;1.7641469355811974e-5;1.471414812792658e-5
4.0;11.871012215237172;-11.26;-0.610887952983502;0.0;3.517414202601139e-5;1.576684348276114e-5;1.53212761856212e-5
5.0;11.964765640389873;-11.355;-0.6096344333449402;0.0;3.2337143540048044e-5;1.602101938845632e-5;1.5361472225884143e-5
6.0;12.477046367156634;-11.845;-0.6319038913975557;0.0;3.205939191876514e-5;1.6214810796795986e-5;1.5274302017783758e-5
7.0;13.635646655602919;-12.951;-0.6844857354484317;0.0;3.205293612692828e-5;1.642392732708335e-5;1.4865125840650592e-5
8.0;15.401865230878936;-14.665;-0.7368253343084442;1.3983212717080622e-7;3.268932605474388e-5;1.5477306079237047e-5;1.547661255535986e-5
9.0;16.849549783118416;-16.079;-0.770509038800637;9.873198118555294e-6;3.179426353749471e-5;1.5736042851100062e-5;1.520448916111713e-5
10.0;17.05269774925214;-16.317;-0.7356576576577833;4.524333158792585e-5;3.143451294811034e-5;1.5776233749983768e-5;1.5074255166789477e-5
11.0;16.618962361518275;-15.94;-0.6789229138621228;0.00011506375790243606;3.125567458092209e-5;1.5676314474959965e-5;1.5136558057016507e-5
12.0;15.881977418394442;-15.256;-0.6259364472486264;0.00022244857489321388;3.091770131646353e-5;1.545906294192983e-5;1.5324676751078717e-5
13.0;15.298592200656223;-14.688;-0.6104404886557163;0.0003298676622842441;3.0175214698424032e-5;1.636141834960593e-5;1.4622832198899485e-5
14.0;15.101428314716918;-14.491;-0.6102759756298457;0.00035726763926701663;3.102474947615404e-5;1.6200247607524678e-5;1.4706123094926262e-5
15.0;15.229804580248828;-14.592;-0.6376452487603089;0.00026464434904271614;3.163660019250334e-5;1.6355080500085383e-5;1.4608902495977503e-5
16.0;15.779664581025024;-15.098;-0.6816244337147731;0.00012426467181480964;3.249576221480652e-5;1.5423969021428584e-5;1.533950916470282e-5
17.0;16.58598619055822;-15.817;-0.7689447125764091;3.761560499314839e-5;3.170505280264372e-5;1.5711043903322884e-5;1.5118477649453762e-5
18.0;17.79865963377254;-16.907;-0.8916166594672782;0.0;3.141838042762603e-5;1.5783144597873837e-5;1.4999004032368769e-5
19.0;17.26561631350742;-16.335;-0.9305727383885074;0.0;3.132937580836942e-5;1.5788019217297193e-5;1.496555273436163e-5
20.0;16.52326190719941;-15.579;-0.9442181569085275;0.0;3.128193535595261e-5;1.5762987040683893e-5;1.4982607831254047e-5
21.0;15.880503067449167;-14.939;-0.9414596076810309;0.0;3.1193020580970844e-5;1.5652620839096304e-5;1.5099549823626612e-5
22.0;14.995420212617967;-14.095;-0.9003776959804001;0.0;3.08748495689571e-5;1.5197138681646694e-5;1.5586152776169156e-5
23.0;14.03010417005119;-13.195;-0.8350636795084878;0.0;2.960610648507039e-5;1.4133153784919786e-5;1.6632052259661736e-5
24.0;13.360326889356607;-12.566;-0.7941572817682305;0.0;2.621779333122392e-5;1.7425322732746713e-5;1.3888072738352166e-5
25.0;12.407432391395428;-11.765;-0.6423662935962933;0.0;0.0;2.2268000245110702e-5;0.0
26.0;11.966955624510144;-11.338;-0.6287843587600539;0.0;2.004120022059963e-5;2.0396152026009087e-5;0.0
27.0;11.672457374865278;-11.065;-0.6072873490508391;0.0;3.839573292398575e-5;1.7586073699558247e-5;1.4131253495291196e-5
28.0;11.546534577052524;-10.953;-0.5933627927093765;0.0;3.427461449684556e-5;1.5919857656770325e-5;1.5013631860611454e-5
29.0;11.517153503974425;-10.931;-0.585976371595178;0.0;3.1917245748032004e-5;1.598883593490477e-5;1.5273661408078735e-5
30.0;11.626079443066775;-11.038;-0.5878940512052833;0.0;3.170813858367126e-5;1.610605988549057e-5;1.5353200492718483e-5
31.0;12.049028353148534;-11.445;-0.6038327145824381;0.0;3.151617712484332e-5;1.6139614909198947e-5;1.528033104951062e-5
32.0;12.812210911809052;-12.185;-0.6270060767667456;9.601793449780264e-6;3.1435400431507546e-5;1.6150778401169347e-5;1.5195888686253704e-5
33.0;13.531385158352858;-12.898;-0.6331773083108325;3.159423397937694e-5;3.145850380667777e-5;1.6191824756818645e-5;1.5096152869580888e-5
34.0;14.44967477542518;-13.817;-0.6329926240737866;5.410049193156564e-5;3.1629364165675654e-5;1.607330893875339e-5;1.5174793680857089e-5
35.0;14.821307979842;-14.216;-0.6052309623100499;8.715151737769764e-5;3.160616452318317e-5;1.5687769934124198e-5;1.542133386066568e-5
36.0;14.926892706882438;-14.325;-0.6016955767873814;0.0001190180677707267;3.096204856336803e-5;1.6210479090538182e-5;1.5047704416317389e-5
37.0;14.929168880836187;-14.334;-0.5949729210605157;0.00014048573583903433;3.120357908297508e-5;1.6139372115431173e-5;1.5111908567312282e-5
38.0;14.791239215888366;-14.194;-0.5970424400111496;0.0001406960308488505;3.130975122638402e-5;1.6115586992377554e-5;1.5164627460209027e-5
39.0;14.760405760824904;-14.143;-0.6172043350478577;0.00011112855630562629;3.133592959416732e-5;1.6106281357884793e-5;1.517347935445355e-5
40.0;14.8068116864813;-14.152;-0.6546012023732541;6.213233590740482e-5;3.1343894835020875e-5;1.6104146175275386e-5;1.5175467543312098e-5
41.0;15.087499754363483;-14.371;-0.7162745274713251;2.0441751613095394e-5;3.134772851627014e-5;1.6103847237359877e-5;1.5175806877592069e-5
42.0;16.036477065990855;-15.213;-0.8232281971679961;2.3897052272078773e-6;3.1350915731938435e-5;1.6101605602518542e-5;1.5177634083774421e-5
43.0;16.257665473100545;-15.359;-0.8983988292379886;0.0;3.13500549284365e-5;1.6096678939354298e-5;1.5181470352253391e-5
44.0;15.691732902640265;-14.772;-0.9194624436092027;0.0;3.13404976936349e-5;1.6078817833251307e-5;1.5198200857981205e-5
45.0;15.041327173366197;-14.127;-0.914059315544026;0.0;3.129627696825536e-5;1.6010988574406713e-5;1.526930234989813e-5
46.0;14.437218499694419;-13.549;-0.8879611051360803;0.0;3.1112012674302786e-5;1.5787396876908595e-5;1.552282909177155e-5
