Consumer;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
TypeC;1.886434071884935e-5;1.4400270007541849e-5;3.8857543563697305e-5;2.3290073438708703e-5;1.0116296204287778e-5;2.0602177857043102e-5;4.276222137722385e-5;6.693366020105174e-6;2.032485746417123e-5
TypeA;1.9969883137349598e-5;1.5074553957106218e-5;4.1300856951309584e-5;2.4449281230687347e-5;1.0896701237328443e-5;2.165489927463682e-5;4.568323952724995e-5;7.393718028936291e-6;2.149609617951853e-5
TypeD;1.8713068716813552e-5;1.4271439065183245e-5;3.86303932908838e-5;2.3149558762369793e-5;9.934654089605033e-6;2.0439594886845214e-5;4.2710205353735375e-5;6.57520546054613e-6;2.028699548928259e-5
TypeB;1.9321838431451965e-5;1.4490112553389167e-5;4.0624389901822155e-5;2.3798774375194398e-5;1.0207527164851626e-5;2.114483463699912e-5;4.5055628172363527e-5;6.510462824849128e-6;2.0849628418417865e-5
