Consumer;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
TypeC;39.909804998770866;53.31851171033234;30.701814335293097;61.069977856401145;71.62133345038187;44.2096703078318;79.49484056701094;92.03982739676096;67.41043788301855
TypeA;1250.1258672843678;1272.6951266839621;1234.850550431101;1288.028126745634;1306.9157970916237;1259.3357249696473;1323.7221942578096;1344.150762207186;1305.1512915751812
TypeD;39.80912725486779;53.22029862814047;30.600402287672402;61.016281138268646;71.56257168201891;44.158634101141175;79.43057678139886;91.97426143607686;67.34947867541189
TypeB;1250.0254003098505;1272.5970709278922;1234.74938253041;1287.9745753484397;1306.8571024177227;1259.2849043267804;1323.6579525101906;1344.0852040496625;1305.090382718361
