Consumer;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
TypeC;8.583141526463468;5.991915459222063;8.443028945796996;49.340820351972276;42.77611736575794;65.12602979107608;1.0291143134984715e-5;8.95276233882743e-6;7.415709707554934
TypeA;13.276281749231623;11.155988027171212;12.715170149899418;53.7959216573175;47.38984768640437;69.47995208390064;8.13329106006978e-6;5.4442118494925475e-6;7.25734168981633
TypeD;8.165653732546856;5.723335906302695;7.9023216093088875;49.56918922604694;43.08317189292581;65.23577582549507;4.53187235413573e-5;3.739529083782331e-5;7.313968526152066
TypeB;10.540603337271268;8.045115092178781;10.298706375446516;51.2290898217495;44.64647293980703;67.14388953876426;2.155126207921015e-5;1.4882878922936018e-5;7.438243203905821
