Timestep;Price;G_WindOffshore;G_GasTurbine;G_Baseload;G_Peak;G_WindOnshore;G_SolarPanels;G_TypeC;G_TypeA;G_TypeD;G_TypeB;Demand;Total_PV
1.0;0.039996307123663276;4.546747929833496;0.18018117322948346;4.999999813913657;0.0;3.0026264718450353;0.0;-0.20061438392510691;-0.20189228364261091;-0.20056586877350582;-0.20152275592326266;-11.925;0.0
2.0;0.009999878643866917;4.560975195002885;0.0;4.851067303617052;0.0;2.911890278276195;0.0;-0.1942001405323112;-0.19446150118725655;-0.19398980115319914;-0.19428898305044093;-11.547;0.0
3.0;0.039996948410486385;3.9471544367111924;0.3188145245783368;4.999999813915094;0.0;2.7799664941693245;0.0;-0.1854991712826994;-0.18667889173535474;-0.18545367717734157;-0.18633904754543704;-11.302;0.0
4.0;0.03999712444353271;3.943089396720871;0.40479924079837426;4.99999981391466;0.0;2.6313275309307986;0.0;-0.17933624268864926;-0.18047518787093425;-0.17929096649670073;-0.18014712641958286;-11.26;0.0
5.0;0.03999737534558674;3.745934927215047;0.9374229828274232;4.999999813915281;0.0;2.3680753845053144;0.0;-0.173656183709681;-0.1747576983375364;-0.17361083792550627;-0.17444003986409;-11.355;0.0
6.0;0.039997449848742456;3.7560975271885413;1.8384878022601183;4.9999998139162045;0.0;1.941857625499748;0.0;-0.17241224427374094;-0.17350527149029984;-0.1723665794193044;-0.17318987276264924;-11.845;0.0
7.0;0.03999726392144747;3.747967447209958;3.41153745721833;4.999999813917662;0.0;1.5063872368641187;0.0;-0.17825889347007254;-0.17938970811534471;-0.17821268750995536;-0.17906373819489;-12.951;0.0
8.0;0.19999887262437477;3.274390242233115;4.999999953982473;4.999999988375717;0.9931636914880779;1.1440424943397802;0.0005357010198776903;-0.184104845129535;-0.19023998481354848;-0.18410229016943358;-0.1887010302607416;-14.665;1.3983212717080622e-7
9.0;0.1999988566738288;3.5223577221745273;4.999999953982532;4.999999988375727;2.3494457055696425;0.942275544660219;0.037499983790258186;-0.19037796670707585;-0.19671702095072324;-0.19037485107788038;-0.19512547279112163;-16.079;9.873198118555294e-6
10.0;0.19999890551535549;3.699186987136749;4.999999953982529;4.999999988375726;2.2865858249266457;0.9058619797170635;0.16874998135862118;-0.1831930192425859;-0.18927476032717538;-0.18318976461782044;-0.18774315189601679;-16.317;4.524333158792585e-5
11.0;0.1999989597920437;3.260162597236689;4.9999999539824795;4.999999988375718;1.8682578678795336;1.0921083994160687;0.4151785504161799;-0.17146182389238984;-0.1771177716156399;-0.17145888156240402;-0.1756841935025319;-15.94;0.00011506375790243606
12.0;0.19999900652447075;3.4247967471967566;4.99999995398243;4.999999988375711;0.3487745749270521;1.3678963640750375;0.7619642657939713;-0.1595923938635156;-0.16479927327000976;-0.15958995184239486;-0.16346493144994106;-15.256;0.00022244857489321388
13.0;0.039998104651102324;3.495934927912271;4.09677628732457;4.999999813919409;0.0;1.6714421543005957;1.0541070123722296;-0.15724121169817964;-0.15806958247410846;-0.15719459669550598;-0.15778075656486912;-14.688;0.0003298676622842441
14.0;0.03999811998795078;3.7113820823068577;3.5760677044942315;4.999999813919326;0.0;1.7753103477790315;1.0560712973147937;-0.15664231999447029;-0.1574532172697582;-0.15659590575741694;-0.15716551113524063;-14.491;0.00035726763926701663
15.0;0.039997909342723306;3.502032487894243;4.275312039138689;4.999999813919275;0.0;1.7368074833342984;0.728035580487995;-0.1621930520305402;-0.1630864867486557;-0.16214656562601307;-0.1627889316116273;-14.592;0.00026464434904271614
16.0;0.19999895970043344;3.4329268271948674;4.999999953982484;4.999999988375719;0.4077321083344046;1.6201050537950128;0.3249999804839174;-0.16950651352196863;-0.17509289825761834;-0.16950391295883663;-0.17367576626333286;-15.098;0.00012426467181480964
17.0;0.1999988788587841;3.5609756071660073;4.99999995398256;4.999999988375731;1.3180780951347755;1.6013013288149707;0.09660712717340704;-0.18727590275991626;-0.19349766611174618;-0.18727272700138445;-0.1919319603491643;-15.817;3.761560499314839e-5
18.0;0.19999884542787383;3.5975609721580852;4.999999953982759;4.9999999883757615;2.598147655945516;1.5726480338457007;0.0;-0.21225191846625335;-0.2193251006713309;-0.2122478835583312;-0.21755067795151234;-16.907;0.0
19.0;0.19999881943640388;3.634146337150291;4.99999995398278;4.999999988375764;1.9503192048797708;1.6335362887808873;0.0;-0.21758558264813038;-0.22483651135180174;-0.21758145154711028;-0.22301751363907166;-16.335;0.0
20.0;0.1999988105688516;3.428861787195824;4.999999953982782;4.999999988375764;1.3328538249734045;1.7078557737041622;0.0;-0.21945080113470838;-0.22676388200508232;-0.21944670015863157;-0.22492936766849658;-15.579;0.0
21.0;0.199998794561733;3.2317073122439206;4.999999953982764;4.999999988375762;0.8811825818564962;1.7233763086884812;0.0;-0.22110029612933768;-0.2284684867718626;-0.22109650725015206;-0.22662039569220618;-14.939;0.0
22.0;0.19999878248951966;2.8089430873630272;4.999999953982677;4.999999988375748;0.48282174824362684;1.6848734437275916;0.0;-0.21724866928172437;-0.2244891092841423;-0.21724599897200078;-0.222673673763471;-14.095;0.0
23.0;0.1999987746437778;2.2865853625421932;4.999999953982598;4.999999988375737;0.18241634777509502;1.576528168841507;0.0;-0.20958233754762215;-0.2165678346962186;-0.20958106971370796;-0.21481722045798393;-13.195;0.0
24.0;0.03999601525507285;2.4817072867591596;4.398067254092952;4.999999813912533;0.0;1.5287726265054964;0.0;-0.21008455310913388;-0.21142414714810637;-0.21003969995240712;-0.21104153800613978;-12.566;0.0
