Timestep;Price;G_WindOffshore;G_GasTurbine;G_Baseload;G_Peak;G_WindOnshore;G_SolarPanels;G_TypeC;G_TypeA;G_TypeB;Demand;Total_PV
1.0;0.040000191471205274;3.6402438999999998;1.4611882272177596;5.0;0.0;2.264615385;0.0;-0.20684083552717242;-0.07952348749766343;-0.4156832464416767;-11.664;0.0
2.0;0.04000003330009049;2.768292685;2.149671389640506;5.0;0.0;1.95903846;0.0;-0.1974878824455602;-0.07662783445006523;-0.3968868312985017;-11.206;0.0
3.0;0.040000016006332975;2.69715447;2.074394444923777;5.0;0.0;1.825384615;0.0;-0.18946653869714492;-0.07570046098347856;-0.38076653754802564;-10.951;0.0
4.0;0.03999995880582811;2.92479675;1.863199364266012;5.0;0.0;1.6853846149999998;0.0;-0.1821260710348136;-0.07724006078843787;-0.3660145829243993;-10.848;0.0
5.0;0.040000008268545155;2.5873983750000003;2.3318764293267975;5.0;0.0;1.628846155;0.0;-0.17628473527020805;-0.0825608307624298;-0.3542753959803409;-10.935;0.0
6.0;0.039999930954477445;3.4247967499999996;1.8111410525150256;5.0;0.0;1.7923076900000001;0.0;-0.17503890848612996;-0.09343485899089421;-0.35177169978201317;-11.408;0.0
7.0;0.039999991664045643;3.67886179;2.5778056778364054;5.0;0.0;1.95096154;0.0;-0.1820738246696344;-0.1106455636200876;-0.36590961653313075;-12.549;0.0
8.0;0.03999998750128018;4.24796748;3.44827328026092;5.0;0.0;2.1436538450000002;0.0;-0.1932212294558171;-0.12836106913641707;-0.3883123023975176;-14.13;0.0
9.0;0.0399999872981085;4.349593495;4.245839131279533;5.0;0.0;2.475576925;0.0007499999999999999;-0.19785155225251186;-0.1352903039083739;-0.3976176906637722;-15.341;2.770533019759216e-7
10.0;0.03999998772776807;4.3902439;4.342040555330048;5.0;0.0;2.7725;0.017750000000000002;-0.1933543936540377;-0.12960171851042626;-0.3885783387685865;-15.811;6.6282735095589325e-6
11.0;0.03999998571406489;4.38211382;3.9748535589033898;5.0;0.0;3.016346155;0.0555;-0.1845833689870241;-0.11928227437355235;-0.37094788545120577;-15.754;2.1142855225494103e-5
12.0;0.039999990011020024;4.37195122;3.7336829133505502;5.0;0.0;3.153653845;0.08875;-0.17885772644473363;-0.11274254947288344;-0.359437698792661;-15.697;3.4903965867035055e-5
13.0;0.03999999066947849;4.296747965;3.490797717385228;5.0;0.0;3.297884615;0.111;-0.17556314994541178;-0.1100534084522654;-0.3528137356062294;-15.558;4.5596543912566484e-5
14.0;0.03999999035780623;4.2865853650000005;3.094881041691537;5.0;0.0;3.4107692299999997;0.120875;-0.17409226073581022;-0.1101626910775085;-0.34985568149788565;-15.279;5.220780065560656e-5
15.0;0.03999999150449133;4.01422764;3.0448270121035415;5.0;0.0;3.459423075;0.115875;-0.1756507383372785;-0.11371467406503594;-0.3529873117795199;-14.992;5.2482165281934044e-5
16.0;0.03999998892484772;4.024390245;3.1222305902916845;5.0;0.0;3.5175;0.09287500000000001;-0.18438529868725043;-0.124067379690856;-0.37054315319271997;-15.078;4.352376639692422e-5
17.0;0.03999999244248941;4.31097561;3.11227756221155;5.0;0.0;3.62096154;0.05875;-0.19817019796127622;-0.14054396893945814;-0.39825054282769207;-15.366;2.7875244559831018e-5
18.0;0.03999999686255133;4.31097561;3.9069249403741217;5.0;0.0;3.78480769;0.02175;-0.2214167441433308;-0.16606806782423938;-0.44497342743723023;-16.192;1.0192645158902843e-5
19.0;0.04000000158994401;4.31300813;3.700463863269011;5.0;0.0;3.8930769250000004;0.00025;-0.23250720741014053;-0.18202730979303886;-0.4672644017253549;-16.025;1.1323013005811012e-7
20.0;0.04000000467444831;4.300813010000001;3.080858081849782;5.0;0.0;3.92346154;0.0;-0.23638233255206734;-0.18769813089301948;-0.47505217006107714;-15.406;0.0
21.0;0.04000002944080704;4.290650405;2.3282678498004836;5.0;0.0;3.8728846150000003;0.0;-0.2353849302431064;-0.18237027737400222;-0.473047672794429;-14.601;0.0
22.0;0.040000130745578455;4.31707317;1.511104916530429;5.0;0.0;3.8074999999999997;0.0;-0.23121675370923392;-0.1677902768997251;-0.4646710895362552;-13.772;0.0
23.0;0.03999813383428008;4.31504065;0.6823589108566991;5.0;0.0;3.72403846;0.0;-0.22323765960826306;-0.1465627923386394;-0.44863661067681976;-12.903;0.0
24.0;0.03997971878985321;4.327235770000001;0.05349860092206614;5.0;0.0;3.5638461550000002;0.0;-0.21454683120020568;-0.12485929162922055;-0.4311701860567877;-12.174;0.0
25.0;0.03999962379632759;3.518292685;1.05443684335837;5.0;0.0;1.491346155;0.0;-0.18397074831119145;-0.07138315285364649;-0.36972173537030906;-10.439;0.0
26.0;0.03999757920061635;3.654471545;0.6904071553659582;5.0;0.0;1.4334615400000001;0.0;-0.17609268649498436;-0.07035706160921115;-0.3538893767177953;-10.178;0.0
27.0;0.040000452175355694;3.0182926850000005;1.2841587857669854;5.0;0.0;1.37346154;0.0;-0.16946726606591314;-0.07187146400331478;-0.340574451573874;-10.094;0.0
28.0;0.04000041479870501;3.0020325199999998;1.3295343801319963;5.0;0.0;1.350576925;0.0;-0.1630654169970123;-0.07636973662424383;-0.327708818266344;-10.115;0.0
29.0;0.03999997433295071;2.67886179;1.9728990094347945;5.0;0.0;1.322115385;0.0;-0.15969540347363476;-0.08524459127773665;-0.32093618215966613;-10.408;0.0
30.0;0.03999999629866426;3.085365855;2.532738405965991;5.0;0.0;1.2886538450000002;0.0;-0.1641406717999309;-0.09974767814801462;-0.3298697542913036;-11.313;0.0
31.0;0.0399999901816396;2.892276425;3.6506044065465617;5.0;0.0;1.25076923;0.010875;-0.16671950730772708;-0.1107541035364267;-0.3350514473342179;-12.192;3.996740330652364e-6
32.0;0.03999998906503572;2.5995934949999997;4.07537218817946;5.0;0.0;1.206923075;0.14225;-0.1603282233926799;-0.10961498442165167;-0.3221955465832003;-12.432;5.2547776274766456e-5
33.0;0.03999998934609282;2.142276425;3.478025997747161;5.0;0.0;1.12596154;0.5365;-0.14371753795885991;-0.0962682861023914;-0.2887781348752913;-11.754;0.00020034190072554183
34.0;0.03999999870640407;1.6971544699999999;2.2591270780525035;5.0;0.0;0.97596154;1.102625;-0.12393590077624358;-0.07996241774919481;-0.24896976933601186;-10.582;0.00042004758095514293
35.0;0.03999992600398809;1.4268292699999998;1.070254621121996;5.0;0.0;0.85730769;1.680625;-0.10971723000625784;-0.06896596943976026;-0.22033343444285133;-9.636;0.0006609631282849103
36.0;0.03999835446283522;1.079268295;0.6191525766008523;5.0;0.0;0.766923075;2.080125;-0.10337313997952018;-0.06456411525412444;-0.20753070577303545;-9.17;0.0008544730712263726
37.0;0.03999994912025826;0.723577235;0.575488929766243;5.0;0.0;0.708846155;2.2792499999999998;-0.10148909474653224;-0.06396814879736765;-0.20370455190341105;-8.918;0.00098444367854636
38.0;0.040019246565860055;0.67682927;0.3084701594886159;5.0;0.0;0.668846155;2.47175;-0.10239530706894186;-0.06602353553832335;-0.20548356347903474;-8.752;0.0011195062958845347
39.0;0.04000490605886858;0.784552845;0.4921681196876146;5.0;0.0;0.684423075;2.433625;-0.10979721560739014;-0.07362458267294571;-0.22034834679388207;-8.991;0.0011404632678085028
40.0;0.04000019114057892;0.6321138199999999;1.4520783713917331;5.0;0.0;0.83423077;2.193375;-0.12431291937950108;-0.08793957573761756;-0.24954551997558938;-9.65;0.001040695566577351
41.0;0.04000000426932909;0.80894309;2.525513266943984;5.0;0.0;1.00769231;1.9417499999999999;-0.14664511010217424;-0.10979052992815432;-0.2944630279110179;-10.733;0.0009099571833241194
42.0;0.040000001955967;0.82520325;3.5106941296258474;5.0;0.0;1.105;1.63525;-0.1659858421380653;-0.1297807888185619;-0.33338074932168377;-11.447;0.0007406382807100983
43.0;0.04000000684098812;0.910569105;4.756983296509211;5.0;0.0;0.992115385;1.2666250000000001;-0.1873344731874452;-0.14861871051246525;-0.37633960508695663;-12.214;0.0005470751231057512
44.0;0.1999999978337143;0.973577235;5.0;5.0;1.0151238219319025;0.875;0.74525;-0.20026372283772967;-0.15922249934904928;-0.4104648340838716;-12.839;0.00030613355271027175
45.0;0.20000000255634146;0.766260165;5.0;5.0;1.876584350966113;0.767884615;0.289875;-0.20965761908786748;-0.1561758945736042;-0.4297706180852173;-12.905;0.00011400323499387931
46.0;0.19999999991201683;0.63414634;5.0;5.0;1.7101663697640825;0.6525000000000001;0.023375;-0.20520340393736183;-0.13831943354671458;-0.4206648722518036;-12.256;8.904761097223868e-6
47.0;0.20000000115273836;0.61585366;5.0;5.0;1.2166596015349183;0.5432692299999999;0.0;-0.19870570658769923;-0.11872914097133429;-0.40734764434392523;-11.651;0.0
48.0;0.20000000105745272;0.6300813;5.0;5.0;0.5912512325232843;0.432115385;0.0;-0.18882396067173546;-0.07453389206218426;-0.38709006512586663;-11.003;0.0
49.0;0.03999998726225214;1.648373985;4.000040389699596;5.0;0.0;0.88730769;0.0;-0.19181324366659303;-0.07442632737792752;-0.3854824893475968;-10.884;0.0
50.0;0.0399999957630266;1.792682925;3.637625224315698;5.0;0.0;0.85846154;0.0;-0.18443197219573587;-0.07368912667413363;-0.3706485884469655;-10.66;0.0
51.0;0.039999998464167456;1.43902439;3.896869454194173;5.0;0.0;0.8244230750000001;0.0;-0.1771566731731555;-0.07513267296490941;-0.3560275721461246;-10.552;0.0
52.0;0.03999998929606436;1.76219512;3.507820006508914;5.0;0.0;0.7965384600000001;0.0;-0.16893358263730626;-0.07911813110210028;-0.33950186997753484;-10.479;0.0
53.0;0.03999999398506541;1.729674795;3.6453676226250473;5.0;0.0;0.7780769249999999;0.0;-0.16230389643694718;-0.08663711143212746;-0.3261783339036396;-10.578;0.0
54.0;0.04000002745650036;1.23577236;4.504115413992186;5.0;0.0;0.74846154;0.001625;-0.15839521424664618;-0.096256187437055;-0.31832292066772144;-10.917;5.959410597028394e-7
55.0;0.20000002319185842;1.37398374;5.0;5.0;0.10427913504328305;0.68;0.073375;-0.1542451743000534;-0.10519588725808669;-0.31619682055169174;-11.656;2.6966512345895838e-5
56.0;0.1999999774789192;0.955284555;5.0;5.0;0.4086761586209642;0.631923075;0.28750000000000003;-0.146437585972886;-0.1027732376819613;-0.3001729581163227;-11.734;0.00010620376575743661
57.0;0.03999996942240049;0.62398374;4.796814416651199;5.0;0.0;0.574615385;0.6561250000000001;-0.13632602862299734;-0.09129978113908532;-0.2739127222413576;-11.15;0.00024501272994137207
58.0;0.039999970105533814;0.453252035;3.5470749087184106;5.0;0.0;0.4625;1.1945000000000001;-0.11969027883447578;-0.07720774586732936;-0.24042890890407914;-10.22;0.0004550475777811298
59.0;0.03999999811157801;0.290650405;2.5615527621493936;5.0;0.0;0.37673077;1.719625;-0.10876963812843018;-0.06836404851413491;-0.21842524948508435;-9.553;0.0006763012090602834
60.0;0.03999998808497025;0.13414634;1.9944745740712848;5.0;0.0;0.309423075;2.144875;-0.10377608313205465;-0.06480920012987332;-0.2083337044539519;-9.206;0.0008810710551753697
61.0;0.039999938141435244;0.09552845500000001;1.7971098065133704;5.0;0.0;0.235;2.43025;-0.1044432653111197;-0.06582050735143093;-0.20962446667428256;-9.178;0.0010496629372764247
62.0;0.03999998727288138;0.18089431;1.9737238914654145;5.0;0.0;0.179615385;2.619625;-0.1116896041321993;-0.07202486924672004;-0.22414411066984452;-9.546;0.001186481917813907
63.0;0.04000001413920862;0.12601626;2.3935938543607307;5.0;0.0;0.14826923;2.674625;-0.1208738109349458;-0.08105249368844393;-0.2425780443321394;-9.898;0.0012534024624427824
64.0;0.040000006700270645;0.07317073;3.1237182356555206;5.0;0.0;0.147884615;2.58425;-0.13434720718100074;-0.09501571490582174;-0.26966066062789756;-10.43;0.0012261549064466947
65.0;0.04000001531995613;0.06910569;4.550196174809073;5.0;0.0;0.1575;2.306;-0.1570146829803253;-0.11753099244079186;-0.3152561932145353;-11.493;0.0010806547005255155
66.0;0.1999999978734003;0.12804878;5.0;5.0;0.49870866586179047;0.14596154;1.9147500000000002;-0.16889545137271927;-0.13556406781896738;-0.3460094660205055;-12.037;0.0008672295661150654
67.0;0.19999999962525178;0.142276425;5.0;5.0;1.6859671727300383;0.10923077;1.436875;-0.18773851561734528;-0.15290487577998718;-0.38470597621470437;-12.649;0.0006206087575348474
68.0;0.2000000004501445;0.280487805;5.0;5.0;2.6490926049605257;0.105576925;0.9076249999999999;-0.20516960383991847;-0.1631073521675743;-0.42050537909255997;-13.154;0.00037283390242020853
