Consumer;2018;2021;2022
TypeC;-0.003163353876240141;-0.0022619643745807874;-0.002158095634749444
TypeA;-0.001201838640530563;-0.0008667288548050581;-0.0008515025694577598
TypeB;-0.006339425328165174;-0.004530716968735962;-0.004322666972900692
