Consumer;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
TypeC;0.00011254411400943286;0.00011254411507479011;0.00011254411471701471;2.898710936556703e-5;2.8987109363798232e-5;2.898710936543637e-5;3.73996369775474e-5;3.7399636453070265e-5;3.739963698284036e-5
TypeA;0.00017617914736620628;0.00017617287279837266;0.00017618543148760295;4.9710147742732236e-5;4.971016611337854e-5;4.971013167615105e-5;5.258032451218437e-5;5.258033930338143e-5;5.258031830580171e-5
TypeD;4.89037259512957e-5;4.8903730218266085e-5;4.890372630602053e-5;8.580539833828375e-6;8.580539832284393e-6;8.580539829366342e-6;7.175403015408979e-6;7.1754030113288825e-6;7.175403007338497e-6
TypeB;0.00022640618087990837;0.00022639592712712372;0.00022641643799073307;3.526745849322083e-5;3.52674698854806e-5;3.5267430679270905e-5;3.4661585308391936e-5;3.4661603479006946e-5;3.4661567113608447e-5
