Consumer;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
TypeC;147.41132259042428;147.41132259042044;147.41132259042237;148.21040685867297;148.21040685866762;148.2104068586623;148.88893362086478;148.88893362081615;148.88893362084627
TypeA;737.0679121029989;737.067912171622;737.067912034273;741.119098169469;741.1190992141745;741.1190971246307;744.5031026401898;744.5031036225405;744.5031016578312
TypeD;147.41090088021681;147.41090088031422;147.41090088022548;148.20944540745475;148.20944540752794;148.20944540755687;148.88641353557824;148.88641353557028;148.88641353556773
TypeB;368.53197195066525;368.53197203654184;368.53197186474137;370.5423427227059;370.54234410569387;370.54234133912183;372.23311955014896;372.2331209077991;372.2331181922837
