iteration;primal_EOM;dual_EOM;rho_EOM;primal_cfd;dual_cfd;rho_cfd;zeta_cfd;imbalance_cfd
1;551.0035477810175;0.0;0.11000000000000001;34.99999999966694;0.0;1.1;-0.3499999999966694;34.99999999966694
2;367.43424040294167;7.90843284403111;0.12100000000000002;35.00000025330289;1.1067971890690869;1.2100000000000002;-0.7350000027830013;35.00000025330289
3;269.87394702889117;5.958530829986651;0.13310000000000002;35.00000055379822;1.2174769184287764;1.3310000000000004;-1.15850000948396;35.00000055379822
4;204.63559186451278;4.97042479045915;0.14641000000000004;35.00000078130662;1.3392246189770571;1.4641000000000006;-1.624350019883151;35.00000078130662
5;156.28041067772978;4.395108177111135;0.16105100000000006;34.999998902271905;1.473147001791453;1.6105100000000008;-2.1367850038113145;34.999998902271905
6;120.06903240032115;3.8637957635011855;0.17715610000000007;35.00000177748562;1.6204618350868822;1.771561000000001;-2.7004635324378983;35.00000177748562
7;96.13224081810033;3.2190469585194332;0.1948717100000001;35.00000194152783;1.782508026946978;1.9487171000000014;-3.3205099168332484;35.00000194152783
8;81.60780806815706;2.65490020296758;0.2143588810000001;35.00000075427977;1.9607587631382053;2.1435888100000016;-4.002560916532028;35.00000075427977
9;73.4219479879291;2.1730257307664;0.23579476910000013;35.000002064347335;2.1568347201769567;2.357947691000002;-4.752817044283147;35.000002064347335
10;68.99119102103454;1.7776708515921813;0.25937424601000014;35.000000753553074;2.3725181033435003;2.5937424601000023;-5.578098753901536;35.000000753553074
11;66.41998354894395;1.490104448645632;0.28531167061100016;35.000003401096265;2.6097701110992757;2.853116706110003;-6.485908703152214;35.000003401096265
12;64.55127379681821;1.3048128033066333;0.3138428376721002;35.00000229334107;2.8707470313519377;3.1384283767210035;-7.484499615722412;35.00000229334107
13;62.80620599698848;1.2104280555406584;0.3452271214393102;34.999975363871975;3.1578193056493444;3.4522712143931042;-8.58294877438753;34.999975363871975
14;60.86597529826143;1.2438620388334956;0.37974983358324127;28.23240640150488;16.438410892579707;3.4522712143931042;-9.557608013717159;28.23240640150488
