Consumer;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
TypeC;-0.0034134862280057665;-0.003281577595817872;-0.0032239239271873903;-0.0032642719670181305;-0.003487210521844157;-0.003986569767921568;-0.004873057927847761;-0.02792969956112207;-0.029538258853145746
TypeA;-0.009113048001278212;-0.008681376385994345;-0.008283288262636702;-0.007901322140955451;-0.007643103368149925;-0.0076649760987463665;-0.0082287369687527;-0.045099789498235565;-0.04633922578770382
TypeD;-0.0034146328768453675;-0.0032828095007025166;-0.003225358299608393;-0.003265778304604777;-0.0034886870193131746;-0.003988048507089369;-0.00487451684507431;-0.02793080172959315;-0.029539745123268978
TypeB;-0.009110949969825302;-0.00867928515080715;-0.008281246121509182;-0.007899295607151387;-0.0076415139370586945;-0.007662937855148398;-0.008226689166587739;-0.045099058251141695;-0.04633838257324382
