VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
1185.2202321282125,2601.444010720923,3819.7299675105146,0.1233082467467564,569.1763920402042,358.2942400749993
