CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
929.2687281344356,2140.6280429749886,3341.1756327892112,0.0013876484005356177,515.0046495542804,326.31735992044497
