Timestep;total_gen;total_demand;total_cons;PV_cons;tot_SOC;tot_charging;tot_discharging
1.0;12.730079306094181;-11.925;-0.8047264802493558;0.0;0.0;4.454830532457091e-6;0.0
2.0;12.324063566724735;-11.547;-0.7774212090993553;0.0;4.009347479211381e-6;9.940942802654153e-6;0.0
3.0;12.046243425278618;-11.302;-0.7441035229047719;0.0;1.29557950668522e-5;2.5168443708928252e-6;2.3082711788902032e-7
4.0;11.979393020891159;-11.26;-0.7193817262951516;0.0;1.4963153280075275e-5;2.4700030117669096e-6;2.386683338486355e-7
5.0;12.051576265266215;-11.355;-0.6965959961402247;0.0;1.6919480551621592e-5;2.5092549662591838e-6;2.3646775514265775e-7
6.0;12.536606371170707;-11.845;-0.6916056499639747;0.0;1.8913389359716608e-5;2.906791960124626e-6;2.8114428775454285e-7
7.0;13.666058212794162;-12.951;-0.7150576621857584;0.0;2.121524147961873e-5;4.666667781145465e-6;3.868970739698105e-7
8.0;15.412157995931462;-14.665;-0.747157886670095;1.3983212717080622e-7;2.4983248557432873e-5;5.632421259261985e-8;4.65161721437649e-6
9.0;16.85160659439503;-16.079;-0.7726056781451728;9.873198118555294e-6;1.9862991689056476e-5;4.8255823998064585e-8;3.353572382703199e-6
10.0;17.060411784488778;-16.317;-0.7434108405428966;4.524333158792585e-5;1.617825733182436e-5;4.929184681474897e-8;3.276158648860074e-6
11.0;16.635732649150512;-15.94;-0.6957317992274508;0.00011506375790243606;1.2580839128388682e-5;6.024054326288104e-8;4.5491285654308776e-6
12.0;15.903454344110564;-15.256;-0.6474548703590047;0.00022244857489321388;7.579223475164658e-6;7.289195698744815e-8;5.901279422990098e-6
13.0;15.318424097480623;-14.688;-0.6304231811603745;0.0003298676622842441;1.087104414125602e-6;8.998002499392617e-6;1.823749883889128e-7
14.0;15.118994789394062;-14.491;-0.6279941559391113;0.00035726763926701663;8.982572313825285e-6;8.719533922737134e-6;1.533227980456855e-8
15.0;15.242352683859592;-14.592;-0.6503518031351216;0.00026464434904271614;1.6812231957283223e-5;8.773417996243252e-6;1.8479263808828494e-7
