x1;x2;x3;x4;x5;x6;x7;x8
0.015854139681420024;0.01423841929703593;0.014842672043678708;0.01498793043445013;0.014258790683000625;0.013208642210968902;0.0150558380558456;0.01434515791855159
0.015279767397764848;0.014035328025840404;0.014697094568413555;0.014846709952650599;0.014051806431186338;0.012959740366121564;0.014306323704340729;0.013712742867199493
0.015096497722932168;0.014338014843891748;0.014985769634286368;0.015161101489535672;0.014312551976501818;0.013130956304101807;0.014123212354969076;0.013494186785037984
0.015404275152307575;0.015235370531137136;0.01578128404858809;0.01614863289919678;0.015019359589980949;0.013814331157546067;0.014408742098824505;0.01370982754472021
0.01646494413749662;0.017003943181845147;0.017280479502968935;0.017862704594949534;0.016704590109925557;0.014995461941059805;0.015191870290162607;0.014627775112345552
0.018630070623678264;0.019889726840621676;0.01919660692126174;0.02001047468318839;0.019845975636236624;0.016399088245215087;0.016589067036433792;0.01636450950291376
0.022051656766690207;0.022077062205546286;0.02111108793792195;0.021457156658541327;0.023150671205698636;0.01781529986797319;0.018182775510934918;0.01899527897184538
0.025566176961813177;0.02185207083266529;0.020631023247833363;0.021017704317495764;0.023040961571943717;0.017906524722761785;0.01965050807232459;0.02130936258326958
0.026933450501139426;0.019209189468104;0.018226548668958044;0.01898960067293265;0.01960276026272096;0.01600243328342265;0.020463029495996196;0.022518280219588165
0.02579696888394956;0.015982918341791497;0.01543841569182809;0.016710677951775343;0.016143831114011842;0.013317538324837225;0.020386420021337896;0.021324131662635543
0.02374493624129748;0.013812119352582544;0.013693607130991001;0.015389152090952643;0.014290372681339012;0.011441774996442961;0.019456746182962836;0.018796138923144304
0.022444891446388244;0.012948161823080546;0.012998806495972326;0.01472965795887317;0.014066204110176544;0.010833867480777344;0.0187582624876498;0.017246951694815455
0.021911551030312035;0.012836461251747814;0.013209318565981145;0.0148890645362863;0.014757265058203111;0.010715422717411705;0.019016299011322565;0.017090448718175798
0.02193601187009588;0.013253313956796943;0.014451051510153821;0.01536316511281427;0.016145268495365295;0.011517187571054095;0.019500148296317098;0.017800473093004185
0.022645479003010012;0.014767919455686646;0.016251724434381956;0.017392869025737702;0.01833407169889727;0.013949476028065748;0.02055593061957834;0.019503504048534456
0.024704970663037562;0.017613029859948955;0.01903065132173451;0.019662835501978882;0.021402232929206753;0.01803840797182317;0.022410781025085893;0.0220096813233365
0.02798073488966346;0.021955651407376393;0.023503049130817518;0.023067430762011856;0.02647500501423463;0.02356614121094634;0.025643342619365173;0.02585527842710263
0.03304905372368664;0.02592555158314771;0.02725523069041487;0.026993852021438117;0.030405562353035077;0.028068489354604344;0.030009862164280827;0.031055134202286505
0.03622603629062889;0.02966077947629238;0.030711664784441747;0.030590891506379052;0.033775189130688124;0.030383146603688113;0.032785606816515135;0.033266763666875886
0.037363321220940264;0.03195507821950571;0.03273484347608422;0.032628410209221366;0.034155220391683526;0.03004069709778827;0.03415880504024505;0.03409366538486609
0.03631419166831496;0.03132924991638738;0.032546044170265555;0.03214774389821133;0.03160693430855914;0.027883743884460337;0.0338707019719632;0.03329168790079783
0.03342210742502292;0.02774750353086059;0.02966375478978458;0.02902440329260402;0.02763487301993292;0.024691319697628226;0.03166005394325963;0.030834177175729626
0.029204517282721332;0.023823312365479438;0.025377506596974162;0.02508667804623621;0.02348956117613464;0.021076659925221536;0.02790517777938265;0.02716177525943664
0.02488734955546116;0.014959745200032702;0.015702628129377616;0.015789207572212936;0.014794614240222168;0.013451294507865962;0.02366661774461294;0.023198509574239988
