agent;weigthed_obj
TypeB;-201.13993628170795
TypeC;19.41499550354571
WindOffshore;-1161.971547728961
GasTurbine;-3141.4720886019495
TypeA;-571.0066870713839
Baseload;-4330.506241808631
Peak;-2.8772972655133344e-5
WindOnshore;-653.2160366856642
TypeD;19.41572839003996
SolarPanels;-399.7791287394657
