VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
45508.238176597806,11657.027368860356,28659.27986634343,438.8114010977996,12824.227298734564,59520.81958147611
