CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
1297.3034340389468,2852.499606939913,4092.4245511214513,1.4457205843559038,720.5037511802705,425.871668112889
