scen_number;iteration;primal_residual;dual_residual;cfd_primal;cfd_dual
3;34;4.178103040924879;1.1501654564622688;0.003511814435642968;6.750600560888369e-5
3;35;3.567571474228933;1.1854111286617204;0.002865078374546748;6.058286831340952e-5
3;36;3.0106559772663792;1.20365887929094;0.002337456395212989;5.436737014140671e-5
3;37;2.516345562384197;1.20938918184571;0.0019070014446365136;4.8790560702176846e-5
3;38;2.087061157859969;1.2061740287658915;0.0015558170873504196;4.378606774073986e-5
3;39;1.753150988930011;1.1410956841218343;0.001269303462250626;3.929513147285373e-5
3;40;1.4822976107245518;1.0960511532966501;0.0010355522330200984;3.526468878878257e-5
3;41;1.2537323645114966;1.0590690842576875;0.0008448485610408341;3.164738950089044e-5
3;42;1.056126228213031;1.0245693323663967;0.000689263835920606;2.8401316990427933e-5
3;43;0.8853053697265849;0.9904946770124256;0.0005623312572202721;2.5488091065774246e-5
3;44;0.7397083283190119;0.9561755535105352;0.00045877403753191714;2.2873744954812504e-5
3;45;0.621019947009328;0.9221746175973874;0.0003742873382233114;2.0527588027631858e-5
3;46;0.5311587195469182;0.8876292596177601;0.00030535954597876724;1.842199410781659e-5
3;47;0.4742864868363836;0.8542432363978362;0.0002491257607752928;1.6532261509169375e-5
3;48;0.4501218338552512;0.8222064144932256;0.00020324747127542508;1.4836615917341743e-5
3;49;0.4520124929696072;0.7898055594680062;0.00016581728658771056;1.3315035373425923e-5
3;50;0.47365530855335014;0.7588537585308099;0.00013528166051735013;1.1948677308590954e-5
3;51;0.5068339970469077;0.7296245185921961;0.00011036864784674805;1.0723385968228414e-5
3;52;0.5444988856369446;0.6998977468271999;9.004355442510104e-5;9.62345288834306e-6
3;53;0.5829250230411782;0.672392356350619;7.346142202013795e-5;8.636373920969115e-6
3;54;0.6183895567043933;0.6478402088150729;5.993297856132784e-5;7.750533096147789e-6
3;55;0.6501216677401452;0.623339752007108;4.889571122834724e-5;6.955654792121105e-6
3;56;0.6779179785500999;0.6025254002140248;3.989107668367353e-5;6.24216571017066e-6
3;57;0.7001206359315902;0.5852462268786632;3.2545119279525636e-5;5.601575673232427e-6
3;58;0.7170385434646257;0.5686257848763747;2.6551707560606985e-5;5.027228320072722e-6
3;59;0.7280053626952812;0.5551742975970984;2.16620548565416e-5;4.5115438833911225e-6
3;60;0.7341886064940958;0.5416180938806825;1.7672852552941265e-5;4.0487962264340965e-6
3;61;0.7356668066480144;0.5294599563842817;1.44182222783229e-5;3.6335758484310486e-6
3;62;0.7330565357087597;0.5181048850261054;1.176298446825541e-5;3.2608344544250966e-6
3;63;0.7266347715144993;0.5085279923615081;9.596793312915963e-6;2.92627203161068e-6
3;64;0.7170452125863812;0.49831229168607505;7.829493694266887e-6;2.6261575860751628e-6
3;65;0.704555707812119;0.48903745069624316;6.38762385474223e-6;2.3568360223429167e-6
3;66;0.6899603785147079;0.4801789642914003;5.21128460739817e-6;2.1150887847278586e-6
3;67;0.6734355304158046;0.4719270231181277;4.251600589810778e-6;1.898090670535933e-6
3;68;0.6556784355518809;0.46296134476978323;3.468624535152287e-6;1.703452597342568e-6
3;69;0.6362427602282148;0.4571626070807465;2.82982621779837e-6;1.5287565270267828e-6
3;70;0.6155293668173119;0.45088758359671666;2.511273057059782e-6;7.623570698301095e-7
3;71;0.5942165454675251;0.4432669464572778;2.071408974124722e-6;1.1579378808463252e-6
3;72;0.5724395374485111;0.4364776892233494;1.8409908593142177e-6;6.065736424010083e-7
3;73;0.5503321523146764;0.4305221197155938;1.518786398868599e-6;9.330203237389789e-7
3;74;0.5281243139268583;0.4234715927889867;1.3498808408840546e-6;4.891068011872243e-7
3;75;0.5062270559182234;0.4177430194025694;1.1136377260356767e-6;7.525083158687153e-7
3;76;0.484651855334503;0.4110388607959304;9.897640058653678e-7;3.945811181060351e-7
3;77;0.46366808446012986;0.4057294510006883;8.165530465120696e-7;6.069063411293987e-7
3;78;0.4428809547227072;0.4020872363865687;7.257453704667682e-7;3.1817874036749535e-7
3;79;0.4223038603607465;0.3985922506518387;5.98733515211336e-7;4.895336916131703e-7
3;80;0.4021219802005922;0.39564048901955723;5.321487082099452e-7;2.5663417365711364e-7
3;81;0.38238118165081275;0.39307644463056707;4.390176577828697e-7;3.948437379245771e-7
3;82;0.362999683951141;0.39041924307689363;3.9018798947410005e-7;2.0702306617095615e-7
3;83;0.3441991170874146;0.38742576933379447;3.5016823130007424e-7;1.6969056175746782e-7
3;84;0.32610799372444876;0.3852956907474191;2.8924566386479e-7;2.8412183678877727e-7
3;85;0.30876895564713885;0.38322242781864435;2.571279074103927e-7;1.4978732117995704e-7
3;86;0.2922088904778576;0.38131641482808926;2.3076531707744152e-7;1.2295307774038495e-7
3;87;0.2764361912061977;0.37982495957522106;2.0735268435601029e-7;1.0921399398554642e-7
3;88;0.26142990990526793;0.37847201795108926;1.8635264442679045e-7;9.796005684874412e-8
3;89;0.2471825457882409;0.37659268959061937;1.674927085915101e-7;8.795859938923111e-8
3;90;0.23384732783335185;0.3745157601492504;1.5053340707282814e-7;7.909431582825215e-8
3;91;0.22157616147437004;0.3724039589556586;1.3527617870323638e-7;7.117856854437585e-8
3;92;0.2104341305842053;0.3708220890068267;1.2156921069816917e-7;6.397411036513912e-8
3;93;0.20033454949525772;0.36961065752593003;1.0925633109337696e-7;5.74927055183127e-8
3;94;0.19114982401325964;0.368422795328053;9.819333790517248e-8;5.163692310342177e-8
3;95;0.18280078272668732;0.3670598765904182;8.821476349396562e-8;4.722666864664659e-8
3;96;0.17683091306099716;0.36531779389267954;7.924674871873094e-8;4.262471480926609e-8
3;97;0.1731478761565403;0.3630887437627751;7.130551527012585e-8;3.7037475334454346e-8
3;98;0.1724642893263286;0.3602586375123836;6.40975263976884e-8;3.361560787650393e-8
3;99;0.17521494005840668;0.35877718694646044;5.7573211087458276e-8;3.075706623988972e-8
3;100;0.18132800081455838;0.3574805892477502;5.1676233958630746e-8;3.042635111872633e-8
3;101;0.187722450012633;0.35619907240412113;4.6531119402004606e-8;2.399939461700464e-8
3;102;0.19410092571017828;0.35430148213995094;4.1828005059585394e-8;2.1940131399195195e-8
3;103;0.2001066553695481;0.3529717201340929;3.7595307311732995e-8;1.974103743960662e-8
3;104;0.20564086231372816;0.35074802033312574;3.378877710957795e-8;1.775303251234654e-8
3;105;0.21086635860743852;0.3483119552661615;3.0367224290728245e-8;1.5957944158480842e-8
3;106;0.2161248996358677;0.34584747628547896;2.729335779605435e-8;1.433543154785001e-8
3;107;0.22109058167154877;0.34440796171557453;2.45292355316451e-8;1.2890967152764063e-8
3;108;0.22533720076593525;0.3429091157195084;2.2044387648634256e-8;1.1589486846686175e-8
3;109;0.22862252150429435;0.34175533671002467;1.9790650007678323e-8;1.0921254734915043e-8
3;110;0.23096225484319846;0.3398146323569064;1.7761531800886132e-8;1.1177186417547139e-8
3;111;0.23257204612113566;0.3383349689362935;1.584111775088104e-8;2.342096726723523e-8
3;112;0.23346572363747012;0.33673914133848765;1.4302085737938341e-8;1.33466635499824e-8
3;113;0.23384281242167626;0.33477811045114025;1.2933552895333378e-8;6.6004872092926415e-9
3;114;0.23389605087159895;0.3336008713338707;1.1644184283454706e-8;6.015512947345314e-9
3;115;0.23340615056149605;0.3325834591048157;1.0467291922111599e-8;5.491199833172209e-9
3;116;0.23232555332378985;0.33134089166145775;9.408446466352416e-9;4.938441665143567e-9
3;117;0.23074308533791027;0.32989381790072225;8.396445316805057e-9;9.206820716796895e-9
3;118;0.22889632088466189;0.3278884571605737;7.591668627071613e-9;3.811269759885431e-9
3;119;0.22708929535802996;0.3260220981688436;6.827163723244212e-9;3.641499801569905e-9
3;120;0.22555063377207096;0.32440370521937517;6.136251506916324e-9;3.311247971639736e-9
3;121;0.22443376174984306;0.3216658413366571;5.515243373110934e-9;2.9935194699095376e-9
3;122;0.22403261106865952;0.3196941620129222;4.924455510035841e-9;5.753277244524913e-9
3;123;0.22442174048714286;0.3167828739512381;4.459328906136761e-9;2.1839675135191817e-9
3;124;0.22548352129770804;0.3153247870842464;3.687971705801374e-9;3.962022090987538e-9
3;125;0.22673417918741376;0.31329733512303537;3.2451970000124675e-9;5.505440125218977e-9
3;126;0.22810296112510806;0.31180398963805034;2.9009941115987203e-9;5.767799705186585e-9
3;127;0.2292052974316699;0.3105543411174425;2.642907226402258e-9;1.5096274807020191e-9
3;128;0.22981978820859358;0.30936994940876433;2.2930874976623272e-9;1.3430399777295095e-8
3;129;0.2297563052998124;0.30808194128994537;2.24465335207924e-9;1.1842128267532874e-8
3;130;0.22919348729160388;0.3062615987746374;2.315429625809884e-9;5.033032673701989e-10
3;131;0.2282386455570686;0.30498249859860527;1.9398500583633904e-9;1.8876687777111618e-9
3;132;0.2270071124045591;0.30309570136990155;1.7280195052649105e-9;1.1842756808057593e-9
3;133;0.22569337029676204;0.30162962093862883;1.5525820629136433e-9;9.691066587286389e-10
3;134;0.22419549015301993;0.3002024390487306;1.3972103474202413e-9;7.936202988138529e-10
3;135;0.22263631710728488;0.2986232674225734;1.2560308348952276e-9;7.181541650306501e-10
3;136;0.22096747050287574;0.2972594822617882;1.1285328227472746e-9;6.654209292170071e-10
3;137;0.21918369269454804;0.29583753548614083;1.0144098894215858e-9;6.024947364662235e-10
3;138;0.21739276310603223;0.2941596678540887;9.098171105392794e-10;7.249329288969894e-10
3;139;0.21578206299066394;0.29206862913317255;8.183054234223164e-10;6.701098895550531e-10
3;140;0.21443535057932625;0.2905631838173728;7.355103193162904e-10;6.243190134542997e-10
3;141;0.2133709582995696;0.2887644973260519;6.627267623571242e-10;4.382343796872198e-10
3;142;0.21246385048495353;0.2876378869135491;5.954401416374822e-10;4.282008665580561e-10
3;143;0.211501619849519;0.286145141037672;5.350839771267601e-10;4.1174574390406444e-10
3;144;0.21039683206602072;0.28517981388812713;4.723776925175116e-10;1.552701268266168e-9
3;145;0.20910778176023967;0.28346243822185047;4.311146994950832e-10;3.9180515480865904e-9
3;146;0.20786691473611477;0.2819433758979402;4.5768278056357303e-10;8.459922953013536e-10
3;147;0.20656821231892966;0.28032783271041023;4.1740300105175265e-10;1.1079084250726027e-9
3;148;0.20563956882090165;0.2778092392877064;4.105000783738433e-10;9.071623882858275e-10
3;149;0.20518216670464276;0.2758377497700077;3.716422725119628e-10;4.0705890259224054e-9
