agent_type;agent;Q_cfd;Q_cfd_total;share_cfd;Q_cfd_bar;cfd_penalty;ζ_cfd;cfd_premium
Gen;WindOffshore;3.252971279685044e-10;4.226184565308859;NaN;-0.00028751455101379427;4.071131110419222e-7;-0.2925531368358431;-9.513949383853212e-11
Gen;GasTurbine;0.0;4.226184565308859;NaN;-0.0002875148697723207;4.071130925249646e-7;-0.2925531368358431;0.0
Gen;Baseload;0.0;4.226184565308859;NaN;-0.0002875148697723207;4.071130925249646e-7;-0.2925531368358431;0.0
Gen;Peak;0.0;4.226184565308859;NaN;-0.0002875148697723207;4.071130925249646e-7;-0.2925531368358431;0.0
Gen;WindOnshore;1.1682097578118662;4.226184565308859;NaN;1.1688045445144681;1.7422759794882836e-6;-0.2925531368358431;-0.3416657434067974
Gen;SolarPanels;3.0579748071716963;4.226184565308859;NaN;3.0576785515517897;4.32242678982675e-7;-0.2925531368358431;-0.8943644142885474
Cons;TypeC;-1.0205735829531581;4.226184565308859;0.24143826569256038;-1.0207220366352043;1.085366472253213e-7;-0.2925531368358431;0.29848666268133073
Cons;TypeA;-1.1195358376214248;4.226184565308859;0.264849880038871;-1.1195560548753432;2.012976452192561e-9;-0.2925531368358431;0.3274301054871658
Cons;TypeD;-1.020560486012748;4.226184565308859;0.2414351673343123;-1.0205006425611247;1.7637121985103477e-8;-0.2925531368358431;0.2984828322254972
Cons;TypeB;-1.0646657014681122;4.226184565308859;0.2518691888545701;-1.0645543028342548;6.111589545554352e-8;-0.2925531368358431;0.31138226327878654
